,id1,Description1,id2,Description2,Type of dependency
98,14434,   - I don't mean an email gets turned into an is...,476,   It'd be handy to be able to change the way the...,independent
99,1877,   It could be useful to those who use the projec...,4232,   We are using the documents module so users can...,independent
100,10616,   A lot of problems on this tracker can be solve...,6831,"   Hello,\r\n\r\nI think, it is good idea to writ...",independent
101,1453,   When used with the automatic repository creati...,3372,   search results display closed issues with a re...,independent
102,31215,"  This is more appropriate for some contexts, fo...",6805,   Hi\r\n\r\nI'd like to see a non-ambiguous date...,independent
103,523,   You can see a list of commited files when look...,11464,"   Hi,\r\n\r\nI have start writing Redmine::API i...",independent
104,352,   I'd like an option on the New User page to sen...,23266,   I'm aware that we can create roles and allow i...,independent
105,32379,  I am comparing issue tracking system such as R...,33017,  The documentation of the news API shows only t...,independent
106,10169,"   A handy small UI improvement, a sort-order fie...",14287,   It would be very useful to be able to sort the...,independent
107,341,"   Hello,\r\nI think the logic should be:\r\n  - ...",24520,  h2. Introduction\r\n\r\nCurrently the hashing ...,independent
108,9670,   The syntax of the wiki should support the alt-...,6953,   At the moment calendar block on My page displa...,independent
109,22490,   Feature introduced as #5490 might be useful in...,507,   Would it be possible to change the user drop d...,independent
110,21309,   It would be nice for the link custom field to ...,32626,"  In a majority of my projects it happens a lot,...",independent
111,277,"   As we talked about in the discussion forum, pl...",32543,  Some users don't want to use default page afte...,independent
112,6381,"   As it is in version 1.0, _redmine:email:receiv...",591,   Idea for a user interface improvement:\r\n\r\n...,independent
113,29872,  When using /time_entries.json api allows the a...,6212,   Writing text/link pair every time is too much ...,independent
114,2478,"   Hello,\r\n\r\nPlease, could you indicate me if...",15800,"   Hi,\r\n\r\nHow to know the number of issues in...",independent
115,22593,   My installation is intented to public. But peo...,9196,   The patch adds logging to MailHandler.create_u...,independent
116,34307, Sometimes we want to create a custom field wit...,23668,"   I am using Redmine 3.3.0.stable, and I would l...",independent
117,14943,"   Currently, there is no way to do a disjoint se...",9828,"   The ""New Ticket"" page of this redmine has a no...",independent
118,19999,   When a user tries to access a issue which he i...,14760,   I'm leveraging the acts_as_versioned method fo...,independent
119,14067,   Thank you for implementing referencing the Use...,6119,   I would like to have a option on the issue's f...,independent
120,17469,   Adding this:\r\n\r\napi.completed_percent vers...,30023,  I installed redmine with sqlite3 in my pc (mac...,independent
121,7141,   The REST API should provide a way to retrieve ...,1100,"   Custom Fields should have a Flag ""Show in comp...",independent
122,11425,   This request is featured by an real problem i ...,5286,   I'm trying to use Excel<-Redmine import featur...,independent
123,30208,  Is it possible to have specific users show in ...,11643,   i need to add a new tracker that represent the...,independent
124,14741,   The right click context menu is great on the I...,7692,   Currently we have nice feature to associate wi...,independent
125,2295,   I created a feature for 0.7.3 that when viewin...,28082,  How can I modify the Home Page of Redmine?\r\n...,independent
126,5085,   Is it possible to create an option under My Pa...,32804,  Add an option to include the version's issue c...,independent
127,530,   Having the ability to go to a major project's ...,1309,   a plugin to edit svnauthz information would be...,independent
128,34123, We should add some system tests (or other type...,23458,"   Hi,\r\n\r\ni wanna use the [[Rest_api]] for ou...",independent
129,15544,"   It would be nice to query issues with ""RegEx"" ...",18003,"   In the ""tickets view"" redmine admins and users...",independent
130,1979,   \r\nRedmine has all information to draw activi...,370,   A user may only read/edit the projects he/she ...,independent
131,290,   It would be hugely beneficial to be able to ad...,4959,   To help keep track of the total time spent on ...,independent
132,529,"   I have downloaded Redmine and make it run,but ...",8363,"   There was a plugin that aimed to do this, call...",independent
133,2033,"   Hi,\r\n\r\nit would be nice to have some sort ...",29764,  Requesting a new feature to add a new custom f...,independent
134,15009,"   Hi,\r\n\r\nI have set up a redmine 2.3.3 with ...",21788,   I think it's really important to use a chat to...,independent
135,15568,   It would be very great if when i make a link o...,3301,   In <head> tag should be added a line\r\n<pre>\...,independent
136,33717," Hello,\r\nI was searching this possible featur...",4282,   Typing (for example)\r\n<pre>\r\n$. foo\r\n$. ...,independent
137,23987,"  Hi,\r\n\r\nWe encounter slowness with using th...",3851,   When Rails starts without a cookie secret (fro...,independent
138,24740,"  Hi all,\r\nI`m a redmine user.\r\nIs that any ...",6367,   If a user enters a link to a ticket in a comme...,independent
139,18801,   Redmine should use the @unaccent()@ function t...,16082,"   There is a plugin that hides estimated hours, ...",independent
140,30997,  This feature enables styling of the fields bas...,9761,"   In the Email notifications settings tab, there...",independent
141,32773,  On the filter system created on #29482 it woul...,21574,"   Dear all,\r\nit's possible to have a easy to u...",independent
142,327,   I like the new features that include sub proje...,25236,"  It's Very Very Pity,\r\n\r\nSo far, I haven't ...",independent
143,33375, It will be really nice if we can add an email ...,5843,   Из  «Страницы категории товара» после выбора к...,independent
144,20398,   I think it would be interesting to be able to ...,14423,   Currently the time tracker shows a clock in a ...,independent
145,34123, We should add some system tests (or other type...,33583, I use Redmine in medical projects and I've cre...,independent
146,18375,   Would be great if we can export reports/stats ...,5338,"   app/views/show.xml.builder, line13:\r\n\r\n<pr...",independent
147,1629,   Something really interesting would be a list o...,33717," Hello,\r\nI was searching this possible featur...",independent
148,3279,   I'm looking for an additional hook to be added...,21745,"   I know there is a plugin called ""Attach image ...",independent
149,11707,   Sometimes we need to merge some aspects of an ...,8663,   We need to know whether we can control the Doc...,independent
150,11779,   Some things came up to me while doing a quick ...,372,   It would be very helpful to have the estimated...,independent
151,33297, I think it would be a bit more convenient if t...,2958,   It would be great if it was possible to have d...,independent
152,9542,"   Hi,\r\n\r\nI use Redmine as a project manageme...",3796,"   Dear All,\r\n\r\nUsers can create new issues d...",independent
153,27233,  Here's a capture of what I would like to see i...,2478,"   Hello,\r\n\r\nPlease, could you indicate me if...",independent
154,523,   You can see a list of commited files when look...,3796,"   Dear All,\r\n\r\nUsers can create new issues d...",independent
155,484,   Is it possible to have the address updated via...,10010,   It could be nice if we could set e-mail notifi...,independent
156,9113,"   Hello,\r\nI speak french, so excuse me for my ...",6930,"   In my company there is a workflow, according t...",independent
157,7034,   Please insert Multilanguage top_menu caption,1330,   We are trying to document our software project...,independent
158,33025,"  Now 8 years later, this feature #5643 is in so...",11104,   I would like to propose to include to the Redm...,independent
159,4042,   We have some projects that have a single categ...,15886,   * Add field @working hours@ in Administration-...,independent
160,8760,   Attached is a patch to set issue assignee to y...,2887,   dfgdfgdfgdfgdfg,independent
161,1032,   Add different css class (div?) for user commen...,21208,   It would be nice if Redmine were able to have ...,independent
162,8678,"   ""OSLC"":http://open-services.net/\r\n\r\nOpen S...",10010,   It could be nice if we could set e-mail notifi...,independent
163,11457,   Dear Sir ...\r\n\r\nI need to add a field that...,4309,   The client should not see the inner-workings o...,independent
164,7436,   jik  khjh f hjhnůj,23130,   Ability to enter admin task such as paying the...,independent
165,18003,"   In the ""tickets view"" redmine admins and users...",19649,   I need to create a custom field allowing users...,independent
166,16903,"   Does Redmine warn member of job by email, if a...",9462,   Could the diff be enhanced to allow the user t...,independent
167,1203,"   I have a feed for ""Overall activity"" going.  T...",5190,   \r\nIt would be useful to be able to watch the...,independent
168,12714,   hi\r\ni need to change inside the roadmap the ...,10236,"   Dear Experts,\r\n\r\nPlease let me know how to...",independent
169,5076,   I would like to have a custom page (html or wi...,10737,"   In our redmine setup, we have near 200 project...",independent
170,20650,"   We removed the Standard Fields ""Start Date"" an...",22491,"   In case of Subtasks, the ""Add"" button leads to...",independent
171,8263,   Assume that a News entry has at least one comm...,2237,   Possibility of define a 'configuration profile...,independent
172,21064,"   Hi guys,\r\n\r\nI think it would be helpful if...",410,   I've been using PmWiki (http://www.pmwiki.com/...,independent
173,4910,   I suggest to allow issue references cross proj...,5759,   Could be nice to have a move projects function...,independent
174,22793,   Is there an option to edit the description?oth...,937,   We have over 15 acitivities defined and we nee...,independent
175,1615,   Add an optional field to issues that allows yo...,4367,   I'm trying to restructure the workflow of some...,independent
176,16998,"   Hi, \r\n\r\nI look for a plugin, to append com...",31814,  When I choose the language of 'Simplified Chin...,independent
177,8227,   Allow filter the roadmap with only assigned to...,4062,"   h2. Idea\r\n\r\nWorking with Wiki, I often thi...",independent
178,5190,   \r\nIt would be useful to be able to watch the...,15147,   In the roles & permisson all monitoring items ...,independent
179,8396,   sssss ssssss ssss,17093,   Is there a way to have role based wiki's?\r\n\...,independent
180,13147,   We really would like to see roles in worflows ...,335,   I made a rough patch about this:\r\nhttp://rub...,independent
181,19658,   Often we have a need to build issue query to s...,27211,  Import field is missing in Project. Let me kno...,independent
182,5483,   Subtask feature was implemented in r3573. \r\n...,22608,"   In current versions of Redmine, users can not ...",independent
183,7429,"   Hi,\r\n\r\nI've trying to implement the reposm...",23314,   There are too many activites displayed in main...,independent
184,14547,   I want to change location between project colu...,307,   A CC field like found in Bugzilla. This field ...,independent
185,21957,"   There is a option ""View side by side"" in repo ...",22608,"   In current versions of Redmine, users can not ...",independent
186,14431,   We would like an additional free-text field as...,31032,  Inherited roles of project members cannot be e...,independent
187,25418,  I.e. A pull-down list that looks like\r\n|Cust...,18663,"   Hi Team ,\r\n\r\nWould like to know if the exi...",independent
188,13010,   Ask tracker/project which are the necessary fi...,12565,   if a ticket field is used to display a list of...,independent
189,26758,  In scenario - user has holidays and can't work...,5872,   One feature that I've gotten requests for is t...,independent
190,4528,"   Add a ""Projected Date"" field to the version, t...",1187,   It would be very useful if one can define a wi...,independent
191,317,   I created an issue with lots of newlines. I sa...,6004,   I often develop tiny plugins these days for sp...,independent
192,9493,   At the moment it is only possible to hook on b...,2115,   In some cases an administrator wants to track ...,independent
193,1736,   i'd like to be able to remove the application ...,295,   In the same structural manner as files allow d...,independent
194,30801,"  data:image is getting more and more use,\r\nin...",13717,   I have added Custom Field under Issues. That f...,independent
195,7930,   It would be a nice feature if there was a way ...,19975,   Is that a way to have this chart on the pdf ex...,independent
196,14523,"   Basically i would love to have an info, if i'm...",10809,   We would like to be able to position tables id...,independent
197,24944,  I think that it could be sometimes useful if t...,5685,   It would be nice to be able to share links of ...,independent
198,3365,   I cannot seem to find any way within Redmine t...,1412,   Items that will be customised regularly on a p...,independent
199,34042," Hello,\r\nIs there a way to list the number of...",21124,   Enumeration is a useful tool for constructing ...,independent
200,5286,   I'm trying to use Excel<-Redmine import featur...,5528,   This will help to associate who people are on ...,independent
201,13619,   just like this: \r\nwhen i change issue status...,12200,   is it possible to have private or confidential...,independent
202,5105,"   I couldn't find a setting for this, but it wou...",20800,   when *listing time_entries* or *getting a time...,independent
203,27523,"  Hi,\r\n\r\nyou can see in my attachment the na...",14619,   I want to ask Redmine have any plugin that use...,independent
204,15899,   Atlassian JIRA is one of the most powerful iss...,14924,   This feature is an extension to the existing “...,independent
205,4062,"   h2. Idea\r\n\r\nWorking with Wiki, I often thi...",11333,"   hi,\r\ni need to have in role page a dropdownl...",independent
206,9915,   I hope to add a view hook just after top-menu....,26334,  Some of the gems required by Redmine are ancie...,independent
207,2951,   I think it would be great if in the Summery yo...,1548,   It might be very convenient to have kind of bo...,independent
208,8017,   Please change the domain from redmine.net.ua t...,14523,"   Basically i would love to have an info, if i'm...",independent
209,8666,"   Подумать над тем, какие задачи и в какие сроки...",11036,   could redmine support a configuration paramete...,independent
210,399,"   In this post a while ago,  Jean-Philippe Lang ...",33869, ITNOA\r\n\r\nFor major projects and organizati...,independent
211,10273,   While one can go to All Issues and filter by u...,2028,   Some wikis have a feature where it shows to us...,independent
212,9667,   When submitting an issue with attachments that...,18735,   Hi is it possible to have css tags for the sor...,independent
213,10423,"   For example, I have a custom boolean field, an...",8230,   test,independent
214,23011,   In `dispatch` of `app/models/mail_handler.rb` ...,26577,  *before:*\r\n!/projects/redmine/repository/rev...,independent
215,263,"   Jean-Philippe,\r\nI would like to have to the ...",11096,   Filipe Feature 1,independent
216,3506,   I was looking through the roles/permission sec...,1137,   Add Feature move project version up and down. ...,independent
217,12840,   It would be a great feature to define project ...,1823,   My title suggest it all. Issues should have a ...,independent
218,1120,   It would be useful to have some wiki format to...,29520,  Allow user to select 'Subtasks' column to see ...,independent
219,2769,   If you are adding new file to Documents sectio...,10945,   Requirements for information page are attached...,independent
220,2095,   The projects I currently look after are very h...,2208,"   we are using Redmine since this week, and I ha...",independent
221,2438,   Like some flash or online chatting system.,9761,"   In the Email notifications settings tab, there...",independent
222,6679,   It would be greate if there where a posibillit...,470,"   It would be nice is one could ""TAG"" wiki conte...",independent
223,5046,   Is there anyways i can have the values of the ...,18720,"   Hi,\r\n\r\nI noticed that a non logged in user...",independent
224,19101,   Now we can see a pager at the footer. So we ha...,297,   In order for me to even be able to create an i...,independent
225,8621,   gsdsagagfwa,16326,   !column_top_bottom.png!,independent
226,13515,"   When I update an issue, Redmine instantly send...",3309,   rtrh,independent
227,4315,   It would be nice to have the ability to quickl...,3214,   The list of issues found with each version in ...,independent
228,22497,   I tried to sort users (mainly in watchers list...,1082,"   I think there should be a ""New project"" link /...",independent
229,833,"   The first use I can think of for this is, I li...",14858,   Hello.\r\nMy team get some trouble when they a...,independent
230,1586,   Sometimes I find myself wandering between the ...,6293,   in regards to #2924\r\n\r\nive seen on pages i...,independent
231,3773,"   Hi,\r\n\r\nI'd like to see the URL that is pro...",30843,  Hi there!\r\n\r\nToday I have set up my system...,independent
232,31631,  It is useful to have a links to child pages in...,8858,"   ...including clause ""or watched by the user"" (...",independent
233,11074,   Currently the calendar is limited to only show...,11656,   It would be interesting to add a feature in re...,independent
234,4640,   By changing the password hash to be Base64 enc...,323,"   When an issue is in Closed status, Closed shou...",independent
235,8404,   Does Redmine have a report manager feature tha...,5029,   It would be very useful to have a discussion a...,independent
236,28819,  Is there a possibility that a user can set iss...,4835,"   Hi,\r\n\r\nIt would be good to be able to writ...",independent
237,19226,"   For example, right now we're able to write r12...",12221,"   When we have a lot of wiki updates I, normally...",independent
238,3042,   Could be nice to have the possibility to updat...,11009,   Attached is the access_log screen in wich you ...,independent
239,1617,"   Hi all,\r\n\r\nfirst of all CONGRATULATION! Th...",4929,   Or add version filter to issue report.,independent
240,22812,   Enabling a delete option for deleting an unwan...,1002,   It would be nice to have the ability to filter...,independent
241,6636,   Description for feature 2.,5866,   Most SELinux-enabled Linux distributions don't...,independent
242,3431,   Administration > Settings > Authentication > A...,8345,   https://github.com/chiliproject/chiliproject/p...,independent
243,6883,   It would be awesome if one could specify the l...,12262,"   Hey,\r\n\r\nit would be quite good to differ t...",independent
244,854,   Hello -- it'd be nice to be able to have the a...,4882,   I've tried to implement the email receiving th...,independent
245,324,    Is it possible to add in repository browsing ...,12258,"   Hi there,\r\n\r\nI encountered a little featur...",independent
246,7921,"   Currently on a roadmap page, e.g http://www.re...",13064,"   *Symptom*\r\n*  In following code, our Redmine...",independent
247,445,   It'd be really nice to be able to make batch c...,15394,   I think it's nice to have a custom field that ...,independent
248,4553,   дать возможность выбора следующей схемы:\r\n\r...,14614,   I need two new view hooks for my plugin.\r\n\r...,independent
249,31983,"  Translated strings to Bulgarian language, rela...",11041,"   Hi,\r\n\r\nIn order to complete the [[Plugin_t...",independent
250,629,"   It will better to put ""text format"" link (/hel...",2613,   The way we currently use Redmine is that some ...,independent
251,2175,   After creating a document and adding a second ...,2115,   In some cases an administrator wants to track ...,independent
252,31691,  Hi\r\nhow can I change font type of text? char...,17620,"   Hi every body,\r\nI would like spent time fiel...",independent
253,12972,   When you sort the documents by title only the ...,8785,   teste de grande projeto,independent
254,5187,   your instruction for UpGrade is not specific a...,2435,   Both Redmine and Engine migrations follow a st...,independent
255,15452,"   Is it possible to make a ticket invisible or ""...",1846,"   Hi,everyone\r\nI like redmine very much.\r\ndu...",independent
256,283,   Redmine looks very nice. Most ruby/rails proje...,14888,   It would be great if it was possible to have t...,independent
257,267,"   Hi Jean-Philippe, \r\n\r\ni would offer my sup...",7809,   Since the version due dates as package for all...,independent
258,16712,   The old description seems very old and a lot h...,6660,   это описание очень важной задачи,independent
259,5095,   This patch allows a plugin to add his actions ...,12368,   \r\nI am new in redmines and I have requiremen...,independent
260,24048,"  Hi All,\r\n\r\nI need your help in how to show...",4378,   Como lograr crear un rol que solo pueda ver lo...,independent
261,10377,   (using 1.3.0)\r\nA new issue with a parent doe...,11144,   The feature I would like to see is the ability...,independent
262,6212,   Writing text/link pair every time is too much ...,2819,   Can i get a Redmine Theme with custom logo on ...,independent
263,20555,   h1. Symptoms and how to reproduce:\r\n\r\nhttp...,17829,"   Hello All,\r\nI am new to using redmine and I ...",independent
264,30813,  Hi Redminers :)\r\n\r\nhas any one from you an...,14385,"   When adding spent time, redmine accepts format...",independent
265,1985,   It'll be helpful if possible to export summary...,566,   I have configured the current trunk version of...,independent
266,25493,"  Hello,\r\nWe have a multi-site tree, each site...",3963,   It would be nice if we could associate a hostn...,independent
267,30476,  The feature uses the horizontal screen space m...,7771,   Would be convenient to have a role permission ...,independent
268,12825,"   Hi,\r\n\r\nsince the last change on the activi...",19169,   It would be great if the wiki could show de pr...,independent
269,1452,   The repository registration system requires th...,948,   I apreciate so much if in this version we can:...,independent
270,901,   Sometimes similar issues can be raised in diff...,2903,   Thought of this while using the Redmine.org fo...,independent
271,16083,   The issue number is shown default on the issue...,19190,   while sending email notification i want to add...,independent
272,517,   I have some ideas we have using in Trac and ou...,11357,   there is an existing plugin for redmine 1.X\r\...,independent
273,32998,  The attached patch changes the default Gravata...,22657,"   For our installations, our users appreciate ha...",independent
274,7989,   I've searched hard within Redmine and using Go...,10817,"   Hello all,\r\n\r\nFirst, we use all mac server...",independent
275,2075,   If you start a new version (milestone in the R...,15247,"   So if you have groups eg ""mechanical engineers...",independent
276,21574,"   Dear all,\r\nit's possible to have a easy to u...",2647,   The current implementation of the repository b...,independent
277,8120,   Code syntax highlighting in Wiki only works wi...,12678,   Testando o redmine.,independent
278,7520,"   When we create a new custom field, it's possib...",14414,"   Hi, I am trying to add ""Gauges"":http://get.gau...",independent
279,32181,"  Hi All,\r\n\r\nIs there any way to change stat...",2855,   Presently authentication settings are global f...,independent
280,31526,  I used Redmine to manager issue and knowledge ...,7141,   The REST API should provide a way to retrieve ...,independent
281,29354,  Allow configuring email notifications to be se...,16976,"   Dear Redmine team,\r\n\r\nOur project customer...",independent
282,658,"   I would love to see a Roadmap for Redmine, jus...",21425,   I'd like to see the number of commits with eac...,independent
283,5093,   Although it is already possible to assign fixe...,661,"   This relates to #638, issue relations between ...",independent
