,id1,Description1,id2,Description2,Type of dependency
78,31989,the attached patch adds support for inline iss,31908,in our installation we have more than pro,relates
79,7455,our pm team really likes the new redgreen pro,31881,behindschedule class which is already avai,relates
80,31879,propose adding start with and end with o,3040,contextrnin order to identify each task,relates
81,23997,for issue custom fields one can already selec,31859,based on the work made by jens krämer in,relates
82,25746,dearsrnrnfirst of all thanks lot for al,31859,based on the work made by jens krämer in,duplicates
83,31826,in addition to default assignee for category i,5577,wed like the ability to add certain people as,relates
84,31756,hello rnrni have problem with done rati,373,slider could visualize the progress of an is,relates
85,31714,on the calendar view there are visible start,27095,it would be really handy to pick up which cust,relates
86,31714,on the calendar view there are visible start,10267,it is powerful to be able to create date fie,relates
87,31638,for tightly scheduled tasks the issue start da,5458,can very good feature to add time fields for,relates
88,31617,while the autogenerated robotstxt contains u,3661,am having problem with redmine processes d,relates
89,31589,you cannot close an issue if it has open subta,10989,am able to close parent issue while its ch,relates
90,28492,hellornrni saw that a,31589,you cannot close an issue if it has open subta,relates
91,31322,wish to add the function of reminder which s,31589,you cannot close an issue if it has open subta,relates
92,32757,same asinspired by but for the case t,31589,you cannot close an issue if it has open subta,duplicates
93,31449,am using redmine as an issue manager so,31581,propose feature to visualize the changes o,relates
94,31518,it would be nice if we can configure redmine t,13296,each project has due date when working wi,duplicates
95,30118,ruby is going to be released on,31500,ruby is going to be released on,copied_to
96,6421,in the issue detail view it would be helpful,31499,this patch adds due in days days late,relates
97,33884,issue details page shows due in days infor,31499,this patch adds due in days days late,relates
98,31468,hello rnrnthe gantt diagram is very use,20481,it would be useful which right and left panel,relates
99,31449,am using redmine as an issue manager so,31581,propose feature to visualize the changes o,relates
100,31434,currently the version of sourcetrunkpublic,31418,propose feature to visualize the results t,relates
101,31434,currently the version of sourcetrunkpublic,31418,propose feature to visualize the results t,relates
102,31377,hi redminersrnrnive searched and checked,13725,hirnrnit would be great to archive or clo,duplicates
103,32302,think it will be useful to allow users to fi,31355,this patch aims to make the project jump box,relates
104,572,because we have really long list of projects,31355,this patch aims to make the project jump box,relates
105,7751,looking for an enhancement to the project drop,31355,this patch aims to make the project jump box,relates
106,32944,is really nice thing but one thing i,31355,this patch aims to make the project jump box,relates
107,7339,hirnrna favorites project list would be g,31355,this patch aims to make the project jump box,duplicates
108,31348,this patch adds tabs to switch between profile,31353,at the moment the top menu bar offers several,relates
109,31348,this patch adds tabs to switch between profile,31353,at the moment the top menu bar offers several,relates
110,31340,it would be nice if there would be options,14341,could you add ability to restrict email domain,duplicates
111,31338,currently if user isnt registered at redmi,21158,frequently bcc redmine when send project,duplicates
112,31321,from redmine the parent issue cant be ab,31322,wish to add the function of reminder which s,relates
113,31322,wish to add the function of reminder which s,28492,hellornrni saw that a,relates
114,31322,wish to add the function of reminder which s,31589,you cannot close an issue if it has open subta,relates
115,31321,from redmine the parent issue cant be ab,31322,wish to add the function of reminder which s,relates
116,31321,from redmine the parent issue cant be ab,10989,am able to close parent issue while its ch,relates
117,31321,from redmine the parent issue cant be ab,28492,hellornrni saw that a,duplicates
118,31313,in the ticket createedit form can select,29663,would like to continue my work on and,relates
119,31300,in was implemented the browser native d,23892,recent versions of chrome and edge have their,relates
120,13834,hirnrni am looking for datetime field a,31300,in was implemented the browser native d,relates
121,31234,how to assign issue to more than one use,408,it would be great if it was possible to assign,duplicates
122,23778,think this should be default behavior ive,31225,it is useful if we can know the due date of ea,relates
123,31154,rfc noncompliant emission causes mailfield,5913,rnin mail notification created by redmine f,relates
124,31106,when importing issues many of the issue field,1739,sometimes submit an issue but down the roa,relates
125,31050,see the image attached this is sample ticke,11969,would like to have the option to display cer,relates
126,33425,the attached patch adds an autocomplete featu,30986,redmine has useful wiki macros such as child,relates
127,30985,user custom fields displayed in the profile pa,30977,project custom fields displayed on the overvie,relates
128,30985,user custom fields displayed in the profile pa,30977,project custom fields displayed on the overvie,relates
129,30916,as jan wrote in beginners often get con,30853,currently you will see warning message no,relates
130,30916,as jan wrote in beginners often get con,9226,at planio online project management,relates
131,30893,currently and later you can see the,3555,need the ability to search for all issues that,relates
132,30916,as jan wrote in beginners often get con,30853,currently you will see warning message no,relates
133,30834,when follow eg the link the for,22978,when follow eg the link the,relates
134,30808,at custom queryrnchild task can select singl,30482,at custom queryrnparent issue can select sin,relates
135,30492,redmine uses imagemagick via rmagick to genera,22995,currently image thumbnails are created using s,relates
136,30808,at custom queryrnchild task can select singl,30482,at custom queryrnparent issue can select sin,relates
137,30460,when project was closed and readonly all m,29449,users see issues assigned to them on my page,duplicates
138,27758,im working on patch that adds the preview f,30459,in redmine and earlier you could update t,relates
139,30459,in redmine and earlier you could update t,34549,add keyboard shortcuts for the following butto,blocks
140,30356,currently redmine supports ruby but,29946,the latest version of gem is,blocks
141,14130,there is possibility in spent time report now,30346,am evaluating last redmine version,relates
142,30346,am evaluating last redmine version,23401,unfortunately such important value as status c,relates
143,30336,currently can enable or disable log time,29490,would like to have flag that can restrict,duplicates
144,30233,same as but for time entries,13803,group by date creation ascrn group by dat,relates
145,30207,tab in the crossproject menu is always disp,5920,recently started using redmine with many pro,relates
146,30118,ruby is going to be released on,31500,ruby is going to be released on,copied_to
147,30068,the purpose of this issue is not to implement,26791,with this patch series we are introducing the,relates
148,29992,now only administrators can see list of all p,15835,we are developing an synchronization of projec,duplicates
149,29947,redmine uses roadie gem that is bit ol,25538,support for ruby and has ended by ru,relates
150,30356,currently redmine supports ruby but,29946,the latest version of gem is,blocks
151,29935,please provide edit authored issues and edi,1248,today as in version we may,relates
152,12550,hirnrnas see in the roles and permissio,29935,please provide edit authored issues and edi,duplicates
153,12644,hi therernrnit would be good to add an op,29894,currently you have to go to the detail page o,relates
154,29757,reasoningrn in some redmine installations,1595,here in indonesia substantial proportion of,relates
155,33791,is there reason to have the first name and,29757,reasoningrn in some redmine installations,duplicates
156,29752,currently textile and markdown files are trea,13431,hi folksrnrnas both github and gitlab can,relates
157,16849,it would be fine to render md in reposotory,29752,currently textile and markdown files are trea,relates
158,29732,drop down lists is issues such as used in cus,29663,would like to continue my work on and,relates
159,29725,in documents page documents are listed in asc,1958,on the page that list the documents projects,relates
160,29712,currently fullwidth custom fields dont have,27758,im working on patch that adds the preview f,relates
161,28085,upon upgrading to version we noticed we,29712,currently fullwidth custom fields dont have,duplicates
162,29687,whenever edit comment it is updated but as,12388,it should be possible to see what changes had,duplicates
163,23368,hirni am looking for features like webhooks,29664,to have redmine be able to at least use post m,relates
164,3971,switching between simple email notification an,29664,to have redmine be able to at least use post m,duplicates
165,1448,many of our issues span multiple categories,29663,would like to continue my work on and,relates
166,29732,drop down lists is issues such as used in cus,29663,would like to continue my work on and,relates
167,31313,in the ticket createedit form can select,29663,would like to continue my work on and,relates
168,29660,currently redmine sets no http referrer config,24583,we are currently running redmine,relates
169,29660,currently redmine sets no http referrer config,23630,is there any plan to upgrade the enviroment to,relates
170,14648,hi therernrnit would be really helpful to,29660,currently redmine sets no http referrer config,relates
171,29624,as an example simple machines forum software,9020,can we get feature much like jenkins already,duplicates
172,29617,tried to search for duplicates but couldnt,15333,would like suggest that oembed be added to r,relates
173,29615,it would be very handy to have filter criter,28170,in the issues view it would be helpful to fil,duplicates
174,29519,allow user to select parent issue in group by,5325,just upgraded to the newest version of redmi,duplicates
175,29501,currently bulk edit context menu allows addin,4511,having the nice user group feature in redmine,relates
176,30336,currently can enable or disable log time,29490,would like to have flag that can restrict,duplicates
177,26465,inspired by thought that it would b,29489,the attached patch adds an macro,relates
178,6655,now see lot of projects in one page but i,29482,the attached patch adds the existing query sys,relates
179,572,because we have really long list of projects,29482,the attached patch adds the existing query sys,relates
180,28678,why there is lot of cases when we need thi,29482,the attached patch adds the existing query sys,relates
181,29482,the attached patch adds the existing query sys,20081,when filtering issues spent time etc by pr,relates
182,3224,as project managers we are going to project l,29482,the attached patch adds the existing query sys,relates
183,32302,think it will be useful to allow users to fi,29482,the attached patch adds the existing query sys,relates
184,29482,the attached patch adds the existing query sys,32818,add system settings for default results disp,relates
185,571,it can be nice to enabledisable displaying pr,29482,the attached patch adds the existing query sys,relates
186,33490,current subproject of filter implementation,29482,the attached patch adds the existing query sys,relates
187,12329,id like to suggest adding filters to the pro,29482,the attached patch adds the existing query sys,duplicates
188,22966,basically the same is when working with ticket,29482,the attached patch adds the existing query sys,duplicates
189,22327,having worked with redmine for while now,29482,the attached patch adds the existing query sys,duplicates
190,2399,wouldnt it be great if one could use custom f,29482,the attached patch adds the existing query sys,duplicates
191,26494,currently all project list displays on multip,29482,the attached patch adds the existing query sys,duplicates
192,24841,dear developersrnrncurrently redmine list,29482,the attached patch adds the existing query sys,duplicates
193,26641,can we have report display all project informa,29482,the attached patch adds the existing query sys,duplicates
194,1472,used tables to create an organized view of all,29482,the attached patch adds the existing query sys,duplicates
195,2117,when handling multiple projects with one redmi,29482,the attached patch adds the existing query sys,duplicates
196,9207,on some redmine installations the single redm,29482,the attached patch adds the existing query sys,duplicates
197,22124,instead of plain list of projects there cou,29482,the attached patch adds the existing query sys,duplicates
198,29482,the attached patch adds the existing query sys,33422,this would be nice to have now that is,precedes
199,29473,while editing issue ctrlenter should invoke,449,it would be so convinient and productive if re,relates
200,29473,while editing issue ctrlenter should invoke,33918,this feature should be documented on redmine,precedes
201,29470,there are some types of trackers like story,27988,few months after we started using redmine in,relates
202,29435,the list of discussion boards is poorly implem,29451,in the age of responsive web applications and,relates
203,17006,wouldnt like to see issues on my page fro,29449,users see issues assigned to them on my page,duplicates
204,30460,when project was closed and readonly all m,29449,users see issues assigned to them on my page,duplicates
205,20081,when filtering issues spent time etc by pr,29449,users see issues assigned to them on my page,blocks
206,29435,the list of discussion boards is poorly implem,29451,in the age of responsive web applications and,relates
207,29321,the issues view is split in two sections the,29034,in ive proposed to add an collapseex,relates
208,29309,dear teamrnrnwe are using redmine for int,7765,hellornrni was thinking about report fea,duplicates
209,29286,currently you can set default spent time ac,938,each users should have its own default activ,relates
210,7080,we have general project called administratio,29286,currently you can set default spent time ac,relates
211,29272,hirnfor the moment its possible to get all,33418,sometimes you need to add lot of relations t,relates
212,32406,for the moment the relations can be added one,29272,hirnfor the moment its possible to get all,duplicates
213,29214,it would be very nice if we have little butt,5953,hope that we can copy and paste rssrest a,relates
214,29212,can you add feature to export gantt chart to,3097,then it can be converted to excel file for fur,duplicates
215,3272,it would be very nice to have the ability to i,29187,the idea rnrnuse this code,relates
216,29181,hi wanted to propose that somehow edit the,9184,it would be very helpful to be able to edit is,relates
217,17907,redmine is good for project management but no,29164,the function of redmine is flexible and it ca,relates
218,29131,view all issues adds project custom fields,18006,in an issue list it is possible to filter by,duplicates
219,29097,hi am new to redmine and we have installed i,1385,ive attached migrate from jirarake which,duplicates
220,29053,email notifications section on my account,29080,in copy section on copy project page which,copied_to
221,29053,email notifications section on my account,29080,in copy section on copy project page which,copied_to
222,24568,it is not possible to select locked user for,29042,this issue is extracted from,relates
223,9994,this helps to stay on the report window and g,29042,this issue is extracted from,relates
224,25288,when working with spent time report would l,29042,this issue is extracted from,duplicates
225,28952,on setups where lot of logins happen eg w,29041,this is simmilar to railsapp,relates
226,29027,ive tested the patch series in on the l,29034,in ive proposed to add an collapseex,relates
227,29321,the issues view is split in two sections the,29034,in ive proposed to add an collapseex,relates
228,11988,think is better put the thumbnails and the a,29034,in ive proposed to add an collapseex,relates
229,25925,in order to see more of the old notes on scree,29034,in ive proposed to add an collapseex,relates
230,29027,ive tested the patch series in on the l,29034,in ive proposed to add an collapseex,relates
231,28969,orientationrnrnredmine sear,22675,hellorncould be useful have the possibility,relates
232,28952,on setups where lot of logins happen eg w,29041,this is simmilar to railsapp,relates
233,28913,would like redmine to track when watchers are,9122,it should be possible to track adding and remo,duplicates
234,28829,patch has added icons to open the conte,729,currently after clicking update on ticket,relates
235,28829,patch has added icons to open the conte,28086,in addition to the nice improvements in,relates
236,33153,one of the most often action when working with,28829,patch has added icons to open the conte,relates
237,8095,it would be good to let the text formatting be,28823,have you any plans to implement different mark,relates
238,28683,think it would be nice and easy thing to,28011,the maximum number of issues to be displayed o,duplicates
239,28678,why there is lot of cases when we need thi,29482,the attached patch adds the existing query sys,relates
240,28533,have more than different querys and it wo,9309,especially for public queries it would be rea,duplicates
241,28492,hellornrni saw that a,10989,am able to close parent issue while its ch,relates
242,31322,wish to add the function of reminder which s,28492,hellornrni saw that a,relates
243,28492,hellornrni saw that a,31589,you cannot close an issue if it has open subta,relates
244,31321,from redmine the parent issue cant be ab,28492,hellornrni saw that a,duplicates
245,28405,currently its possible to assign issue only t,8629,this feature request is vaguely similar to,duplicates
246,28368,hi rn created private project in redmine w,8488,as requested by some people,duplicates
247,28338,have started implementing resque backend f,26791,with this patch series we are introducing the,relates
248,28330,width solid ccchighlighte,22978,when follow eg the link the,relates
249,28312,we occasionally get users updating issues that,1737,id very much like to have feature similar t,duplicates
250,28308,can we add validation of spent time for the ye,13244,for example any user have to log his spent tim,relates
251,25578,think it should be great to have way to im,28234,prefacernrnthe imports controller was,duplicates
252,28198,as promised in now would like to pro,28213,as described in it can be tedious to r,relates
253,28213,as described in it can be tedious to r,25799,we use the issue import feature in redmine whe,relates
254,26326,as in ticket mentioned there would be,28213,as described in it can be tedious to r,relates
255,28202,it would be very helpful to be able to update,23448,id like to have the possibility to update iss,duplicates
256,28200,can you add more visible element to edit the d,7603,thanks very much for your great software iv,relates
257,28198,as promised in now would like to pro,22701,when importing issues via csv with parent rela,relates
258,28198,as promised in now would like to pro,28213,as described in it can be tedious to r,relates
259,33330,there is no ability to import issue relations,28198,as promised in now would like to pro,duplicates
260,29615,it would be very handy to have filter criter,28170,in the issues view it would be helpful to fil,duplicates
261,28094,kotlin usage is growing recently and have qu,24681,propose replacing coderay with other syntax,relates
262,28829,patch has added icons to open the conte,28086,in addition to the nice improvements in,relates
263,28085,upon upgrading to version we noticed we,29712,currently fullwidth custom fields dont have,duplicates
264,28011,the maximum number of issues to be displayed o,10713,in the user account setting add some configur,relates
265,28683,think it would be nice and easy thing to,28011,the maximum number of issues to be displayed o,duplicates
266,29470,there are some types of trackers like story,27988,few months after we started using redmine in,relates
267,27920,if all versions are closed or locked and there,4569,with feature new versions can be added f,duplicates
268,27870,hirncould you please create api for editing,10171,currently viewing journals via rest api is pos,duplicates
269,27864,hirnoften copy issues across versions my,14342,when copy tasks with subtasks the changed p,duplicates
270,27823,want the function to display only the ticket,6300,when managing many projects sometimes youd j,relates
271,27368,this patch implements preview for comments for,27758,im working on patch that adds the preview f,relates
272,2604,when creating new issue we can preview our,27758,im working on patch that adds the preview f,relates
273,22015,in the current layout the preview of the texti,27758,im working on patch that adds the preview f,relates
274,9174,can you guys add the preview feature to docume,27758,im working on patch that adds the preview f,relates
275,4252,would suggest all of the preview buttons m,27758,im working on patch that adds the preview f,relates
276,29712,currently fullwidth custom fields dont have,27758,im working on patch that adds the preview f,relates
277,27758,im working on patch that adds the preview f,30459,in redmine and earlier you could update t,relates
278,7157,when preview edited text alway have to scrol,27758,im working on patch that adds the preview f,duplicates
279,27731,in the administration section you can say that,8488,as requested by some people,relates
280,27731,in the administration section you can say that,18640,introduced groups for nonmember and an,relates
281,27680,currently the format is as followsrnrnpr,13981,it would be nice to be able to configure the s,duplicates
282,27677,its possible to implement fourth value for,8488,as requested by some people,duplicates
283,26409,needless to say assignee is important informa,27672,would like to select and show the necessary,relates
284,27644,when there are change on an issue based on a,6687,when normal issue is changed to being subt,relates
285,449,it would be so convinient and productive if re,27412,the access keys supported by redmine which ar,relates
286,27401,coming from confluence really love that,449,it would be so convinient and productive if re,duplicates
287,27401,coming from confluence really love that,6846,it would be very sweet to be able to navigatio,duplicates
288,27368,this patch implements preview for comments for,2604,when creating new issue we can preview our,relates
289,27368,this patch implements preview for comments for,27758,im working on patch that adds the preview f,relates
290,27365,hirnis there an opportunity to insert for p,1140,would like to filter issues using more than,duplicates
291,27363,morning rnrni have some custom fields as,1140,would like to filter issues using more than,relates
292,21163,for some roles we dont want to show the numbe,27338,for some roles we dont want to upload files i,copied_to
293,27328,hi rni need to know how do add time as p,3848,this patch allows the current user to record t,duplicates
294,27316,do not know if it will be defect but in th,20812,although css class overdue on issues was im,relates
295,1565,should be nice to add on my page folder save,27313,according to created issue lets,relates
296,27234,internationalization the custom fields is very,3972,it would be very nice when the values of field,duplicates
297,27150,permissions infrastructure probably requires,27151,be able to designate groups as active or lo,relates
298,27150,permissions infrastructure probably requires,27151,be able to designate groups as active or lo,relates
299,27135,its generally good idea that creator of the t,6914,have reported over two years ago to t,relates
300,27128,much like whats available when new saved quer,7360,it would be nice to be able to create defaul,relates
301,31714,on the calendar view there are visible start,27095,it would be really handy to pick up which cust,relates
302,10267,it is powerful to be able to create date fie,27095,it would be really handy to pick up which cust,relates
303,27036,hellornrnafter the ticket status is close,13814,is there possibility to prevent users from c,duplicates
304,27028,would you please consider the feature of exten,8488,as requested by some people,duplicates
305,617,any thought of using wysiwyg editing fckedito,26968,wikimedia has their visualeditor finally stabl,relates
306,26861,so ive set up my redmine to display issue com,23518,when we switch comments to reverse chronologic,duplicates
307,12508,is it possible to get the diff in the email if,26839,we currently use email notifications to see wh,relates
308,11530,could you support hooks in mailerrnrnview,26839,we currently use email notifications to see wh,relates
309,13947,dont know how difficult this is to implemen,26826,hirnrnheres patch that adds filter f,duplicates
310,5990,currently email notification is sent only in d,26791,with this patch series we are introducing the,relates
311,28338,have started implementing resque backend f,26791,with this patch series we are introducing the,relates
312,30068,the purpose of this issue is not to implement,26791,with this patch series we are introducing the,relates
313,32781,hi everybodyrnif clearly understood foll,26791,with this patch series we are introducing the,relates
314,4231,hirnrnin one from our projects we had u,26791,with this patch series we are introducing the,duplicates
315,32291,im using redmine on windows platform bitnami,26791,with this patch series we are introducing the,duplicates
316,26791,with this patch series we are introducing the,2496,the format used to send emails htmlplain tex,blocks
317,7849,in different projects am using redmine with,26786,may be related to rnrnsometimes mo,relates
318,26680,with new redmine version default assig,15919,currently the one can see default assignee on,relates
319,26656,hellornrnit will be very useful to have s,21662,my team used redmine over one yearnow there a,duplicates
320,26618,in was introduced support of standard a,26642,same as in attached,relates
321,26641,can we have report display all project informa,29482,the attached patch adds the existing query sys,duplicates
322,26639,heyrnrnim managing many projects which d,12704,happy new yearsrnas you know redmine sub t,duplicates
323,26618,in was introduced support of standard a,26642,same as in attached,relates
324,26618,in was introduced support of standard a,22383,for now in we have redefini,relates
325,26617,hirnrnwould please help me stopping concu,10840,regularly access my projects redmine site f,relates
326,26593,see need this,9601,dear developersrnrni think one important,relates
327,8254,hello im one of the gentoo sysadmins we are,26576,beforernwidth,relates
328,9807,when someone send link to diff the only w,26576,beforernwidth,duplicates
329,26555,if project is used for communication with cu,11724,this feature caused major problems at,relates
330,6014,hi rnrni created restricted role for my,26555,if project is used for communication with cu,duplicates
331,26554,the overview page of project with its issue,1040,it would be very helpful to have global wiki,relates
332,26184,hellorni want to add my specific project wi,26554,the overview page of project with its issue,duplicates
333,13722,hi have modified the default start page to,26554,the overview page of project with its issue,duplicates
334,26529,allow observers to be warned when they are ins,1757,hi jeanphilippe it is great feature that,duplicates
335,26527,am able to edit an issue comment want to,12388,it should be possible to see what changes had,duplicates
336,26494,currently all project list displays on multip,29482,the attached patch adds the existing query sys,duplicates
337,26488,id like to move few issue tracking related,22090,currently users have to find the settings tab,relates
338,26467,can you make the gantt chart list expandable a,6417,eric it would be great if there was way to,duplicates
339,26465,inspired by thought that it would b,29489,the attached patch adds an macro,relates
340,2205,hellornrncurrently redmine allows me to u,26429,currently we can specify task attachments by s,relates
341,26422,hellorni searched the doc and tried lot o,22966,basically the same is when working with ticket,relates
342,26409,needless to say assignee is important informa,27672,would like to select and show the necessary,relates
343,20481,it would be useful which right and left panel,26409,needless to say assignee is important informa,blocks
344,26385,this is something that has come up in several,3568,as proposed in this forumthread,relates
345,26385,this is something that has come up in several,6497,patch is attached would be great for global p,relates
346,26358,for the moment the time spent is measured in,877,some development methodologies suggest trackin,duplicates
347,26327,redmine should allow users to define projects,1278,it would be great if categories could be creat,duplicates
348,26326,as in ticket mentioned there would be,28213,as described in it can be tedious to r,relates
349,32641,when language on my account is set to engli,26279,in the current implementation the encoding of,relates
350,10384,hirnrnactualy the versions rest api isnt,26237,according to below wiki there is no way to ac,relates
351,26190,this feature is implemented in as part,24089,rnmany users of redmine allow access to at l,relates
352,26189,this feature is implemented in as part,24089,rnmany users of redmine allow access to at l,relates
353,26184,hellorni want to add my specific project wi,26554,the overview page of project with its issue,duplicates
354,26165,hellornis it possible to have an api allowi,9912,have some automated tests for redmine java a,duplicates
355,26154,quickly created new issues in issues list like,729,currently after clicking update on ticket,relates
356,26154,quickly created new issues in issues list like,9184,it would be very helpful to be able to edit is,relates
357,4179,it would be nice to have some user links in,26127,this is continuation of the proposal initial,relates
358,17629,as current redmine when search to add watch,26127,this is continuation of the proposal initial,relates
359,17438,when createedit issue in description area w,26071,as it is already possible to upload files by u,relates
360,7979,would like an option to automatically show a,26071,as it is already possible to upload files by u,relates
361,4491,ability to direct upload images when posting n,26071,as it is already possible to upload files by u,duplicates
362,25357,right now one can view file in the reposit,26035,as followup to and this smal,relates
363,25999,in line with the changes proposed in i,26035,as followup to and this smal,blocks
364,26017,when call got values o,25000,rnthe choices of the key value list are excl,relates
365,25999,in line with the changes proposed in i,25357,right now one can view file in the reposit,relates
366,14332,hirnrnwhen browsing any repository it is,25999,in line with the changes proposed in i,relates
367,25999,in line with the changes proposed in i,26035,as followup to and this smal,blocks
368,25988,through user research at planio,22481,if ghostscript is installed imagemagick is ab,relates
369,25925,in order to see more of the old notes on scree,29034,in ive proposed to add an collapseex,relates
370,25810,when use import menu found the import men,23448,id like to have the possibility to update iss,duplicates
371,28213,as described in it can be tedious to r,25799,we use the issue import feature in redmine whe,relates
372,25799,we use the issue import feature in redmine whe,22701,when importing issues via csv with parent rela,duplicates
373,25792,couldnt get the activities from the api th,14872,allow creating activities withrn event type,relates
