,id1,Description1,id2,Description2,Type of dependency
36,24842,on the admin dashboard develop tool that wi,2020,suggestion rnrna allow the blocking of a,independent
37,20187,for serial migration from another pm system o,1778,ive added some version into my project and it,independent
38,24788,we use emails to create tickets automatically,7950,in the overview page for given project it wo,independent
39,12658,remdmine is missing the feature for assignin t,7318,mod security protects against problematic appl,independent
40,10000,the group by criterias in the time entries rep,16863,integrate redmine with my applications auto,independent
41,12318,its now long time gone since last relea,33869,itnoarnrnfor major projects and organizati,independent
42,4507,hello redmine developersrnrnrnin regist,1873,link to atom feed is in html source link tag,independent
43,12822,by using capybara,2515,it should be useful to have the ability to cus,independent
44,5596,mexico networks is teling us now that login wo,400,we would like to request the ability to embed,independent
45,2594,on the issues page theres no way to sort by,18163,if an image is added to an issue without any c,independent
46,721,it would be great if it was easy to customize,8702,this will require building map betweenrnr,independent
47,6165,the ability to editfix existing text fields,6769,we just upgraded to the latest redmine we n,independent
48,30981,when we add new members to project through t,32317,from the issue filter the issue actually sh,independent
49,9812,we would like to offer redmine integration via,25359,when someone creates ticket based on the de,independent
50,28950,hi had already install redmine,12368,rni am new in redmines and have requiremen,independent
51,422,to make redmine an effective enterprise applic,1020,this feature could ease the search when they a,independent
52,503,passwords for user accounts in redmine are lim,10481,because in the workflows columns and line head,independent
53,30981,when we add new members to project through t,9843,hirnrni am using two different rolesperm,independent
54,7554,similar functionality to private issues,22810,hi rnrnin order to parse time logs its v,independent
55,3768,this looks really kewl and am intent on inst,7837,hirn one of our longstanding peeves is th,independent
56,23895,as understood emails with autosubmitted are,7382,overviewrnrnbeing that redmine is pr,independent
57,516,when creating spenttimebased report from pro,22008,hi need to check the commit details for spec,independent
58,11068,would like the ability to set default colu,26105,strongly believe that reevaluating the redm,independent
59,6988,des html telas aton,9089,few of my team have had this happenrnstar,independent
60,16136,weve started using due date as way of deter,31691,hirnhow can change font type of text char,independent
61,9927,some defective email servers cant handle em,22884,how the assignee field shall be intended be,independent
62,11144,the feature would like to see is the ability,6453,im running redmine stable and when some,independent
63,11009,attached is the access log screen in wich you,24783,hope to support mobile frontend ui side for,independent
64,33674,whats the problemrnrnif link gro,10962,este banner eu preciso colocar do lado esquerd,independent
65,3111,please add an option to sort or arrange the,452,would it be possible to have an option to link,independent
66,3528,im talking about how you see little bit of,1656,last weekend have found this great tool but,independent
67,15167,the filter section on the spent time report,27315,sort the column of attachments by alphabetical,independent
68,17176,there should be feature in summary report by w,24783,hope to support mobile frontend ui side for,independent
69,32360,in roadmap page it is difficult to find open,3443,it would be great to have show user combo bo,independent
70,16742,it would be nice to have option to create at o,30117,currently redmine has such fixing keywords as,independent
71,1709,it was once possible to edit the original issu,404,way of customizing the issues table would be,independent
72,29958,morning guysrnrni need little help with,33073,currently there is no way to enter macro arg,independent
73,11858,in case we delete an issue number which is,885,is there way to make the columns sortable f,independent
74,12421,please expand testing for jruby,17304,like how redmine allows you to easily link,independent
75,14947,can we have an option to create test cases and,7480,it is possible to have target field in the doc,independent
76,23822,it should be possible to get reports on spent,3504,since have been using footnotes in bot,independent
77,3301,in head tag should be added linernpre,9986,when displaying gantt charts deep in tree t,independent
78,4003,the following patch lets user choose what ki,10459,sorry have posted this in the forum and real,independent
79,434,the time tracking report need date range fil,5782,the module for forums is labeled boards under,independent
80,1154,if new permission flag was added which contr,21639,recently had request from user of our re,independent
81,29402,currently redmine does not allow to restrict t,18735,hi is it possible to have css tags for the sor,independent
82,5938,currently in the main project view all subpro,3366,reason id like to use this field not just fo,independent
83,288,hellornrnwould it be possible to add si,2095,the projects currently look after are very h,independent
84,6540,settingsversionsnew version add version,297,in order for me to even be able to create an i,independent
85,1341,hellornrnafter trying to lazily import is,23524,as discussed in this thread,independent
86,5187,your instruction for upgrade is not specific a,2451,now you can add yourself to watch list in two,independent
87,2657,the current wiki startup process is overly co,1412,items that will be customised regularly on p,independent
88,26096,is it possible to get info from custom field,11205,the summary page holds lot of useful info w,independent
89,28819,is there possibility that user can set iss,489,this modification is easy and enhances the in,independent
90,3074,it seems to me that such feature would impro,10307,often have the problem that track bugs in,independent
91,6343,nova font,27971,hi need plugin that could set report an,independent
92,359,itd be really great to be able to click on th,17925,display and edit customized field each one in,independent
93,321,allow an administrator the option to archive,5234,often submit comment to redmine issue an,independent
94,14434,dont mean an email gets turned into an is,476,itd be handy to be able to change the way the,independent
95,1877,it could be useful to those who use the projec,4232,we are using the documents module so users can,independent
96,10616,lot of problems on this tracker can be solve,6831,hellornrni think it is good idea to writ,independent
97,1453,when used with the automatic repository creati,3372,search results display closed issues with re,independent
98,31215,this is more appropriate for some contexts fo,6805,hirnrnid like to see nonambiguous date,independent
99,523,you can see list of commited files when look,11464,hirnrni have start writing redmineapi i,independent
100,352,id like an option on the new user page to sen,23266,im aware that we can create roles and allow i,independent
101,32379,am comparing issue tracking system such as r,33017,the documentation of the news api shows only t,independent
102,10169,handy small ui improvement sortorder fie,14287,it would be very useful to be able to sort the,independent
103,341,hellorni think the logic should bern,24520,introductionrnrncurrently the hashing,independent
104,9670,the syntax of the wiki should support the alt,6953,at the moment calendar block on my page displa,independent
105,22490,feature introduced as might be useful in,507,would it be possible to change the user drop d,independent
106,21309,it would be nice for the link custom field to,32626,in majority of my projects it happens lot,independent
107,277,as we talked about in the discussion forum pl,32543,some users dont want to use default page afte,independent
108,6381,as it is in version redmineemailreceiv,591,idea for user interface improvementrnrn,independent
109,29872,when using time entriesjson api allows the a,6212,writing textlink pair every time is too much,independent
110,2478,hellornrnplease could you indicate me if,15800,hirnrnhow to know the number of issues in,independent
111,22593,my installation is intented to public but peo,9196,the patch adds logging to mailhandlercreate u,independent
112,34307,sometimes we want to create custom field wit,23668,am using redmine and would l,independent
113,14943,currently there is no way to do disjoint se,9828,the new ticket page of this redmine has no,independent
114,19999,when user tries to access issue which he i,14760,im leveraging the acts as versioned method fo,independent
115,14067,thank you for implementing referencing the use,6119,would like to have option on the issues f,independent
116,17469,adding thisrnrnapicompleted percent vers,30023,installed redmine with in my pc mac,independent
117,7141,the rest api should provide way to retrieve,1100,custom fields should have flag show in comp,independent
118,11425,this request is featured by an real problem,5286,im trying to use excelredmine import featur,independent
119,30208,is it possible to have specific users show in,11643,need to add new tracker that represent the,independent
120,14741,the right click context menu is great on the i,7692,currently we have nice feature to associate wi,independent
121,2295,created feature for that when viewin,28082,how can modify the home page of redminern,independent
122,5085,is it possible to create an option under my pa,32804,add an option to include the versions issue c,independent
123,530,having the ability to go to major projects,1309,plugin to edit svnauthz information would be,independent
124,34123,we should add some system tests or other type,23458,hirnrni wanna use the rest api for ou,independent
125,15544,it would be nice to query issues with regex,18003,in the tickets view redmine admins and users,independent
126,1979,rnredmine has all information to draw activi,370,user may only readedit the projects heshe,independent
127,290,it would be hugely beneficial to be able to ad,4959,to help keep track of the total time spent on,independent
128,529,have downloaded redmine and make it runbut,8363,there was plugin that aimed to do this call,independent
129,2033,hirnrnit would be nice to have some sort,29764,requesting new feature to add new custom f,independent
130,15009,hirnrni have set up redmine with,21788,think its really important to use chat to,independent
131,15568,it would be very great if when make link o,3301,in head tag should be added linernpre,independent
132,33717,hellorni was searching this possible featur,4282,typing for examplernprern foorn,independent
133,23987,hirnrnwe encounter slowness with using th,3851,when rails starts without cookie secret fro,independent
134,24740,hi allrnim redmine userrnis that any,6367,if user enters link to ticket in comme,independent
135,18801,redmine should use the unaccent function t,16082,there is plugin that hides estimated hours,independent
136,30997,this feature enables styling of the fields bas,9761,in the email notifications settings tab there,independent
137,32773,on the filter system created on it woul,21574,dear allrnits possible to have easy to u,independent
138,327,like the new features that include sub proje,25236,its very very pityrnrnso far havent,independent
139,20398,think it would be interesting to be able to,14423,currently the time tracker shows clock in,independent
140,34123,we should add some system tests or other type,33583,use redmine in medical projects and ive cre,independent
141,1629,something really interesting would be list o,33717,hellorni was searching this possible featur,independent
142,3279,im looking for an additional hook to be added,21745,know there is plugin called attach image,independent
143,11707,sometimes we need to merge some aspects of an,8663,we need to know whether we can control the doc,independent
144,11779,some things came up to me while doing quick,372,it would be very helpful to have the estimated,independent
145,33297,think it would be bit more convenient if t,2958,it would be great if it was possible to have d,independent
146,9542,hirnrni use redmine as project manageme,3796,dear allrnrnusers can create new issues d,independent
147,27233,heres capture of what would like to see i,2478,hellornrnplease could you indicate me if,independent
148,523,you can see list of commited files when look,3796,dear allrnrnusers can create new issues d,independent
149,484,is it possible to have the address updated via,10010,it could be nice if we could set email notifi,independent
150,9113,hellorni speak french so excuse me for my,6930,in my company there is workflow according t,independent
151,7034,please insert multilanguage top menu caption,1330,we are trying to document our software project,independent
152,33025,now years later this feature is in so,11104,would like to propose to include to the redm,independent
153,4042,we have some projects that have single categ,15886,add field working hours in administration,independent
154,1032,add different css class div for user commen,21208,it would be nice if redmine were able to have,independent
155,8678,oslc s,10010,it could be nice if we could set email notifi,independent
156,11457,dear sir rnrni need to add field that,4309,the client should not see the innerworkings o,independent
157,18003,in the tickets view redmine admins and users,19649,need to create custom field allowing users,independent
158,16903,does redmine warn member of job by email if a,9462,could the diff be enhanced to allow the user t,independent
159,1203,have feed for overall activity going t,5190,rnit would be useful to be able to watch the,independent
160,12714,hirni need to change inside the roadmap the,10236,dear expertsrnrnplease let me know how to,independent
161,5076,would like to have custom page html or wi,10737,in our redmine setup we have near project,independent
162,20650,we removed the standard fields start date an,22491,in case of subtasks the add button leads to,independent
163,8263,assume that news entry has at least one comm,2237,possibility of define configuration profile,independent
164,21064,hi guysrnrni think it would be helpful if,410,ive been using pmwiki,independent
165,4910,suggest to allow issue references cross proj,5759,could be nice to have move projects function,independent
166,22793,is there an option to edit the descriptionoth,937,we have over acitivities defined and we nee,independent
167,1615,add an optional field to issues that allows yo,4367,im trying to restructure the workflow of some,independent
168,16998,hi rnrni look for plugin to append com,31814,when choose the language of simplified chin,independent
169,8227,allow filter the roadmap with only assigned to,4062,idearnrnworking with wiki often thi,independent
170,5190,rnit would be useful to be able to watch the,15147,in the roles permisson all monitoring items,independent
171,8396,sssss ssssss ssss,17093,is there way to have role based wikisrn,independent
172,13147,we really would like to see roles in worflows,335,made rough patch about thisrn,independent
173,19658,often we have need to build issue query to s,27211,import field is missing in project let me kno,independent
174,5483,subtask feature was implemented in rn,22608,in current versions of redmine users can not,independent
175,7429,hirnrnive trying to implement the reposm,23314,there are too many activites displayed in main,independent
176,14547,want to change location between project colu,307,cc field like found in bugzilla this field,independent
177,21957,there is option view side by side in repo,22608,in current versions of redmine users can not,independent
178,14431,we would like an additional freetext field as,31032,inherited roles of project members cannot be e,independent
179,25418,ie pulldown list that looks likerncust,18663,hi team rnrnwould like to know if the exi,independent
180,13010,ask trackerproject which are the necessary fi,12565,if ticket field is used to display list of,independent
181,26758,in scenario user has holidays and cant work,5872,one feature that ive gotten requests for is t,independent
182,4528,add projected date field to the version t,1187,it would be very useful if one can define wi,independent
183,317,created an issue with lots of newlines sa,6004,often develop tiny plugins these days for sp,independent
184,9493,at the moment it is only possible to hook on b,2115,in some cases an administrator wants to track,independent
185,1736,id like to be able to remove the application,295,in the same structural manner as files allow d,independent
186,30801,dataimage is getting more and more usernin,13717,have added custom field under issues that f,independent
187,7930,it would be nice feature if there was way,19975,is that way to have this chart on the pdf ex,independent
188,14523,basically would love to have an info if im,10809,we would like to be able to position tables id,independent
189,24944,think that it could be sometimes useful if t,5685,it would be nice to be able to share links of,independent
190,3365,cannot seem to find any way within redmine t,1412,items that will be customised regularly on p,independent
191,34042,hellornis there way to list the number of,21124,enumeration is useful tool for constructing,independent
192,5286,im trying to use excelredmine import featur,5528,this will help to associate who people are on,independent
193,13619,just like this rnwhen change issue status,12200,is it possible to have private or confidential,independent
194,5105,couldnt find setting for this but it wou,20800,when listing time entries or getting time,independent
195,27523,hirnrnyou can see in my attachment the na,14619,want to ask redmine have any plugin that use,independent
196,15899,atlassian jira is one of the most powerful iss,14924,this feature is an extension to the existing,independent
197,4062,idearnrnworking with wiki often thi,11333,hirni need to have in role page dropdownl,independent
198,9915,hope to add view hook just after topmenu,26334,some of the gems required by redmine are ancie,independent
199,2951,think it would be great if in the summery yo,1548,it might be very convenient to have kind of bo,independent
200,8017,please change the domain from redminenetua t,14523,basically would love to have an info if im,independent
201,399,in this post while ago jeanphilippe lang,33869,itnoarnrnfor major projects and organizati,independent
202,10273,while one can go to all issues and filter by u,2028,some wikis have feature where it shows to us,independent
203,9667,when submitting an issue with attachments that,18735,hi is it possible to have css tags for the sor,independent
204,263,jeanphilipperni would like to have to the,11096,filipe feature,independent
205,3506,was looking through the rolespermission sec,1137,add feature move project version up and down,independent
206,12840,it would be great feature to define project,1823,my title suggest it all issues should have,independent
207,1120,it would be useful to have some wiki format to,29520,allow user to select subtasks column to see,independent
208,2769,if you are adding new file to documents sectio,10945,requirements for information page are attached,independent
209,2095,the projects currently look after are very h,2208,we are using redmine since this week and ha,independent
210,2438,like some flash or online chatting system,9761,in the email notifications settings tab there,independent
211,6679,it would be greate if there where posibillit,470,it would be nice is one could tag wiki conte,independent
212,5046,is there anyways can have the values of the,18720,hirnrni noticed that non logged in user,independent
213,19101,now we can see pager at the footer so we ha,297,in order for me to even be able to create an i,independent
214,4315,it would be nice to have the ability to quickl,3214,the list of issues found with each version in,independent
215,22497,tried to sort users mainly in watchers list,1082,think there should be new project link,independent
216,833,the first use can think of for this is li,14858,hellornmy team get some trouble when they a,independent
217,1586,sometimes find myself wandering between the,6293,in regards to seen on pages i,independent
218,3773,hirnrnid like to see the url that is pro,30843,hi therernrntoday have set up my system,independent
219,31631,it is useful to have links to child pages in,8858,including clause or watched by the user,independent
220,11074,currently the calendar is limited to only show,11656,it would be interesting to add feature in re,independent
221,4640,by changing the password hash to be enc,323,when an issue is in closed status closed shou,independent
222,8404,does redmine have report manager feature tha,5029,it would be very useful to have discussion a,independent
223,28819,is there possibility that user can set iss,4835,hirnrnit would be good to be able to writ,independent
224,19226,for example right now were able to write,12221,when we have lot of wiki updates normally,independent
225,3042,could be nice to have the possibility to updat,11009,attached is the access log screen in wich you,independent
226,1617,hi allrnrnfirst of all congratulation th,4929,or add version filter to issue report,independent
227,22812,enabling delete option for deleting an unwan,1002,it would be nice to have the ability to filter,independent
228,6636,description for feature,5866,most selinuxenabled linux distributions dont,independent
229,6883,it would be awesome if one could specify the l,12262,heyrnrnit would be quite good to differ t,independent
230,854,hello itd be nice to be able to have the a,4882,ive tried to implement the email receiving th,independent
231,324,is it possible to add in repository browsing,12258,hi therernrni encountered little featur,independent
232,7921,currently on roadmap page eg,13064,symptomrn in following code our redmine,independent
233,445,itd be really nice to be able to make batch c,15394,think its nice to have custom field that,independent
234,31983,translated strings to bulgarian language rela,11041,hirnrnin order to complete the plugin t,independent
235,629,it will better to put text format link hel,2613,the way we currently use redmine is that some,independent
236,2175,after creating document and adding second,2115,in some cases an administrator wants to track,independent
237,31691,hirnhow can change font type of text char,17620,hi every bodyrni would like spent time fiel,independent
238,12972,when you sort the documents by title only the,8785,teste de grande projeto,independent
239,5187,your instruction for upgrade is not specific a,2435,both redmine and engine migrations follow st,independent
240,15452,is it possible to make ticket invisible or,1846,hieveryonerni like redmine very muchrndu,independent
241,283,redmine looks very nice most rubyrails proje,14888,it would be great if it was possible to have t,independent
242,267,hi jeanphilippe rnrni would offer my sup,7809,since the version due dates as package for all,independent
243,5095,this patch allows plugin to add his actions,12368,rni am new in redmines and have requiremen,independent
244,24048,hi allrnrni need your help in how to show,4378,como lograr crear un rol que solo pueda ver lo,independent
245,10377,using new issue with parent doe,11144,the feature would like to see is the ability,independent
246,6212,writing textlink pair every time is too much,2819,can get redmine theme with custom logo on,independent
247,20555,symptoms and how to reproducernrn,17829,hello allrni am new to using redmine and,independent
248,30813,hi redminers rnrnhas any one from you an,14385,when adding spent time redmine accepts format,independent
249,1985,itll be helpful if possible to export summary,566,have configured the current trunk version of,independent
250,25493,hellornwe have multisite tree each site,3963,it would be nice if we could associate hostn,independent
251,30476,the feature uses the horizontal screen space m,7771,would be convenient to have role permission,independent
252,12825,hirnrnsince the last change on the activi,19169,it would be great if the wiki could show de pr,independent
253,1452,the repository registration system requires th,948,apreciate so much if in this version we can,independent
254,901,sometimes similar issues can be raised in diff,2903,thought of this while using the redmineorg fo,independent
255,16083,the issue number is shown default on the issue,19190,while sending email notification want to add,independent
256,517,have some ideas we have using in trac and ou,11357,there is an existing plugin for redmine,independent
257,32998,the attached patch changes the default gravata,22657,for our installations our users appreciate ha,independent
258,7989,ive searched hard within redmine and using go,10817,hello allrnrnfirst we use all mac server,independent
259,2075,if you start new version milestone in the r,15247,so if you have groups eg mechanical engineers,independent
260,21574,dear allrnits possible to have easy to u,2647,the current implementation of the repository b,independent
261,8120,code syntax highlighting in wiki only works wi,12678,testando redmine,independent
262,7520,when we create new custom field its possib,14414,hi am trying to add gauges,independent
263,32181,hi allrnrnis there any way to change stat,2855,presently authentication settings are global f,independent
264,31526,used redmine to manager issue and knowledge,7141,the rest api should provide way to retrieve,independent
265,29354,allow configuring email notifications to be se,16976,dear redmine teamrnrnour project customer,independent
266,658,would love to see roadmap for redmine jus,21425,id like to see the number of commits with eac,independent
267,5093,although it is already possible to assign fixe,661,this relates to issue relations between,independent
268,28100,at the moment its only possible to get files,6071,would like to crud wiki site especially c,independent
269,12913,more of task sourcetrunkdocinstall has b,1549,frozen versioned anything that can be uniqu,independent
270,15547,it seems it is not possible to search issues b,1679,enhance login sign on action so that after,independent
271,12868,when change the status to solved it would b,1494,as plugin developer ive had to walk severa,independent
272,32657,hellornrnwe are planning to use redmine i,15181,hyrnrnfirst was looking an answer on th,independent
273,12421,please expand testing for jruby,19169,it would be great if the wiki could show de pr,independent
274,18785,this came up while seeing yet another forum po,10294,the problemrnrnits really hard to fin,independent
275,9740,we are setting up redmine server for collabo,2085,people now use lot of web apps cms web mai,independent
276,12522,hellornrnwe use redmine with succes for m,303,it would be really nice if could set viewing,independent
277,16115,want you to support the rest api to watch th,2944,we have customers who use redmine in business,independent
278,7551,in order to have better control on what user,458,ie theres no empty option in assigned to,independent
279,13615,when displayed wiki page one can press histor,3049,please add the solution found herern,independent
280,2538,were evaluating idea to give access to some o,1020,this feature could ease the search when they a,independent
281,8006,hirnrnthe rightclick context menu for is,28531,we have theme with styling dependent on kn,independent
282,5187,your instruction for upgrade is not specific a,23471,want to start redmine project from anoth,independent
283,1020,this feature could ease the search when they a,12898,when navigate to the url issuescontext me,independent
284,14434,dont mean an email gets turned into an is,346,it would be really great to be able to be able,independent
285,4004,the test fixtures are becoming difficult to ma,2519,when creating new issues via email often fi,independent
286,25616,currently the changelogs both the ones on red,7327,very necessary thing which is so lacking w,independent
287,2880,it would be great to have an issue attribute,541,if an issue has revisions associated with it,independent
288,17997,goalrnrnprovide way for developer or,15147,in the roles permisson all monitoring items,independent
289,386,imagine the following date,12859,if there are many fields subject field do not,independent
290,314,users have to fill in name and password every,6873,hello guysrnfirst of all thanks for redmine,independent
291,10269,one of my pet peeves with trackers is that alt,15547,it seems it is not possible to search issues b,independent
292,2913,hellornrnit would be very useful if you a,8120,code syntax highlighting in wiki only works wi,independent
293,10170,it would be good thing to be able to save th,1494,as plugin developer ive had to walk severa,independent
294,6478,when you take look to the list of issues and,4529,have tried to find way to do this with the,independent
295,16821,here is common workflow issue is new then,31206,hirnrnif the tracker is changed and the,independent
296,7145,this feature wouldnt be show the product in t,1722,create way to do something like tags for t,independent
297,33836,demoredmineorg runs an old version of redmin,8930,use the webdavplugin to manage my documente,independent
298,6122,imagine situationrnrni am working on feat,29474,many modern tools like slackgithubbitbucket,independent
299,19961,it seems by libredmineimaprb that we have t,3388,currently there exist only log file under l,independent
300,14322,sometimes an excelspreadsheet export of ticke,5285,calculate it as estimated time estimated ti,independent
301,447,right now the order you make the priority enum,9374,for example if want to reply privately at,independent
302,9715,redmine already supports fixing issues which,20115,hi it would be great to have possibility to,independent
303,18411,it is interesting that assignee me,2646,though it would be useful to have controll,independent
304,18785,this came up while seeing yet another forum po,4877,in my company as we use only svn we modified,independent
305,33784,as mercurial is transitioning to python,16902,since pages are translated depending on the pr,independent
306,8995,if one creates report on the spent time esp,5686,for example in this tracker dont need to se,independent
307,15182,if edit region click on yellow pencil ico,4374,it would be very handy to be able to preview t,independent
308,3487,is it possible to place downloadable files on,11654,think it would be great if certain roles cou,independent
309,3680,it would be amazing if it would be an option w,4642,hope redmine can natively support to create,independent
310,2718,ie no gives an error message when redmine is u,18243,when wiki page is being edited the list of it,independent
311,27317,hi all need plugin or source display issue,3417,right now can get tickets autoassigned to a,independent
312,17002,think this is easy to implement no conflict,33003,is it possible to add logo to the emails foo,independent
313,23471,want to start redmine project from anoth,9542,hirnrni use redmine as project manageme,independent
314,7428,it would be great to allow users to modify iss,5331,you probably know hook script for svn etc t,independent
315,6665,it would be useful to be able to copy member c,2637,my company is currently using redmine and we l,independent
316,7487,author and assigned to fields included in,431,given that you can click on the projects top,independent
317,23301,sharing mechanism like versions would be great,32000,redmine provides an email notification feature,independent
318,2914,it would be great if you could add ticket fi,20489,redmine can send emailnotification when tim,independent
319,1629,something really interesting would be list o,13326,we are wanting to add security against certain,independent
320,19975,is that way to have this chart on the pdf ex,26415,why after rnrni suggest to have separat,independent
321,31814,when choose the language of simplified chin,11041,hirnrnin order to complete the plugin t,independent
322,2958,it would be great if it was possible to have d,7351,hi everyonernrnfor kde users or users who,independent
323,25067,how to disable the autocomplete feature in red,9417,now issues have start and due dates projec,independent
324,21208,it would be nice if redmine were able to have,20161,it would nice to have the possibility to have,independent
325,12834,hirnrncurrently the relation filter on th,18682,this can be very useful to be abble to restri,independent
326,25493,hellornwe have multisite tree each site,11104,would like to propose to include to the redm,independent
327,9046,dear svenrnrnit will be beneficial for fil,27075,when editing roles permissions at redminewo,independent
328,12859,if there are many fields subject field do not,3026,would be nice to have project tree with sy,independent
329,28660,when user adds filter for text format cust,9295,alphabetical order not always correct to manag,independent
330,5827,it would be very useful to have the first,2405,how can change the tracker of issuernrn,independent
331,32933,hirnrnis there any plugin available that,3343,the project nonmember shouldnt see any other,independent
332,2914,it would be great if you could add ticket fi,1156,if there are no new projects at the entry si,independent
333,315,we will be using the assigned status quite a,32933,hirnrnis there any plugin available that,independent
334,28299,hirnfor the moment we can only fetch issues,5950,hirnrnis it possible to explain in the wi,independent
335,9087,it would be usefuly if there is drop down in,8748,hellornrni dont know if this idea has al,independent
336,305,you can add query but can not delete it onc,32706,hellornrnwhen send email containing a,independent
337,456,hirnrnwhat do you think to provide file d,6769,we just upgraded to the latest redmine we n,independent
338,546,in current stable release it is possi,3505,cool feature would be simple risk manageme,independent
339,4480,currently there seems to be no way to view th,9964,rnwhen mail is sent by redmine mailer for,independent
340,17732,as far as can tell the rest issues api retu,3486,the default value of the file is is it po,independent
341,6390,ive found that especially when people come ba,788,is there any possibility of being able to embe,independent
342,9216,good dayrnrnwe have ability to define mul,8231,clothes have consistently remained an pretty i,independent
343,346,it would be really great to be able to be able,4929,or add version filter to issue report,independent
344,9114,it would be nice to have list of all incomi,10883,as and improvement to ttcn fw it might be nice,independent
345,20866,it is not user friendly when you use coloring,12875,it is possible to link particular documenti,independent
346,553,now is possible automatic creation of svn repo,27371,right now theres single permission allowing,independent
347,10000,the group by criterias in the time entries rep,496,please provide feed icon on each page provid,independent
348,11833,this will be helpful in this cr,1761,it would be useful to be able to sort forum,independent
349,2974,for issue tracking in our software we have j,17072,for example this codernrnprern class,independent
350,10685,please add timezone europekaliningrad gmt,23011,in dispatch of appmodelsmail handlerrb,independent
351,1094,the ajax repository browser is sweet and fast,2678,do get some questions over and over from f,independent
352,11228,id like to request email this issue funct,2451,now you can add yourself to watch list in two,independent
353,25688,hello rnrnrni think it will be interest,27808,time logs visibility and users visibility,independent
354,7343,it would be nice if we could use the nice empt,505,appviewslayoutsbaserhtmlrnrni got som,independent
355,1032,add different css class div for user commen,27314,at the moment if you click on the administrat,independent
356,4422,now it is possible to have link leading to a,5175,abreu es cliente ttoo para todos destinos pr,independent
357,29306,it will be easier to understand who is involve,5059,how to manage docmentsfiles and attachments,independent
358,9364,hellornrnwhen using gantt view with com,11104,would like to propose to include to the redm,independent
359,26182,hirnrnit will help us if you provide ste,23266,im aware that we can create roles and allow i,independent
360,6937,similar to when shutting down windows server,483,dont autofill last name with duplicate of fir,independent
361,10486,when get list of projects using the rest a,12895,after selecting milestone from the roadmap t,independent
362,2860,useful plugin would be bounty plugin tha,17304,like how redmine allows you to easily link,independent
363,25808,when use import menu to create new issues i,23932,redmine gemfile still specifies tinytds,independent
364,4891,when creating or updating an issue you have t,409,we need two additional options for each custom,independent
365,7799,we are redmine as project management tool i,9761,in the email notifications settings tab there,independent
366,9927,some defective email servers cant handle em,624,its now maybe we should set it t,independent
367,20511,developing and maintaining wiki page often,18114,currently user requires admin rights to be,independent
368,4393,this issue has already been discussed in,310,in my page all the issues are listed with the,independent
369,2857,currently the workflow on the activity view,12804,can future release combine js and css files,independent
370,5259,hi everyonerni need some help with new cu,25606,hirnrni want to know if there is any way,independent
371,6214,writing somepagenamesome page name every,5658,there doesnt seem to be good way to display,independent
