,id1,Description1,id2,Description2,Type of dependency
78,31989,the attached patch adds support for inline iss,31908,in our installation we have more than pro,relates
79,7455,our pm team really likes the new redgreen pro,31881,behindschedule class which is already avai,relates
80,31879,propose adding start with and end with o,3040,contextrnin order to identify each task,relates
81,31826,in addition to default assignee for category i,5577,wed like the ability to add certain people as,relates
82,31756,hello rnrni have problem with done rati,373,slider could visualize the progress of an is,relates
83,31714,on the calendar view there are visible start,27095,it would be really handy to pick up which cust,relates
84,31714,on the calendar view there are visible start,10267,it is powerful to be able to create date fie,relates
85,31638,for tightly scheduled tasks the issue start da,5458,can very good feature to add time fields for,relates
86,31617,while the autogenerated robotstxt contains u,3661,am having problem with redmine processes d,relates
87,31589,you cannot close an issue if it has open subta,10989,am able to close parent issue while its ch,relates
88,28492,hellornrni saw that a,31589,you cannot close an issue if it has open subta,relates
89,31322,wish to add the function of reminder which s,31589,you cannot close an issue if it has open subta,relates
90,32757,same asinspired by but for the case t,31589,you cannot close an issue if it has open subta,duplicates
91,31449,am using redmine as an issue manager so,31581,propose feature to visualize the changes o,relates
92,31518,it would be nice if we can configure redmine t,13296,each project has due date when working wi,duplicates
93,30118,ruby is going to be released on,31500,ruby is going to be released on,copied_to
94,6421,in the issue detail view it would be helpful,31499,this patch adds due in days days late,relates
95,33884,issue details page shows due in days infor,31499,this patch adds due in days days late,relates
96,31468,hello rnrnthe gantt diagram is very use,20481,it would be useful which right and left panel,relates
97,31449,am using redmine as an issue manager so,31581,propose feature to visualize the changes o,relates
98,31434,currently the version of sourcetrunkpublic,31418,propose feature to visualize the results t,relates
99,31434,currently the version of sourcetrunkpublic,31418,propose feature to visualize the results t,relates
100,31377,hi redminersrnrnive searched and checked,13725,hirnrnit would be great to archive or clo,duplicates
101,32302,think it will be useful to allow users to fi,31355,this patch aims to make the project jump box,relates
102,572,because we have really long list of projects,31355,this patch aims to make the project jump box,relates
103,7751,looking for an enhancement to the project drop,31355,this patch aims to make the project jump box,relates
104,32944,is really nice thing but one thing i,31355,this patch aims to make the project jump box,relates
105,7339,hirnrna favorites project list would be g,31355,this patch aims to make the project jump box,duplicates
106,31348,this patch adds tabs to switch between profile,31353,at the moment the top menu bar offers several,relates
107,31348,this patch adds tabs to switch between profile,31353,at the moment the top menu bar offers several,relates
108,31340,it would be nice if there would be options,14341,could you add ability to restrict email domain,duplicates
109,31338,currently if user isnt registered at redmi,21158,frequently bcc redmine when send project,duplicates
110,31321,from redmine the parent issue cant be ab,31322,wish to add the function of reminder which s,relates
111,31322,wish to add the function of reminder which s,28492,hellornrni saw that a,relates
112,31322,wish to add the function of reminder which s,31589,you cannot close an issue if it has open subta,relates
113,31321,from redmine the parent issue cant be ab,31322,wish to add the function of reminder which s,relates
114,31321,from redmine the parent issue cant be ab,10989,am able to close parent issue while its ch,relates
115,31321,from redmine the parent issue cant be ab,28492,hellornrni saw that a,duplicates
116,31313,in the ticket createedit form can select,29663,would like to continue my work on and,relates
117,31300,in was implemented the browser native d,23892,recent versions of chrome and edge have their,relates
118,13834,hirnrni am looking for datetime field a,31300,in was implemented the browser native d,relates
119,31234,how to assign issue to more than one use,408,it would be great if it was possible to assign,duplicates
120,23778,think this should be default behavior ive,31225,it is useful if we can know the due date of ea,relates
121,31154,rfc noncompliant emission causes mailfield,5913,rnin mail notification created by redmine f,relates
122,31106,when importing issues many of the issue field,1739,sometimes submit an issue but down the roa,relates
123,31050,see the image attached this is sample ticke,11969,would like to have the option to display cer,relates
124,33425,the attached patch adds an autocomplete featu,30986,redmine has useful wiki macros such as child,relates
125,30985,user custom fields displayed in the profile pa,30977,project custom fields displayed on the overvie,relates
126,30985,user custom fields displayed in the profile pa,30977,project custom fields displayed on the overvie,relates
127,30916,as jan wrote in beginners often get con,30853,currently you will see warning message no,relates
128,30916,as jan wrote in beginners often get con,9226,at planio online project management,relates
129,30893,currently and later you can see the,3555,need the ability to search for all issues that,relates
130,30916,as jan wrote in beginners often get con,30853,currently you will see warning message no,relates
131,30834,when follow eg the link the for,22978,when follow eg the link the,relates
132,30808,at custom queryrnchild task can select singl,30482,at custom queryrnparent issue can select sin,relates
133,30492,redmine uses imagemagick via rmagick to genera,22995,currently image thumbnails are created using s,relates
134,30808,at custom queryrnchild task can select singl,30482,at custom queryrnparent issue can select sin,relates
135,30460,when project was closed and readonly all m,29449,users see issues assigned to them on my page,duplicates
136,27758,im working on patch that adds the preview f,30459,in redmine and earlier you could update t,relates
137,30459,in redmine and earlier you could update t,34549,add keyboard shortcuts for the following butto,blocks
138,30356,currently redmine supports ruby but,29946,the latest version of gem is,blocks
139,14130,there is possibility in spent time report now,30346,am evaluating last redmine version,relates
140,30346,am evaluating last redmine version,23401,unfortunately such important value as status c,relates
141,30336,currently can enable or disable log time,29490,would like to have flag that can restrict,duplicates
142,30233,same as but for time entries,13803,group by date creation ascrn group by dat,relates
143,30207,tab in the crossproject menu is always disp,5920,recently started using redmine with many pro,relates
144,30118,ruby is going to be released on,31500,ruby is going to be released on,copied_to
145,30068,the purpose of this issue is not to implement,26791,with this patch series we are introducing the,relates
146,29992,now only administrators can see list of all p,15835,we are developing an synchronization of projec,duplicates
147,29947,redmine uses roadie gem that is bit ol,25538,support for ruby and has ended by ru,relates
148,30356,currently redmine supports ruby but,29946,the latest version of gem is,blocks
149,29935,please provide edit authored issues and edi,1248,today as in version we may,relates
150,12550,hirnrnas see in the roles and permissio,29935,please provide edit authored issues and edi,duplicates
151,12644,hi therernrnit would be good to add an op,29894,currently you have to go to the detail page o,relates
152,29757,reasoningrn in some redmine installations,1595,here in indonesia substantial proportion of,relates
153,33791,is there reason to have the first name and,29757,reasoningrn in some redmine installations,duplicates
154,29752,currently textile and markdown files are trea,13431,hi folksrnrnas both github and gitlab can,relates
155,16849,it would be fine to render md in reposotory,29752,currently textile and markdown files are trea,relates
156,29732,drop down lists is issues such as used in cus,29663,would like to continue my work on and,relates
157,29725,in documents page documents are listed in asc,1958,on the page that list the documents projects,relates
158,29712,currently fullwidth custom fields dont have,27758,im working on patch that adds the preview f,relates
159,28085,upon upgrading to version we noticed we,29712,currently fullwidth custom fields dont have,duplicates
160,29687,whenever edit comment it is updated but as,12388,it should be possible to see what changes had,duplicates
161,23368,hirni am looking for features like webhooks,29664,to have redmine be able to at least use post m,relates
162,3971,switching between simple email notification an,29664,to have redmine be able to at least use post m,duplicates
163,1448,many of our issues span multiple categories,29663,would like to continue my work on and,relates
164,29732,drop down lists is issues such as used in cus,29663,would like to continue my work on and,relates
165,31313,in the ticket createedit form can select,29663,would like to continue my work on and,relates
166,29660,currently redmine sets no http referrer config,24583,we are currently running redmine,relates
167,29660,currently redmine sets no http referrer config,23630,is there any plan to upgrade the enviroment to,relates
168,14648,hi therernrnit would be really helpful to,29660,currently redmine sets no http referrer config,relates
169,29624,as an example simple machines forum software,9020,can we get feature much like jenkins already,duplicates
170,29617,tried to search for duplicates but couldnt,15333,would like suggest that oembed be added to r,relates
171,29615,it would be very handy to have filter criter,28170,in the issues view it would be helpful to fil,duplicates
172,29519,allow user to select parent issue in group by,5325,just upgraded to the newest version of redmi,duplicates
173,29501,currently bulk edit context menu allows addin,4511,having the nice user group feature in redmine,relates
174,30336,currently can enable or disable log time,29490,would like to have flag that can restrict,duplicates
175,26465,inspired by thought that it would b,29489,the attached patch adds an macro,relates
176,6655,now see lot of projects in one page but i,29482,the attached patch adds the existing query sys,relates
177,572,because we have really long list of projects,29482,the attached patch adds the existing query sys,relates
178,28678,why there is lot of cases when we need thi,29482,the attached patch adds the existing query sys,relates
179,29482,the attached patch adds the existing query sys,20081,when filtering issues spent time etc by pr,relates
180,3224,as project managers we are going to project l,29482,the attached patch adds the existing query sys,relates
181,32302,think it will be useful to allow users to fi,29482,the attached patch adds the existing query sys,relates
182,29482,the attached patch adds the existing query sys,32818,add system settings for default results disp,relates
183,571,it can be nice to enabledisable displaying pr,29482,the attached patch adds the existing query sys,relates
184,33490,current subproject of filter implementation,29482,the attached patch adds the existing query sys,relates
185,12329,id like to suggest adding filters to the pro,29482,the attached patch adds the existing query sys,duplicates
186,22966,basically the same is when working with ticket,29482,the attached patch adds the existing query sys,duplicates
187,22327,having worked with redmine for while now,29482,the attached patch adds the existing query sys,duplicates
188,2399,wouldnt it be great if one could use custom f,29482,the attached patch adds the existing query sys,duplicates
189,26494,currently all project list displays on multip,29482,the attached patch adds the existing query sys,duplicates
190,24841,dear developersrnrncurrently redmine list,29482,the attached patch adds the existing query sys,duplicates
191,26641,can we have report display all project informa,29482,the attached patch adds the existing query sys,duplicates
192,1472,used tables to create an organized view of all,29482,the attached patch adds the existing query sys,duplicates
193,2117,when handling multiple projects with one redmi,29482,the attached patch adds the existing query sys,duplicates
194,9207,on some redmine installations the single redm,29482,the attached patch adds the existing query sys,duplicates
195,22124,instead of plain list of projects there cou,29482,the attached patch adds the existing query sys,duplicates
196,29482,the attached patch adds the existing query sys,33422,this would be nice to have now that is,precedes
197,29473,while editing issue ctrlenter should invoke,449,it would be so convinient and productive if re,relates
198,29473,while editing issue ctrlenter should invoke,33918,this feature should be documented on redmine,precedes
199,29470,there are some types of trackers like story,27988,few months after we started using redmine in,relates
200,29435,the list of discussion boards is poorly implem,29451,in the age of responsive web applications and,relates
201,17006,wouldnt like to see issues on my page fro,29449,users see issues assigned to them on my page,duplicates
202,30460,when project was closed and readonly all m,29449,users see issues assigned to them on my page,duplicates
203,20081,when filtering issues spent time etc by pr,29449,users see issues assigned to them on my page,blocks
204,29435,the list of discussion boards is poorly implem,29451,in the age of responsive web applications and,relates
205,29321,the issues view is split in two sections the,29034,in ive proposed to add an collapseex,relates
206,29309,dear teamrnrnwe are using redmine for int,7765,hellornrni was thinking about report fea,duplicates
207,29286,currently you can set default spent time ac,938,each users should have its own default activ,relates
208,7080,we have general project called administratio,29286,currently you can set default spent time ac,relates
209,29272,hirnfor the moment its possible to get all,33418,sometimes you need to add lot of relations t,relates
210,32406,for the moment the relations can be added one,29272,hirnfor the moment its possible to get all,duplicates
211,29214,it would be very nice if we have little butt,5953,hope that we can copy and paste rssrest a,relates
212,29212,can you add feature to export gantt chart to,3097,then it can be converted to excel file for fur,duplicates
213,3272,it would be very nice to have the ability to i,29187,the idea rnrnuse this code,relates
214,29181,hi wanted to propose that somehow edit the,9184,it would be very helpful to be able to edit is,relates
215,17907,redmine is good for project management but no,29164,the function of redmine is flexible and it ca,relates
216,29131,view all issues adds project custom fields,18006,in an issue list it is possible to filter by,duplicates
217,29097,hi am new to redmine and we have installed i,1385,ive attached migrate from jirarake which,duplicates
218,29053,email notifications section on my account,29080,in copy section on copy project page which,copied_to
219,29053,email notifications section on my account,29080,in copy section on copy project page which,copied_to
220,24568,it is not possible to select locked user for,29042,this issue is extracted from,relates
221,9994,this helps to stay on the report window and g,29042,this issue is extracted from,relates
222,25288,when working with spent time report would l,29042,this issue is extracted from,duplicates
223,28952,on setups where lot of logins happen eg w,29041,this is simmilar to railsapp,relates
224,29027,ive tested the patch series in on the l,29034,in ive proposed to add an collapseex,relates
225,29321,the issues view is split in two sections the,29034,in ive proposed to add an collapseex,relates
226,11988,think is better put the thumbnails and the a,29034,in ive proposed to add an collapseex,relates
227,25925,in order to see more of the old notes on scree,29034,in ive proposed to add an collapseex,relates
228,29027,ive tested the patch series in on the l,29034,in ive proposed to add an collapseex,relates
229,28969,orientationrnrnredmine sear,22675,hellorncould be useful have the possibility,relates
230,28952,on setups where lot of logins happen eg w,29041,this is simmilar to railsapp,relates
231,28913,would like redmine to track when watchers are,9122,it should be possible to track adding and remo,duplicates
232,28829,patch has added icons to open the conte,729,currently after clicking update on ticket,relates
233,28829,patch has added icons to open the conte,28086,in addition to the nice improvements in,relates
234,33153,one of the most often action when working with,28829,patch has added icons to open the conte,relates
235,8095,it would be good to let the text formatting be,28823,have you any plans to implement different mark,relates
236,28683,think it would be nice and easy thing to,28011,the maximum number of issues to be displayed o,duplicates
237,28678,why there is lot of cases when we need thi,29482,the attached patch adds the existing query sys,relates
238,28533,have more than different querys and it wo,9309,especially for public queries it would be rea,duplicates
239,28492,hellornrni saw that a,10989,am able to close parent issue while its ch,relates
240,31322,wish to add the function of reminder which s,28492,hellornrni saw that a,relates
241,28492,hellornrni saw that a,31589,you cannot close an issue if it has open subta,relates
242,31321,from redmine the parent issue cant be ab,28492,hellornrni saw that a,duplicates
243,28405,currently its possible to assign issue only t,8629,this feature request is vaguely similar to,duplicates
244,28368,hi rn created private project in redmine w,8488,as requested by some people,duplicates
245,28338,have started implementing resque backend f,26791,with this patch series we are introducing the,relates
246,28330,width solid ccchighlighte,22978,when follow eg the link the,relates
247,28312,we occasionally get users updating issues that,1737,id very much like to have feature similar t,duplicates
248,28308,can we add validation of spent time for the ye,13244,for example any user have to log his spent tim,relates
249,25578,think it should be great to have way to im,28234,prefacernrnthe imports controller was,duplicates
250,28198,as promised in now would like to pro,28213,as described in it can be tedious to r,relates
251,28213,as described in it can be tedious to r,25799,we use the issue import feature in redmine whe,relates
252,26326,as in ticket mentioned there would be,28213,as described in it can be tedious to r,relates
253,28202,it would be very helpful to be able to update,23448,id like to have the possibility to update iss,duplicates
254,28200,can you add more visible element to edit the d,7603,thanks very much for your great software iv,relates
255,28198,as promised in now would like to pro,22701,when importing issues via csv with parent rela,relates
256,28198,as promised in now would like to pro,28213,as described in it can be tedious to r,relates
257,33330,there is no ability to import issue relations,28198,as promised in now would like to pro,duplicates
258,29615,it would be very handy to have filter criter,28170,in the issues view it would be helpful to fil,duplicates
259,28094,kotlin usage is growing recently and have qu,24681,propose replacing coderay with other syntax,relates
260,28829,patch has added icons to open the conte,28086,in addition to the nice improvements in,relates
261,28085,upon upgrading to version we noticed we,29712,currently fullwidth custom fields dont have,duplicates
262,28011,the maximum number of issues to be displayed o,10713,in the user account setting add some configur,relates
263,28683,think it would be nice and easy thing to,28011,the maximum number of issues to be displayed o,duplicates
264,29470,there are some types of trackers like story,27988,few months after we started using redmine in,relates
265,27920,if all versions are closed or locked and there,4569,with feature new versions can be added f,duplicates
266,27870,hirncould you please create api for editing,10171,currently viewing journals via rest api is pos,duplicates
267,27864,hirnoften copy issues across versions my,14342,when copy tasks with subtasks the changed p,duplicates
268,27823,want the function to display only the ticket,6300,when managing many projects sometimes youd j,relates
269,27368,this patch implements preview for comments for,27758,im working on patch that adds the preview f,relates
270,2604,when creating new issue we can preview our,27758,im working on patch that adds the preview f,relates
271,22015,in the current layout the preview of the texti,27758,im working on patch that adds the preview f,relates
272,9174,can you guys add the preview feature to docume,27758,im working on patch that adds the preview f,relates
273,4252,would suggest all of the preview buttons m,27758,im working on patch that adds the preview f,relates
274,29712,currently fullwidth custom fields dont have,27758,im working on patch that adds the preview f,relates
275,27758,im working on patch that adds the preview f,30459,in redmine and earlier you could update t,relates
276,7157,when preview edited text alway have to scrol,27758,im working on patch that adds the preview f,duplicates
277,27731,in the administration section you can say that,8488,as requested by some people,relates
278,27731,in the administration section you can say that,18640,introduced groups for nonmember and an,relates
279,27680,currently the format is as followsrnrnpr,13981,it would be nice to be able to configure the s,duplicates
280,27677,its possible to implement fourth value for,8488,as requested by some people,duplicates
281,26409,needless to say assignee is important informa,27672,would like to select and show the necessary,relates
282,27644,when there are change on an issue based on a,6687,when normal issue is changed to being subt,relates
283,449,it would be so convinient and productive if re,27412,the access keys supported by redmine which ar,relates
284,27401,coming from confluence really love that,449,it would be so convinient and productive if re,duplicates
285,27401,coming from confluence really love that,6846,it would be very sweet to be able to navigatio,duplicates
286,27368,this patch implements preview for comments for,2604,when creating new issue we can preview our,relates
287,27368,this patch implements preview for comments for,27758,im working on patch that adds the preview f,relates
288,27365,hirnis there an opportunity to insert for p,1140,would like to filter issues using more than,duplicates
289,27363,morning rnrni have some custom fields as,1140,would like to filter issues using more than,relates
290,21163,for some roles we dont want to show the numbe,27338,for some roles we dont want to upload files i,copied_to
291,27328,hi rni need to know how do add time as p,3848,this patch allows the current user to record t,duplicates
292,27316,do not know if it will be defect but in th,20812,although css class overdue on issues was im,relates
293,1565,should be nice to add on my page folder save,27313,according to created issue lets,relates
294,27234,internationalization the custom fields is very,3972,it would be very nice when the values of field,duplicates
295,27150,permissions infrastructure probably requires,27151,be able to designate groups as active or lo,relates
296,27150,permissions infrastructure probably requires,27151,be able to designate groups as active or lo,relates
297,27135,its generally good idea that creator of the t,6914,have reported over two years ago to t,relates
298,27128,much like whats available when new saved quer,7360,it would be nice to be able to create defaul,relates
299,31714,on the calendar view there are visible start,27095,it would be really handy to pick up which cust,relates
300,10267,it is powerful to be able to create date fie,27095,it would be really handy to pick up which cust,relates
301,27036,hellornrnafter the ticket status is close,13814,is there possibility to prevent users from c,duplicates
302,27028,would you please consider the feature of exten,8488,as requested by some people,duplicates
303,617,any thought of using wysiwyg editing fckedito,26968,wikimedia has their visualeditor finally stabl,relates
304,26861,so ive set up my redmine to display issue com,23518,when we switch comments to reverse chronologic,duplicates
305,12508,is it possible to get the diff in the email if,26839,we currently use email notifications to see wh,relates
306,11530,could you support hooks in mailerrnrnview,26839,we currently use email notifications to see wh,relates
307,13947,dont know how difficult this is to implemen,26826,hirnrnheres patch that adds filter f,duplicates
308,5990,currently email notification is sent only in d,26791,with this patch series we are introducing the,relates
309,28338,have started implementing resque backend f,26791,with this patch series we are introducing the,relates
310,30068,the purpose of this issue is not to implement,26791,with this patch series we are introducing the,relates
311,32781,hi everybodyrnif clearly understood foll,26791,with this patch series we are introducing the,relates
312,4231,hirnrnin one from our projects we had u,26791,with this patch series we are introducing the,duplicates
313,32291,im using redmine on windows platform bitnami,26791,with this patch series we are introducing the,duplicates
314,26791,with this patch series we are introducing the,2496,the format used to send emails htmlplain tex,blocks
315,7849,in different projects am using redmine with,26786,may be related to rnrnsometimes mo,relates
316,26680,with new redmine version default assig,15919,currently the one can see default assignee on,relates
317,26656,hellornrnit will be very useful to have s,21662,my team used redmine over one yearnow there a,duplicates
318,26618,in was introduced support of standard a,26642,same as in attached,relates
319,26641,can we have report display all project informa,29482,the attached patch adds the existing query sys,duplicates
320,26639,heyrnrnim managing many projects which d,12704,happy new yearsrnas you know redmine sub t,duplicates
321,26618,in was introduced support of standard a,26642,same as in attached,relates
322,26618,in was introduced support of standard a,22383,for now in we have redefini,relates
323,26617,hirnrnwould please help me stopping concu,10840,regularly access my projects redmine site f,relates
324,26593,see need this,9601,dear developersrnrni think one important,relates
325,26555,if project is used for communication with cu,11724,this feature caused major problems at,relates
326,6014,hi rnrni created restricted role for my,26555,if project is used for communication with cu,duplicates
327,26554,the overview page of project with its issue,1040,it would be very helpful to have global wiki,relates
328,26184,hellorni want to add my specific project wi,26554,the overview page of project with its issue,duplicates
329,13722,hi have modified the default start page to,26554,the overview page of project with its issue,duplicates
330,26529,allow observers to be warned when they are ins,1757,hi jeanphilippe it is great feature that,duplicates
331,26527,am able to edit an issue comment want to,12388,it should be possible to see what changes had,duplicates
332,26494,currently all project list displays on multip,29482,the attached patch adds the existing query sys,duplicates
333,26488,id like to move few issue tracking related,22090,currently users have to find the settings tab,relates
334,26467,can you make the gantt chart list expandable a,6417,eric it would be great if there was way to,duplicates
335,26465,inspired by thought that it would b,29489,the attached patch adds an macro,relates
336,2205,hellornrncurrently redmine allows me to u,26429,currently we can specify task attachments by s,relates
337,26422,hellorni searched the doc and tried lot o,22966,basically the same is when working with ticket,relates
338,26409,needless to say assignee is important informa,27672,would like to select and show the necessary,relates
339,20481,it would be useful which right and left panel,26409,needless to say assignee is important informa,blocks
340,26385,this is something that has come up in several,3568,as proposed in this forumthread,relates
341,26385,this is something that has come up in several,6497,patch is attached would be great for global p,relates
342,26358,for the moment the time spent is measured in,877,some development methodologies suggest trackin,duplicates
343,26327,redmine should allow users to define projects,1278,it would be great if categories could be creat,duplicates
344,26326,as in ticket mentioned there would be,28213,as described in it can be tedious to r,relates
345,32641,when language on my account is set to engli,26279,in the current implementation the encoding of,relates
346,10384,hirnrnactualy the versions rest api isnt,26237,according to below wiki there is no way to ac,relates
347,26190,this feature is implemented in as part,24089,rnmany users of redmine allow access to at l,relates
348,26189,this feature is implemented in as part,24089,rnmany users of redmine allow access to at l,relates
349,26184,hellorni want to add my specific project wi,26554,the overview page of project with its issue,duplicates
350,26165,hellornis it possible to have an api allowi,9912,have some automated tests for redmine java a,duplicates
351,26154,quickly created new issues in issues list like,729,currently after clicking update on ticket,relates
352,26154,quickly created new issues in issues list like,9184,it would be very helpful to be able to edit is,relates
353,4179,it would be nice to have some user links in,26127,this is continuation of the proposal initial,relates
354,17629,as current redmine when search to add watch,26127,this is continuation of the proposal initial,relates
355,17438,when createedit issue in description area w,26071,as it is already possible to upload files by u,relates
356,7979,would like an option to automatically show a,26071,as it is already possible to upload files by u,relates
357,4491,ability to direct upload images when posting n,26071,as it is already possible to upload files by u,duplicates
358,25357,right now one can view file in the reposit,26035,as followup to and this smal,relates
359,25999,in line with the changes proposed in i,26035,as followup to and this smal,blocks
360,26017,when call got values o,25000,rnthe choices of the key value list are excl,relates
361,25999,in line with the changes proposed in i,25357,right now one can view file in the reposit,relates
362,14332,hirnrnwhen browsing any repository it is,25999,in line with the changes proposed in i,relates
363,25999,in line with the changes proposed in i,26035,as followup to and this smal,blocks
364,25988,through user research at planio,22481,if ghostscript is installed imagemagick is ab,relates
365,25925,in order to see more of the old notes on scree,29034,in ive proposed to add an collapseex,relates
366,25810,when use import menu found the import men,23448,id like to have the possibility to update iss,duplicates
367,28213,as described in it can be tedious to r,25799,we use the issue import feature in redmine whe,relates
368,25799,we use the issue import feature in redmine whe,22701,when importing issues via csv with parent rela,duplicates
369,25792,couldnt get the activities from the api th,14872,allow creating activities withrn event type,relates
370,25779,we dont know who delete issue can we add n,18027,currently issue deleted are deleted r,duplicates
371,25776,it would be great if redmine could support plu,24611,am having hell of time installing plug,duplicates
372,25773,currently only boolean and list custom fields,1692,unfortunately cant set up filter on my cust,relates
