,id1,Description1,id2,Description2,Type of dependency
93,32891,   When changing user settings the backend should...,72449,   In a functional test I need to test Extbase co...,independent
94,49172,   Add language icon to legend of fieldset.\r\nDi...,62953,"   Hi Marc,\r\n\r\nwould it be possible to add a ...",independent
95,50102,   Adding zepto.js...could it be a good idea?\r\n...,16199,   Use of PHP-Validation (server-sided) instead o...,independent
96,515,"   The ""has signed CLA"" flag should be displayed ...",21666,   Currently different states of the login subpar...,independent
97,45765,   The programmer of the scss parser made a compa...,9754,   Implement Workspaces List tab,independent
98,17812,   As requested in the wiki (http://wiki.typo3.or...,1194,    The backend module is to show information whi...,independent
99,1077,   Users should be able to style list's output wi...,59627,"   Hello there,\r\n\r\nI thought it was sad that ...",independent
100,87421,  In order to monitor CSP violations or misconfi...,4261,   Add indicator for disabled tasks,independent
101,2425,   Second Peter on this:\r\n\r\nThe filetree shou...,36830,   ... based on DomCrawler,independent
102,15440,   Here is a patch that implements the ss_dragdro...,83825,"  Possibility to use ""checkboxes"" to select mult...",independent
103,10344,"   Hello,\r\n\r\ni like caretaker very much. Its ...",36171,"   For the caption of an image, the default max s...",independent
104,46732,   <pre>\r\n$jsFile  = t3lib_extMgm::siteRelPath(...,67378,   It would be great if og:image would fall back ...,independent
105,29568,   The result list should allow the marker\r\n\r\...,11159,"   In the near future, connector services will be...",independent
106,90983,  h1. Description\r\n\r\nh2. The extension scann...,25133,   i use this as a base:\r\n<pre>\r\ntemp.tmenuUl...,independent
107,34495,   For filter-options providing automated tagging...,14397,   HOWTO sign into mailinglist without getting hu...,independent
108,5114,   Currently Status and Infos are mixed. We need ...,8653,   Make the date format of the contact property '...,independent
109,56152,   I've following constellation:\r\n\r\nOne model...,72603,   The Pagebrowser should be fully implemented wi...,independent
110,23227,   The editor can not see which links are linked ...,88300,  In \TYPO3\CMS\Backend\Controller\Page\TreeCont...,independent
111,48314,"   Hello,\r\n\r\nplease show the icons in column ...",7621,   Currently category-records are selected from t...,independent
112,3206,   If i use the crm for services there is no arti...,25655,   The scheduler can be enhanced by 2 additional ...,independent
113,59627,"   Hello there,\r\n\r\nI thought it was sad that ...",28454,   Update manual: Correct mistakes (ie the render...,independent
114,63018,"   Hey,\r\n\r\nit would be great if you could add...",37457,"   Nicola Lombardini suggests via mail, to use co...",independent
115,15404,   Can't be properly styled with a background-ima...,4640,   Ass the development of dr_wiki NG is hugely de...,independent
116,60865,   CSS multicolumn menu is buggy in this browsers...,33131,"   input field does not allow names like ""object[...",independent
117,29258,   In FLOW3 you can define several environments i...,68757,   With the current state it is not possible to u...,independent
118,32654,   We will extend the Browser for displaying reco...,92486, make usage of sys_file_collections easier by a...,independent
119,11340,"   Hi again,\r\n\r\nI added some configuration to...",9947,   We need a install tool migration script to hel...,independent
120,39690,"   To make a table accessible, a property to edit...",23449,   If you use multiple languages you can normally...,independent
121,60806,   Currently you need to specify both an bgImg (t...,66187,   Implementation of a possibility to move/copy a...,independent
122,20521,   If working with regular expression (regexp) de...,8871,   DAM Lightbox does not yet support localisation...,independent
123,14425,   We're running a fairly old version of mediawik...,10398,   I wanted to hide a table using the page-tsConf...,independent
124,39214,   When using the textfield viewhelper to render ...,88734,"  In an M:N relation, the @$defaultOrderings@ as...",independent
125,34495,   For filter-options providing automated tagging...,22013,"   Hello,\r\n\r\nIMHO the Typo3 search function s...",independent
126,17658,   nice feature request.\r\nPossibility to hide t...,39826,   Looks like there is no possibility to use back...,independent
127,55280,   The page http://detectmobilebrowsers.com/ prov...,62171,   This could be handy sometimes:\r\n\r\n<pre>\r\...,independent
128,23325,   felogin does not preserve url-parameter in the...,35130,   http://harvesthq.github.com/chosen/,independent
129,36715,   First step: collect ideas on how to do that at...,15512,"   Hello,\r\n\r\nI would need a field in the TCA ...",independent
130,38876,   <pre>\r\n-webkit-hyphens: auto;\r\n-moz-hyphen...,39631,   Currently DCE fields are not visible in list v...,independent
131,1464,   n/t,60070,   On TYPO3 4.5 it was possible to choose which v...,independent
132,27265,   It would be great if there was a way for non-a...,37566,   I had the issue that it was impossible to use ...,independent
133,52114,   The do not search function in page settings is...,87117,  h1. Problem/Description\r\n\r\nWould it make s...,independent
134,3487,   This is need to resolve #3486,23832,   Current DOM to html rendering code is not well...,independent
135,2365,   The -Configuration- Setting Pointcutfilter cur...,20297,   forge hci:  http://forge.typo3.org/issues/show...,independent
136,14540,"   Vertical-alignment (table config) for table, t...",15173,   Add a new config-option: $TYPO3_CONF_VARS['BE'...,independent
137,75746,   I tried a fluid version:\r\n<pre>\r\ntt_conten...,84640,  For devs it's very nice to see the id's of con...,independent
138,48473,   Add action to backend module to test whether l...,27322,"   Add support for Appserver-in-PHP, which could ...",independent
139,27103,"   Hey there,\r\n\r\ncan we expect an update for ...",9478,   Had some experience with this EXT i try to use...,independent
140,65862,"   Hi everyone,\r\n\r\nWhy is not it possible to ...",2661,   Proposition to sort the records by page / IP /...,independent
141,52163,"   For the moment, jquery.mobile used is 1.3.1.\r...",45488,   This patch add the possibility to use meaningf...,independent
142,88888,  I was trying to find a signal to use when an a...,7936,   If you have download with very simliar names i...,independent
143,9327,   The (not yet fully functional) RestController ...,538,   The Doctrine Source-Code should be fetched via...,independent
144,49190,   The garbage collection for sessions should not...,19982,   To support additional frontend editing control...,independent
145,13997,   Localized the plugin in french.,48804,   It'd be nice if one could select an address en...,independent
146,65002,   possibly:\r\n\r\n1) update specific extension\...,25476,   Both the analyzer and the performance module s...,independent
147,80869,   Andreas created a nice design for 50x errors (...,7978,   In an old version there must been all blog pos...,independent
148,22015,   It is good idea to have configurable PID for p...,90014,  Onnly value `normal` is allowed for global opt...,independent
149,82260,  For Styling of the result of indexed_search it...,92534, Extension should be compatible with TYPO3 vers...,independent
150,2393,   Currently multiple domain configuration is don...,47702,   This feature will help the visitor subscribe t...,independent
151,69035,   Right now it's necessary to place the validati...,33506,   If I want to deal with Extbase and Fluid with ...,independent
152,41358,"   currently, only ""raw"" plain PHP constants can ...",24052,   One part of the current TypoScript tuning proc...,independent
153,21685,   The standard typo3 mail form doesn't allow to ...,36440,   we badly miss the opportunity to place banners...,independent
154,58285,"   Hey ho,\r\n\r\nfor a project we require a hook...",18307,"   when creating a reference or copy an element, ...",independent
155,60596,   Logged in frontend users should be able to add...,8279,   The test result charts should contain informat...,independent
156,6640,   It would be interesting to have an implementat...,93188,We should think about an option to disable the...,independent
157,26792,   http://html5boilerplate.com/mobile/\r\n\r\nThe...,46078,   same as subject. The last version of Twitter B...,independent
158,39574,   I have a special page type to get only the con...,41123,   s.t.,independent
159,92861, Currently the maxlength can be set for text an...,39690,"   To make a table accessible, a property to edit...",independent
160,54832,"   Current rendering\r\n\r\n<input type=""radio"" c...",83656,  Allow the import of existing redirects from \r...,independent
161,25407,   When you use t3lib_div::getUserObj('&classname...,16892,   The current release only allows one sysfolder ...,independent
162,33451,   Add context-sensitive help to table operations.,18051,   It would be very nice if the shortcut manager ...,independent
163,80342,   Sysextension validator for url,19931,"   Hi,\r\n\r\nWould be nice to have a hook in SC_...",independent
164,77667,   The folder icon at the suggest wizard is somet...,64599,   see attached patch,independent
165,27794,"   If I set ""Limit to Languages"" in the ""Access L...",32436,   An extra column that shows the date of an exte...,independent
166,55638,   It would be nice if the form extension also us...,3852,   The \F3\FLOW3\Persistence\Repository class sho...,independent
167,3683,   Currently moving does not work correctly if hi...,62877,   In order to streamline the JavaScript\r\ncode ...,independent
168,28699,   i cant find a way to place my own user command...,67453,"   Now on logout, one can only redirect to $this-...",independent
169,80853,   Frontend routing is done by the template servi...,59474,   To use html5 placeholder for the search input ...,independent
170,49799,   In the current version Surf opens a new SSH co...,15063,"   The problem is, that a user doesn't has the po...",independent
171,34475,   Cache tags could be reused for nc_staticfile c...,16380,   Eg publishing a new page should clear the cach...,independent
172,36219,   Performance could suffer from the load caused ...,28919,   There is now a new version of html5boilerplate...,independent
173,50640,"   To support other configuration formats, the De...",20799,   Problem: \r\nSometimes you would like to have ...,independent
174,14606,   When changing the image width in the image pro...,73596,"   To index section, juste add one ligne in Class...",independent
175,30317,   The StringConverter should be extended to supp...,2832,   We need a validator which checks a minimum and...,independent
176,5910,   There should be a TypoScript option which allo...,65698,   The AdditionalResourceService of the workspace...,independent
177,33655,"   e.g. edit all 0 level pages, edit all first le...",33593,   Last year we had website banners (http://t3con...,independent
178,32610,   Thanks to Андрей Аксенов.,110,   Make it type = TEXT!,independent
179,56711,   tail currently only has a Rest client. A new c...,67357,"   As you might remember, we talked about this to...",independent
180,2832,   We need a validator which checks a minimum and...,1214,   An option in TypoScript or Flexform for this t...,independent
181,31529,   A flexform option include subcategories and in...,45942,"   Hello Design Team,\r\n\r\nthe Extbase Team ask...",independent
182,38821,"   By using the File Abstraction Layer (FAL), res...",5498,"   New question-type added: a radio-button with ""...",independent
183,49178,"   Hello,\r\n\r\ni have no experience with DCE, F...",3135,"   There are lots of JavaScript written inline, w...",independent
184,36549,   When using t3s_jslidernews with other tt_news ...,14588,   In XHTML 1.1 and later XHTML versions the lang...,independent
185,38627,   Augment the reflection information with data a...,14575,   I would like to add a new  option to a HMENU w...,independent
186,17208,   class t3lib_DB should have functions exec_REPL...,19963,   Editing mode handling is moved out of the core...,independent
187,4505,"   When you access a file on svn.typo3.org, you a...",7266,"   Hi,\r\n\r\ncould you please change line 180 of...",independent
188,16523,"   Hello,\r\n\r\nthe list of dependant and sugges...",46634,   Until 4.4 there was an extension to set the se...,independent
189,16994,"   If you make a TCA-entry for ""select"" or ""group...",45760,   We want to change social media banners to show...,independent
190,36121,   Make view_help (.php) an extension.,53007,   \r\nWhen you want to create a new inline eleme...,independent
191,13612,   It would be nice to have a checkbox and/or TS-...,36431,   It would be nice to have a hook into t3lib_BEf...,independent
192,38469,   The change improves the general spacing and CG...,86844,  You might previously have used pages with a ty...,independent
193,67580,   The change removes ExtJS LiveSearch and introd...,1011,   optionally show select all link,independent
194,66591,"   The function ""Add images"" -> ""Directory on Ser...",9319,   It would be nice to have fancy icons to choose...,independent
195,17466,   You want to create a GMENU by useing TypoScrip...,19323,   Add configuration options to disable resizing ...,independent
196,61106,"   Hi,\r\n\r\nis there a way to auto insert metad...",60865,   CSS multicolumn menu is buggy in this browsers...,independent
197,93114, Shona (sn)\r\n\r\nShona is a Bantu language of...,6025,   at the moment those 3 methods only gimme the p...,independent
198,4097,"   Hi Thomas,\r\n\r\nwe think about using your ex...",14582,   It's annoying to get the last query only when ...,independent
199,61800,   To be able to render all kind of media files a...,49446,   I hate scrolling to bottom of the whole frame ...,independent
200,45798,   default-TCA has the field 'media' with an 'int...,502,"   The simple ""500 internal server error"" is misl...",independent
201,66249,   It is possible for the next version of go_maps...,67080,"   After having logged into the install tool, a l...",independent
202,60936,"   This Issue has been created, so that the exten...",85678,  There are a lot of ways setting the title tag ...,independent
203,1085,   In the Atom feed with the activities of a proj...,35355,   the list of fields that are being used by the ...,independent
204,25223,   Imagine that particular fields of an IRRE chil...,70049,"   Hi,\r\n\r\nwhat happens if there are more admi...",independent
205,33049,"   Hi there,\r\n\r\nI found some configuration in...",77277,"   Sometimes it happens to get an error *Oops, an...",independent
206,41282,   Please create conference badges according to t...,6156,   It's sometimes very useful to be a able to use...,independent
207,20203,"   Right now, the tce_file ""gateway"" is a small s...",33117,   The DateTime ViewHelper allows passing by a st...,independent
208,25383,   Currently the only allowed sort modes are asce...,5784,   This feature could add a new plugin that allow...,independent
209,19212,   The DAM EM setting for htmlArea RTE integratio...,79505,   Currently it is not possible to simply extend ...,independent
210,32545,   If you have a TYPO3 extension with one workspa...,29512,"   Hi there,\r\n\r\na nice feature for the T3 Adm...",independent
211,49152,   Move Flowplayer files to contrib to resolve t3...,83075,  It's common to have support for placeholders l...,independent
212,23790,   It would be great to have a hook inside the fu...,18017,"   As content elements ""Uploads"" always displays ...",independent
213,77108,   Last week we tried to create an own ResourceSt...,37077,   For that to work the following steps should be...,independent
214,29331,   Currently you have duplicate content issues if...,53857,"   Hi Francois,\r\n\r\nwhile trying to install th...",independent
215,34169,   The behavior of the i18n component needs to be...,5202,   Implement effect shear using SVG,independent
216,85051,  In the scope of GDPR and ePrivacy regulations ...,15350,"   Hi,\r\n\r\nI've just met FamFamFam.com, a webs...",independent
217,1791,   Routes are not cached at the moment.\r\nTodo:\...,5882,"   Currently, everytime FLOW3's Package Manager i...",independent
218,25697,   This change creates an Exception hierarchy for...,20742,   If you'd like to know when the current record ...,independent
219,70495,"   Hi,\r\n\r\ncould you integrate the database po...",53142,   I realized that content from regular content e...,independent
220,15633,   Hi\r\n\r\nI hope that you could have time to t...,16047,   It would be nice to if it's possible to limit ...,independent
221,16635,   It would be great if the RTE would not store i...,64148,   Avoid updating the session-timestamp within to...,independent
222,8844,   Performance Module: Add scheduler task and a c...,87421,  In order to monitor CSP violations or misconfi...,independent
223,15134,   Please create text links as alternative to con...,3938,   Check if it's possible to use the built-in TYP...,independent
224,10453,   We need to clean the template from elements of...,44006,"   In PHP 5.3.2, ics_utopia no longer works for t...",independent
225,92430, * Add recursive filter / search functionality ...,20518,   I'd like to have a hook in typo3/class.webpage...,independent
226,3208,   I did a patch that provides more flexibility:\...,79534,   Do multiple things to adjust our LDAP Configur...,independent
227,18838,       *  usage of icon insead of the x\r\n    * ...,33387,   After searching the net up and down i finally ...,independent
228,89244,  Create a service to send broadcast messages fr...,79342,   The @nginx_sites@ recipe should look for datab...,independent
229,19345,   it would be great to have a hook in functions ...,23139,   If a link to an access restricted page is set ...,independent
230,40414,"   Provide a new request engine, based on cURL, w...",35706,"   I'd like a virtual ""Browser"" class which allow...",independent
231,1956,   Mailform should support defining a specific po...,14369,   I have installed PHP 4 and MSSQL on IIS in Win...,independent
232,9774,   This is a follow up from:\r\nhttp://forge.typo...,56910,   Hi all\r\n\r\nThe Arcavias TYPO3 extension mak...,independent
233,19183,   The RTE recieves keyboard focus automatically ...,34507,   The tt_news-importer should optionally add fe_...,independent
234,88183,  Fluid template paths should be defined in a gl...,28495,"   The proposed ""http request"":https://review.typ...",independent
235,88380,  The custom PageContentErrorHandler in TYPO3 9....,35209,   The feature provided by patch1822 is included ...,independent
236,40729,   The different modes for displaying constants i...,42169,   Right now you can replace placedholders in tra...,independent
237,8992,   v5 is currently missing the count ViewHelper t...,6381,   See subject,independent
238,50610,   There are two ways to build a Data Table Map:\...,16035,   To make it easier to write XDB code it might b...,independent
239,21872,   It should be useful to have a stdwrap properti...,57653,   Please add a typoscript option to define a dif...,independent
240,12813,"   Hy guys,\r\nI extend the Brower with a hook fo...",53621,"   Hello,\r\n\r\nfirst of all a big thanks for th...",independent
241,10078,   The english LocalLang-files (shipped with the ...,14599,   In Firefox 1.1 something is wrong with the wid...,independent
242,19151,   The import / export module is currently only a...,69602,   To avoid complex TypoScript for all integrator...,independent
243,87300,  TYPO3 allows to use multiple sessions per user...,37908,"   Hi,\r\n\r\ni have created skin for jQueryUI, w...",independent
244,53783,"   Currently, the FormBuilder loads every form wi...",60143,   notype prevents a link to the single view,independent
245,13898,   The current bugday banners are a outdated. The...,1005,   Currently the htmlarea plugin and the flexform...,independent
246,15778,   Hello!\r\n\r\nWhat do you think about a consta...,9956,"   It would be nice, if it is possible to update ...",independent
247,28791,   When ExtBase throw exception it will render er...,3062,   <pre>Fatal error: Call to undefined method tx_...,independent
248,75335,   Hi!\r\n\r\nWhat about pngquant (http://pngquan...,36813,   Similar to $this->output() and $this->outputLi...,independent
249,69980,   News Posts should be marked (via class / icon ...,50115,   In the Configuration Manager the method loadPo...,independent
250,9070,"   Hello,\r\n\r\nunfortunately the possibility to...",46369,   as no system extension has any config options ...,independent
251,77305,"   Hi Francois,\r\n\r\nit would be nice, if we ha...",91941,"  For extension development, it would be helpful...",independent
252,30232,"   I have decided, that it is enough to make one ...",2807,   Just thought about something:\r\n\r\nThere are...,independent
253,33851,   Links to the PDF download get the <a> property...,21204,   First of all: Following is only a try.\r\nI on...,independent
254,14501,   After applying an inline style there doesn't s...,67766,   For the press this feature would be great.,independent
255,14562,   indexed_search also has four sql statements in...,90678,"  Please add sortable system categories, these a...",independent
256,64510,   Wir möchten gerne neben Posts von FB / Twitter...,10003,   Thanks to aoelinkhandler it is possible to mak...,independent
257,267,   You can use initializeAction() for initializat...,29755,   The tweet Template is only adjustable by extCo...,independent
258,2289,   This extension is experimental at the moment. ...,46398,   It would be great if the radius search could a...,independent
259,8289,   With a Frontend Plugin a existing user should ...,22000,   The attached patch introduces an API for the i...,independent
260,32084,   In certain situations and setups (FLOW3 behind...,19852,   Allow to assign lang attribute to elements.\n\...,independent
261,89100,  When adding a signal to tell RefeferenceIndex....,49535,   CMS FAL fields getting converted to the old da...,independent
262,52695,   * allow creation of groups for the scheduler (...,22401,   The attached patch re-organizes the RTE images...,independent
263,33132,   Why does the prefix if forced in using the For...,25091,"   1. Remove extension configuration variable ""Tr...",independent
264,6478,   cb_indexedsearch_autocomplete should supprt th...,88684,  \r\nWhen using static_info_tables together wit...,independent
265,1906,   Actually an ID of a formelement in mailform is...,20187,   Is there a possibility to check the click enla...,independent
266,14974,   The typo3 3.8.0 secureFormmail feature makes i...,16383,"   Hi!\r\nIt would be nice, if there would be an ...",independent
267,34343,   In issue #34299 caching for stdWrap was introd...,55870,   currently datetime field handling is a bit of ...,independent
268,70982,   Default styles are removed from default TypoSc...,713,   recently (for me) it is only possible to add a...,independent
269,67150,   Hi!\r\n\r\nIt would be nice if one can edit th...,38060,   <pre>\r\n* {\r\n    -webkit-box-sizing: border...,independent
270,49096,"   Currently, the coordinates for each location a...",34816,   It should be possible to encrypt / decrypt a l...,independent
271,79846,   Will there be an update to support typo3 LTS v...,23553,   If you are writing into a textarea field in th...,independent
272,7814,   It would be nice if \r\n<pre>\r\nplugin.tx_t3b...,51879,"   For modes ""register"" and ""edit"" it should be p...",independent
273,23248,"   In flexforms, when you use a link field, the c...",1052,"   Ich denke, das es besser wäre, wenn man in der...",independent
274,66366,   Add a new viewhelper that used the new Renderi...,46111,   I need to allow to delete a comment by the aut...,independent
275,17615,   Currently it's possible to override field prop...,4745,   No idea if it's correct spanish but here we go...,independent
276,35825,   currently we have a stage area for 4.5 LTS on ...,5930,   External files are requested for each and ever...,independent
277,9070,"   Hello,\r\n\r\nunfortunately the possibility to...",93063, Flash Messages are now natively stored as arra...,independent
278,37251,   Use FAL file extension filter in TCA,52382,"   Hi,\r\n\r\ncurrently when a new patchset is up...",independent
