,id1,Description1,id2,Description2,Type of dependency
130,38876,prernwebkithyphens autornmozhyphen,39631,currently dce fields are not visible in list v,independent
131,1464,nt,60070,on it was possible to choose which v,independent
132,27265,it would be great if there was way for nona,37566,had the issue that it was impossible to use,independent
133,52114,the do not search function in page settings is,87117,problemdescriptionrnrnwould it make s,independent
134,3487,this is need to resolve,23832,current dom to html rendering code is not well,independent
135,2365,the configuration setting pointcutfilter cur,20297,forge hci,independent
136,14540,verticalalignment table config for table t,15173,add new configoption conf varsbe,independent
137,75746,tried fluid versionrnprerntt conten,84640,for devs its very nice to see the ids of con,independent
138,48473,add action to backend module to test whether l,27322,add support for appserverinphp which could,independent
139,27103,hey therernrncan we expect an update for,9478,had some experience with this ext try to use,independent
140,65862,hi everyonernrnwhy is not it possible to,2661,proposition to sort the records by page ip,independent
141,52163,for the moment jquerymobile used is,45488,this patch add the possibility to use meaningf,independent
142,88888,was trying to find signal to use when an a,7936,if you have download with very simliar names i,independent
143,9327,the not yet fully functional restcontroller,538,the doctrine sourcecode should be fetched via,independent
144,49190,the garbage collection for sessions should not,19982,to support additional frontend editing control,independent
145,13997,localized the plugin in french,48804,itd be nice if one could select an address en,independent
146,65002,update specific extension,25476,both the analyzer and the performance module s,independent
147,80869,andreas created nice design for errors,7978,in an old version there must been all blog pos,independent
148,22015,it is good idea to have configurable pid for p,90014,onnly value normal is allowed for global opt,independent
149,82260,for styling of the result of indexed search it,92534,extension should be compatible with vers,independent
150,2393,currently multiple domain configuration is don,47702,this feature will help the visitor subscribe t,independent
151,69035,right now its necessary to place the validati,33506,if want to deal with extbase and fluid with,independent
152,41358,currently only raw plain php constants can,24052,one part of the current typoscript tuning proc,independent
153,21685,the standard mail form doesnt allow to,36440,we badly miss the opportunity to place banners,independent
154,58285,hey hornrnfor project we require hook,18307,when creating reference or copy an element,independent
155,60596,logged in frontend users should be able to add,8279,the test result charts should contain informat,independent
156,6640,it would be interesting to have an implementat,93188,we should think about an option to disable the,independent
157,26792,,46078,same as subject the last version of twitter b,independent
158,39574,have special page type to get only the con,41123,st,independent
159,92861,currently the maxlength can be set for text an,39690,to make table accessible property to edit,independent
160,54832,current renderingrnrninput typeradio c,83656,allow the import of existing redirects from r,independent
161,25407,when you use divgetuserobjclassname,16892,the current release only allows one sysfolder,independent
162,33451,add contextsensitive help to table operations,18051,it would be very nice if the shortcut manager,independent
163,80342,sysextension validator for url,19931,hirnrnwould be nice to have hook in sc,independent
164,77667,the folder icon at the suggest wizard is somet,64599,see attached patch,independent
165,27794,if set limit to languages in the access l,32436,an extra column that shows the date of an exte,independent
166,55638,it would be nice if the form extension also us,3852,the class sho,independent
167,3683,currently moving does not work correctly if hi,62877,in order to streamline the javascriptrncode,independent
168,28699,cant find way to place my own user command,67453,now on logout one can only redirect to this,independent
169,80853,frontend routing is done by the template servi,59474,to use placeholder for the search input,independent
170,49799,in the current version surf opens new ssh co,15063,the problem is that user doesnt has the po,independent
171,34475,cache tags could be reused for nc staticfile c,16380,eg publishing new page should clear the cach,independent
172,36219,performance could suffer from the load caused,28919,there is now new version of,independent
173,50640,to support other configuration formats the de,20799,problem rnsometimes you would like to have,independent
174,14606,when changing the image width in the image pro,73596,to index section juste add one ligne in class,independent
175,30317,the stringconverter should be extended to supp,2832,we need validator which checks minimum and,independent
176,5910,there should be typoscript option which allo,65698,the additionalresourceservice of the workspace,independent
177,33655,eg edit all level pages edit all first le,33593,last year we had website banners,independent
178,32610,thanks to андрей аксенов,110,make it type text,independent
179,56711,tail currently only has rest client new c,67357,as you might remember we talked about this to,independent
180,2832,we need validator which checks minimum and,1214,an option in typoscript or flexform for this t,independent
181,31529,flexform option include subcategories and in,45942,hello design teamrnrnthe extbase team ask,independent
182,38821,by using the file abstraction layer fal res,5498,new questiontype added radiobutton with,independent
183,49178,hellornrni have no experience with dce f,3135,there are lots of javascript written inline w,independent
184,36549,when using jslidernews with other tt news,14588,in xhtml and later xhtml versions the lang,independent
185,38627,augment the reflection information with data a,14575,would like to add new option to hmenu w,independent
186,17208,class db should have functions exec repl,19963,editing mode handling is moved out of the core,independent
187,4505,when you access file on you a,7266,hirnrncould you please change line of,independent
188,16523,hellornrnthe list of dependant and sugges,46634,until there was an extension to set the se,independent
189,16994,if you make tcaentry for select or group,45760,we want to change social media banners to show,independent
190,36121,make view help php an extension,53007,rnwhen you want to create new inline eleme,independent
191,13612,it would be nice to have checkbox andor ts,36431,it would be nice to have hook into bef,independent
192,38469,the change improves the general spacing and cg,86844,you might previously have used pages with ty,independent
193,67580,the change removes extjs livesearch and introd,1011,optionally show select all link,independent
194,66591,the function add images directory on ser,9319,it would be nice to have fancy icons to choose,independent
195,17466,you want to create gmenu by useing typoscrip,19323,add configuration options to disable resizing,independent
196,61106,hirnrnis there way to auto insert metad,60865,css multicolumn menu is buggy in this browsers,independent
197,93114,shona snrnrnshona is bantu language of,6025,at the moment those methods only gimme the p,independent
198,4097,hi thomasrnrnwe think about using your ex,14582,its annoying to get the last query only when,independent
199,61800,to be able to render all kind of media files a,49446,hate scrolling to bottom of the whole frame,independent
200,45798,defaulttca has the field media with an int,502,the simple internal server error is misl,independent
201,66249,it is possible for the next version of go maps,67080,after having logged into the install tool l,independent
202,60936,this issue has been created so that the exten,85678,there are lot of ways setting the title tag,independent
203,1085,in the atom feed with the activities of proj,35355,the list of fields that are being used by the,independent
204,25223,imagine that particular fields of an irre chil,70049,hirnrnwhat happens if there are more admi,independent
205,33049,hi therernrni found some configuration in,77277,sometimes it happens to get an error oops an,independent
206,41282,please create conference badges according to t,6156,its sometimes very useful to be able to use,independent
207,20203,right now the tce file gateway is small s,33117,the datetime viewhelper allows passing by st,independent
208,25383,currently the only allowed sort modes are asce,5784,this feature could add new plugin that allow,independent
209,19212,the dam em setting for htmlarea rte integratio,79505,currently it is not possible to simply extend,independent
210,32545,if you have extension with one workspa,29512,hi therernrna nice feature for the adm,independent
211,49152,move flowplayer files to contrib to resolve,83075,its common to have support for placeholders l,independent
212,23790,it would be great to have hook inside the fu,18017,as content elements uploads always displays,independent
213,77108,last week we tried to create an own resourcest,37077,for that to work the following steps should be,independent
214,29331,currently you have duplicate content issues if,53857,hi francoisrnrnwhile trying to install th,independent
215,34169,the behavior of the component needs to be,5202,implement effect shear using svg,independent
216,85051,in the scope of gdpr and eprivacy regulations,15350,hirnrnive just met famfamfamcom webs,independent
217,1791,routes are not cached at the momentrntodo,5882,currently everytime package manager i,independent
218,25697,this change creates an exception hierarchy for,20742,if youd like to know when the current record,independent
219,70495,hirnrncould you integrate the database po,53142,realized that content from regular content e,independent
220,15633,hirnrni hope that you could have time to t,16047,it would be nice to if its possible to limit,independent
221,16635,it would be great if the rte would not store i,64148,avoid updating the sessiontimestamp within to,independent
222,8844,performance module add scheduler task and c,87421,in order to monitor csp violations or misconfi,independent
223,15134,please create text links as alternative to con,3938,check if its possible to use the builtin typ,independent
224,10453,we need to clean the template from elements of,44006,in php ics utopia no longer works for t,independent
225,92430,add recursive filter search functionality,20518,id like to have hook in,independent
226,3208,did patch that provides more flexibility,79534,do multiple things to adjust our ldap configur,independent
227,18838,usage of icon insead of the xrn,33387,after searching the net up and down finally,independent
228,89244,create service to send broadcast messages fr,79342,the nginx sites recipe should look for datab,independent
229,19345,it would be great to have hook in functions,23139,if link to an access restricted page is set,independent
230,40414,provide new request engine based on curl w,35706,id like virtual browser class which allow,independent
231,1956,mailform should support defining specific po,14369,have installed php and mssql on iis in win,independent
232,9774,this is follow up fromrn,56910,hi allrnrnthe arcavias extension mak,independent
233,19183,the rte recieves keyboard focus automatically,34507,the tt newsimporter should optionally add fe,independent
234,88183,fluid template paths should be defined in gl,28495,the proposed http request,independent
235,88380,the custom pagecontenterrorhandler in,35209,the feature provided by is included,independent
236,40729,the different modes for displaying constants i,42169,right now you can replace placedholders in tra,independent
237,8992,is currently missing the count viewhelper t,6381,see subject,independent
238,50610,there are two ways to build data table map,16035,to make it easier to write xdb code it might b,independent
239,21872,it should be useful to have stdwrap properti,57653,please add typoscript option to define dif,independent
240,12813,hy guysrni extend the brower with hook fo,53621,hellornrnfirst of all big thanks for th,independent
241,10078,the english locallangfiles shipped with the,14599,in firefox something is wrong with the wid,independent
242,19151,the import export module is currently only a,69602,to avoid complex typoscript for all integrator,independent
243,87300,allows to use multiple sessions per user,37908,hirnrni have created skin for jqueryui w,independent
244,53783,currently the formbuilder loads every form wi,60143,notype prevents link to the single view,independent
245,13898,the current bugday banners are outdated the,1005,currently the htmlarea plugin and the flexform,independent
246,15778,hellornrnwhat do you think about consta,9956,it would be nice if it is possible to update,independent
247,28791,when extbase throw exception it will render er,3062,prefatal error call to undefined method tx,independent
248,75335,hirnrnwhat about pngquant,36813,similar to thisoutput and thisoutputli,independent
249,69980,news posts should be marked via class icon,50115,in the configuration manager the method loadpo,independent
250,9070,hellornrnunfortunately the possibility to,46369,as no system extension has any config options,independent
251,77305,hi francoisrnrnit would be nice if we ha,91941,for extension development it would be helpful,independent
252,30232,have decided that it is enough to make one,2807,just thought about somethingrnrnthere are,independent
253,33851,links to the pdf download get the property,21204,first of all following is only tryrni on,independent
254,14501,after applying an inline style there doesnt s,67766,for the press this feature would be great,independent
255,14562,indexed search also has four sql statements in,90678,please add sortable system categories these a,independent
256,64510,wir möchten gerne neben posts von fb twitter,10003,thanks to aoelinkhandler it is possible to mak,independent
257,267,you can use initializeaction for initializat,29755,the tweet template is only adjustable by extco,independent
258,2289,this extension is experimental at the moment,46398,it would be great if the radius search could a,independent
259,8289,with frontend plugin existing user should,22000,the attached patch introduces an api for the i,independent
260,32084,in certain situations and setups behind,19852,allow to assign lang attribute to elementsn,independent
261,89100,when adding signal to tell refeferenceindex,49535,cms fal fields getting converted to the old da,independent
262,52695,allow creation of groups for the scheduler,22401,the attached patch reorganizes the rte images,independent
263,33132,why does the prefix if forced in using the for,25091,remove extension configuration variable tr,independent
264,6478,cb indexedsearch autocomplete should supprt th,88684,rnwhen using static info tables together wit,independent
265,1906,actually an id of formelement in mailform is,20187,is there possibility to check the click enla,independent
266,14974,the secureformmail feature makes i,16383,hirnit would be nice if there would be an,independent
267,34343,in issue caching for stdwrap was introd,55870,currently datetime field handling is bit of,independent
268,70982,default styles are removed from default typosc,713,recently for me it is only possible to add a,independent
269,67150,hirnrnit would be nice if one can edit th,38060,prern rn webkitboxsizing border,independent
270,49096,currently the coordinates for each location a,34816,it should be possible to encrypt decrypt l,independent
271,79846,will there be an update to support lts v,23553,if you are writing into textarea field in th,independent
272,7814,it would be nice if rnprernplugintx,51879,for modes register and edit it should be p,independent
273,23248,in flexforms when you use link field the c,1052,ich denke das es besser wäre wenn man in der,independent
274,66366,add new viewhelper that used the new renderi,46111,need to allow to delete comment by the aut,independent
275,17615,currently its possible to override field prop,4745,no idea if its correct spanish but here we go,independent
276,35825,currently we have stage area for lts on,5930,external files are requested for each and ever,independent
277,9070,hellornrnunfortunately the possibility to,93063,flash messages are now natively stored as arra,independent
278,37251,use fal file extension filter in tca,52382,hirnrncurrently when new patchset is up,independent
279,52963,hellornrni came across small problem wi,16994,if you make tcaentry for select or group,independent
280,4128,hellornrni just noticed that the news fee,14383,in the webtemplavoilamodule deleting an con,independent
281,74531,hi after having problems to clear the cache a,8785,think it would be cool if we could convince,independent
282,70443,with sysext forms an input or textarea field,17651,would like to see backend checkbox that en,independent
283,4052,cannot edit fe groups subgroups field because,11150,the functionality intended by the extension is,independent
284,10017,hellornrnit will be nice if we could make,19113,sometimes user objects need to become user int,independent
285,82712,can be useful for an editor to see the proport,43009,please add the federal states of croatia to th,independent
286,79877,hey guysrnrni am using the drawitemhooks,10052,after login feusers should be able to fetch,independent
287,88894,since the ext tablessql has been sim,23600,we have special usermanagement which runs un,independent
288,52134,would like to add more keyboard shortcuts to,18845,the mentioned label ist hardcoded space bet,independent
289,15484,as this extension provides the same inform,9754,implement workspaces list tab,independent
290,30548,write documentation to wiki to complete fluid,18226,it might be useful to users if they had the po,independent
291,48355,it would be nice if it was possible to assign,28831,it would be great to have controller in,independent
292,38149,using tx and t,65397,after uploading files in filelist module ha,independent
293,85323,version create file s,37682,there are violations against the cgl rule func,independent
294,79235,cleaning up sys log is tedious taskrni be,88894,since the ext tablessql has been sim,independent
295,34081,each indexer should optionally tag the indexed,52137,in upcoming cms the tt content tabl,independent
296,10,from the guide component names,43250,it would be great if the extension would have,independent
297,19598,the attached patch will add the following feat,19091,the current options are comma semicolon and p,independent
298,2424,the filetree should be visible on the tab,19340,buttons of context menu items that are active,independent
299,15747,if one deletes ce images also remove the c,65228,until now its not simple to get sys category,independent
300,16047,it would be nice to if its possible to limit,692,clone functionality from irre in backend for i,independent
301,8347,this patch is for version,77790,if you need your own indexphp script because,independent
302,16728,additionalparams for links should be available,21257,in there are several new security re,independent
303,6696,configure sorting order of results,20255,in div there should be helper function,independent
304,57439,have created dce in which want to left a,23445,currently we have the option collapseall which,independent
305,59123,at the moment the dependency is locked to st,21997,if you get content from foreign server throu,independent
306,33767,the php function parse url allows to split u,34232,the selectviewhelper should offer translation,independent
307,49757,would like to use this package but have no,50727,am missing field page class within the p,independent
308,85137,it would be really nice if fluid templates co,16199,use of phpvalidation serversided instead o,independent
309,72177,currently tmenu for example doesnt use and,50219,the workspace module onyl can be extended by o,independent
310,153,feature photos need to be replaced by real photos,11640,currently only one language is supported,independent
311,14776,in the extension manger would like to assig,11640,currently only one language is supported,independent
312,51353,when user validates the form with an empty f,14383,in the webtemplavoilamodule deleting an con,independent
313,32840,attachments would be easier to handle if they,91941,for extension development it would be helpful,independent
314,54717,its useful to get relation to the chats,41953,check the quota of each email account by,independent
315,77790,if you need your own indexphp script because,82855,if you add an online media file youtube or vi,independent
316,31261,it should be possible to declare an interface,3664,hi rnrnin the setup module some things ar,independent
317,66606,hirnrncurrently if you have define pre,44258,when calling packagemanagercreatepackage you,independent
318,90203,the current workspace should be accessible in,23267,currently the core loads only one css file for,independent
319,29196,it might be convenient to be able to use cus,81527,mystagern extensionsstage,independent
320,14428,the access key combination is added to the,61106,hirnrnis there way to auto insert metad,independent
321,18473,the page browser should be hidden if not enoug,6250,for each role it would be nice to select def,independent
322,48676,oliver hader requested via otrsrnrn hi d,14831,that would be nice to be able to drag and drop,independent
323,24301,for stylingpurposes it would be fine if there,1665,currently there is no way to adjust the tab wi,independent
324,35195,at the moment the following is allowedrnr,36077,ides like phpstorm get confused with code comp,independent
325,30941,hellorni think should be very useful search,25259,in the list of available media content provide,independent
326,62335,backend app focussed on managing backend user,10224,the browser will enable the integration of any,independent
327,26950,if have an accessdeniedexeption caused by po,7505,some processes may require clean up of the o,independent
328,5998,currently there is an option to set subpack,77157,for list view az listrnit would be nice i,independent
329,33646,in cal bugtracker we have issue from ancien,7201,add constant to enabledisable noconflict mode,independent
330,51376,there are several configuration options in the,51219,currently conv method and cs utils,independent
331,4874,have some suggestions maybe you will find t,28652,commands should be able to define an exit code,independent
332,16403,it would be great if there is way to write a,46462,am currently writing uniquenessvalidator a,independent
333,7812,add field for plugin specific ts configurati,72169,the extension fluid includes jquery librarie,independent
334,16974,this is feature request for,15474,it should be possible to use abbrsomething,independent
335,17956,want to use mm relation between product,1169,it would be nice to hace listview in table f,independent
336,4154,adding svn context menu for the extensions i,19298,colours defined in rtecolors and configured f,independent
337,38557,hirnrnthat extension could be nice one,23898,one part of the current typoscript tuning proc,independent
338,55638,it would be nice if the form extension also us,49805,the displaycond directive allows to disableen,independent
339,54981,the ability to resize images while browsing th,2389,hirnrni would like to use this extension,independent
340,19543,problemrnthe admin panel currently is tied,13250,if somebody want to use his own captcha fontfi,independent
341,9005,we want to implement wizard like tool that,64698,the menu in install is only clickable on text,independent
342,21806,the feature adds three pagetsconfig options to,25590,following properties have to be updatedrnr,independent
343,68523,can someone add the keyboard combination crtl,37748,list of open documents,independent
344,35130,,59384,hello therernrni recently ran into prob,independent
345,4482,there is an extension rscliem that has cli c,6781,for the app we need mailer and swift mailer,independent
346,22515,the attached patch adds preprocesshook to t,61885,currently there are some problems when using,independent
347,13380,write documentation,53148,chcemy mieć środowisko produkcyjnestaging d,independent
348,88766,the tca behaviour allowlanguagesynchronizatio,40681,the asynchronous suggest wizard in tce forms l,independent
349,19604,upgrade prototypejs to latest release,80270,possibility to switch partial folder according,independent
350,8335,setting create multiple choice se,36171,for the caption of an image the default max s,independent
351,5087,the layout for lists will extended with marker,69572,when page content is inherited from different,independent
352,1545,currently flexform field for pm infos is inc,49749,several be modules now use extbase and fluid,independent
353,45763,file names with timestamp will avoid that cli,1164,first step is done see screenshotrnrnmag,independent
354,30523,it will be very helpful if the deadline for re,13957,needed the following syntaxrnrn cat,independent
355,27803,here is patch to add divgetfileabsfi,64446,the link open backend in the adminpane,independent
356,85789,hirnrni have instance in which,46634,until there was an extension to set the se,independent
357,66371,to use the renderingregistry introduces with,80092,my current problemrnrncontinually enhan,independent
358,53148,chcemy mieć środowisko produkcyjnestaging d,4707,we need language selector without the onchan,independent
359,49446,hate scrolling to bottom of the whole frame,6736,currently it is very unhandy to chain multiple,independent
360,1026,describe how newbie could add page small,49448,in new versions of jquery some feature,independent
361,2713,the attached patch allows to specify an altern,30509,please support again pasting content elements,independent
362,22327,when using simulatestatic and realurl in the s,31801,,independent
363,85371,provide way to make ts constants available i,1811,now if field is required it will automatica,independent
364,33372,this completes the restructuring of legacy ht,43858,hi juergenrnrnit would be very useful whe,independent
365,1078,if an user doesnt have access to page where,40497,add button to docheader which directly routes,independent
366,31262,working with positional arguments in construct,23921,one part of the current typoscript tuning proc,independent
367,51843,fluid backporter should be and compatibl,13157,should use inheriet values not the default va,independent
368,36229,in its performance best practices google sugge,18078,in htmlarea rte text direction is currently s,independent
369,12004,when the data is of type xml it should be pos,27160,hello coreteamrnrni just see that you wa,independent
370,79531,add an multiselect inspector editor,16336,in the pages table in the database each rec,independent
371,29198,sql query parts are rendered by general stdwra,63012,when importing data from xml structure if a,independent
372,13036,the structure of the standard subscription tem,15090,for now undohistory feature isnt very nice,independent
373,58991,in the moment the returnpath of sendet mail i,14447,the extension manager makes it clear rnthe,independent
