,id1,Description1,id2,Description2,Type of dependency
39,20431,although class offer attribute recipi,44877,hey teamrnrncurrently flow,independent
40,14870,relpathprefixsetting applied,4135,possible focusrn generation pretty,independent
41,6381,see subject,34824,help popup annoying disa,independent
42,71038,extensioncommandcontroller provides,19343,hook allows add additional tab use,independent
43,41347,many feature getimgresource currently,43327,drag drop page module woul,independent
44,43234,database function searchquery build qu,37156,moment insecure extension,independent
45,50262,think add keywords composer,69464,setting languagetitle give,independent
46,82625,hi allrnrnthe idea load first f,69794,currently memcachedbackend support,independent
47,6640,would interesting implementat,14678,situation create new page eg page ne,independent
48,10821,seems there way output fla,76133,want suggest extending clearcache,independent
49,18594,would nice selected stdwrap prope,47697,user must able save rdf r atom fe,independent
50,75241,extend nginx proxy server,9753,data delivered must visualized,independent
51,6668,caretaker already storing noderoleaddress,40463,hi matesrni think could usefull add,independent
52,90484,hello dearrnrnthe viewhelper,84814,querybuilder currently possi,independent
53,49478,already possible show debug output,17792,using rte way prevent,independent
54,33826,hy guysrnunfortunately browser doesnt,70,convenience function eg property,independent
55,87897,meaning would like add another link cate,5162,moment already interface,independent
56,52170,miss brute force protection,26284,idearninclude formalizeme making form,independent
57,69496,used feature indexed search w,45421,hello kurtrnfirst make ver,independent
58,3526,use eid api graphical audio captcha ge,15954,html defines number entity,independent
59,86880,would nice view password,2281,large image could useful scale,independent
60,90444,page layout module rewritte,5149,count result currently something like,independent
61,13710,hemmerchrnrncurrently po,29758,setting defined typoscript,independent
62,24842,today befuncgetprocessedvalue two,17640,tiny feature imho useful,independent
63,5202,implement effect shear using svg,75385,today evaluated extension focus,independent
64,49998,extension also designed extens,33749,integrate file abstraction layer api,independent
65,11720,template coding complex ne,78904,respectwordboundaries true language,independent
66,60244,would nice output questio,9755,implement modal window extjs take existi,independent
67,22303,attached patch rewrite rte spell chec,6696,configure sorting order result,independent
68,25177,would like introduce possibility dis,87889,add possibility modify admin url,independent
69,50519,hellornrnonce make sh,21201,path displayed search hit beco,independent
70,87670,clear cache button activated,29296,patch request add possibility def,independent
71,39622,requierjs javascri,37156,moment insecure extension,independent
72,4153,add sorting icon vhen orderlinkintitle use,18755,two tree installationrn,independent
73,17709,hirnrnits possible add typoscript,80771,provider generic static status error page,independent
74,54515,please enable stdwrap highlighted word,3938,check possible use builtin typ,independent
75,15960,given possible check method,25895,currently removeformat doesnt strip,independent
76,78404,acceptance test scheduler taskrn,27015,sleep iterate arrayscollections,independent
77,88921,whatrnrnthis event triggered,9288,current implementation getsinglenavigat,independent
78,46908,hirnrnif delete page remain,9768,install oldschool exten,independent
79,27339,content link add recor,83710,important set title r,independent
80,79196,maybe necessary reload toolbar menu,86983,automatic deployment use console,independent
81,7186,add french translation,11443,rn ig,independent
82,48588,would nice property stdw,54603,installing extension dependency,independent
83,2600,willing add french translation,34283,render custom header control using rende,independent
84,32891,changing user setting backend,72449,functional test need test extbase co,independent
85,49172,add language icon legend fieldsetrndi,62953,hi marcrnrnwould possible add,independent
86,50102,adding zeptojscould good idearn,16199,use phpvalidation serversided instead,independent
87,515,signed cla flag displayed,21666,currently different state login subpar,independent
88,45765,programmer sc parser made compa,9754,implement workspace list tab,independent
89,17812,requested wiki,1194,backend module show information whi,independent
90,1077,user able style list output wi,59627,hello therernrni thought sad,independent
91,87421,order monitor csp violation misconfi,4261,add indicator disabled task,independent
92,2425,second peter thisrnrnthe filetree shou,36830,based domcrawler,independent
93,15440,patch implement s dragdro,83825,possibility use checkboxes select mult,independent
94,10344,hellornrni like caretaker much,36171,caption image default max,independent
95,46732,prernjsfile extmgmsiterelpath,67378,would great ogimage would fall back,independent
96,29568,result list allow markerrnr,11159,near future connector service,independent
97,90983,extension scann,25133,use basernprerntemptmenuul,independent
98,34495,filteroptions providing automated tagging,14397,howto sign mailinglist without getting hu,independent
99,5114,currently status info mixed need,8653,make date format contact property,independent
100,56152,ive following constellationrnrnone model,72603,pagebrowser fully implemented wi,independent
101,48314,hellornrnplease show icon column,7621,currently categoryrecords selected,independent
102,3206,use crm service arti,25655,scheduler enhanced additional,independent
103,59627,hello therernrni thought sad,28454,update manual correct mistake ie render,independent
104,63018,heyrnrnit would great could add,37457,nicola lombardini suggests via mail use co,independent
105,15404,cant properly styled backgroundima,4640,as development dr wiki ng hugely de,independent
106,60865,cs multicolumn menu buggy browser,33131,input field allow name like object,independent
107,29258,define several environment,68757,current state possible u,independent
108,32654,extend browser displaying reco,92486,make usage sys file collection easier,independent
109,11340,hi againrnrni added configuration,9947,need install tool migration script hel,independent
110,39690,make table accessible property edit,23449,use multiple language normally,independent
111,60806,currently need specify bgimg,66187,implementation possibility movecopy,independent
112,20521,working regular expression regexp de,8871,dam lightbox yet support localisation,independent
113,14425,running fairly old version mediawik,10398,wanted hide table using pagetsconf,independent
114,39214,using textfield viewhelper render,88734,mn relation defaultorderings,independent
115,34495,filteroptions providing automated tagging,22013,hellornrnimho search function,independent
116,17658,nice feature requestrnpossibility hide,39826,look like possibility use back,independent
117,55280,page prov,62171,could handy sometimesrnrnprer,independent
118,36715,first step collect idea,15512,hellornrni would need field tca,independent
119,38876,prernwebkithyphens autornmozhyphen,39631,currently dce field visible list v,independent
120,27265,would great way nona,37566,issue impossible use,independent
121,52114,search function page setting,87117,problemdescriptionrnrnwould make,independent
122,3487,need resolve,23832,current dom html rendering code well,independent
123,2365,configuration setting pointcutfilter cur,20297,forge hci,independent
124,14540,verticalalignment table config table,15173,add new configoption conf varsbe,independent
125,75746,tried fluid versionrnprerntt conten,84640,devs nice see id con,independent
126,48473,add action backend module test whether l,27322,add support appserverinphp could,independent
127,27103,hey therernrncan expect update,9478,experience ext try use,independent
128,65862,hi everyonernrnwhy possible,2661,proposition sort record page ip,independent
129,52163,moment jquerymobile used,45488,patch add possibility use meaningf,independent
130,88888,trying find signal use,7936,download simliar name,independent
131,9327,yet fully functional restcontroller,538,doctrine sourcecode fetched via,independent
132,49190,garbage collection session,19982,support additional frontend editing control,independent
133,13997,localized plugin french,48804,itd nice one could select address en,independent
134,65002,update specific extension,25476,analyzer performance module,independent
135,80869,andreas created nice design error,7978,old version must blog po,independent
136,22015,good idea configurable pid p,90014,onnly value normal allowed global opt,independent
137,82260,styling result indexed search,92534,extension compatible vers,independent
138,2393,currently multiple domain configuration,47702,feature help visitor subscribe,independent
139,69035,right necessary place validati,33506,want deal extbase fluid,independent
140,41358,currently raw plain php constant,24052,one part current typoscript tuning proc,independent
141,21685,standard mail form doesnt allow,36440,badly miss opportunity place banner,independent
142,58285,hey hornrnfor project require hook,18307,creating reference copy element,independent
143,60596,logged frontend user able add,8279,test result chart contain informat,independent
144,6640,would interesting implementat,93188,think option disable,independent
145,92861,currently maxlength set text,39690,make table accessible property edit,independent
146,54832,current renderingrnrninput typeradio c,83656,allow import existing redirects r,independent
147,25407,use divgetuserobjclassname,16892,current release allows one sysfolder,independent
148,33451,add contextsensitive help table operation,18051,would nice shortcut manager,independent
149,80342,sysextension validator url,19931,hirnrnwould nice hook sc,independent
150,77667,folder icon suggest wizard somet,64599,see attached patch,independent
151,27794,set limit language access l,32436,extra column show date exte,independent
152,55638,would nice form extension also u,3852,class sho,independent
153,3683,currently moving work correctly hi,62877,order streamline javascriptrncode,independent
154,28699,cant find way place user command,67453,logout one redirect,independent
155,80853,frontend routing done template servi,59474,use placeholder search input,independent
156,49799,current version surf open new ssh co,15063,problem user doesnt po,independent
157,34475,cache tag could reused nc staticfile c,16380,eg publishing new page clear cach,independent
158,36219,performance could suffer load caused,28919,new version,independent
159,50640,support configuration format de,20799,problem rnsometimes would like,independent
160,14606,changing image width image pro,73596,index section juste add one ligne class,independent
161,30317,stringconverter extended supp,2832,need validator check minimum,independent
162,5910,typoscript option allo,65698,additionalresourceservice workspace,independent
163,33655,eg edit level page edit first le,33593,last year website banner,independent
164,56711,tail currently rest client new c,67357,might remember talked,independent
165,2832,need validator check minimum,1214,option typoscript flexform,independent
166,31529,flexform option include subcategories,45942,hello design teamrnrnthe extbase team ask,independent
167,38821,using file abstraction layer fal re,5498,new questiontype added radiobutton,independent
168,49178,hellornrni experience dce f,3135,lot javascript written inline w,independent
169,36549,using jslidernews tt news,14588,xhtml later xhtml version lang,independent
170,38627,augment reflection information data,14575,would like add new option hmenu w,independent
171,17208,class db function exec repl,19963,editing mode handling moved core,independent
172,4505,access file,7266,hirnrncould please change line,independent
173,16523,hellornrnthe list dependant sugges,46634,extension set se,independent
174,16994,make tcaentry select group,45760,want change social medium banner show,independent
175,36121,make view help php extension,53007,rnwhen want create new inline eleme,independent
176,13612,would nice checkbox andor t,36431,would nice hook bef,independent
177,38469,change improves general spacing cg,86844,might previously used page ty,independent
178,67580,change remove extjs livesearch introd,1011,optionally show select link,independent
179,66591,function add image directory ser,9319,would nice fancy icon choose,independent
180,17466,want create gmenu useing typoscrip,19323,add configuration option disable resizing,independent
181,61106,hirnrnis way auto insert metad,60865,cs multicolumn menu buggy browser,independent
182,93114,shona snrnrnshona bantu language,6025,moment method gimme p,independent
183,4097,hi thomasrnrnwe think using ex,14582,annoying get last query,independent
184,61800,able render kind medium file,49446,hate scrolling bottom whole frame,independent
185,45798,defaulttca field medium int,502,simple internal server error misl,independent
186,66249,possible next version go map,67080,logged install tool l,independent
187,60936,issue created exten,85678,lot way setting title tag,independent
188,1085,atom feed activity proj,35355,list field used,independent
189,25223,imagine particular field irre chil,70049,hirnrnwhat happens admi,independent
190,33049,hi therernrni found configuration,77277,sometimes happens get error oops,independent
191,41282,please create conference badge according,6156,sometimes useful able use,independent
192,20203,right tce file gateway small,33117,datetime viewhelper allows passing st,independent
193,25383,currently allowed sort mode asce,5784,feature could add new plugin allow,independent
194,19212,dam em setting htmlarea rte integratio,79505,currently possible simply extend,independent
195,32545,extension one workspa,29512,hi therernrna nice feature adm,independent
196,49152,move flowplayer file contrib resolve,83075,common support placeholder l,independent
197,23790,would great hook inside fu,18017,content element uploads always display,independent
198,77108,last week tried create resourcest,37077,work following step,independent
199,29331,currently duplicate content issue,53857,hi francoisrnrnwhile trying install th,independent
200,34169,behavior component need,5202,implement effect shear using svg,independent
201,85051,scope gdpr eprivacy regulation,15350,hirnrnive met famfamfamcom web,independent
202,1791,route cached momentrntodo,5882,currently everytime package manager,independent
203,25697,change creates exception hierarchy,20742,youd like know current record,independent
204,70495,hirnrncould integrate database po,53142,realized content regular content e,independent
205,15633,hirnrni hope could time,16047,would nice possible limit,independent
206,16635,would great rte would store,64148,avoid updating sessiontimestamp within,independent
207,8844,performance module add scheduler task c,87421,order monitor csp violation misconfi,independent
208,15134,please create text link alternative con,3938,check possible use builtin typ,independent
209,10453,need clean template element,44006,php ic utopia longer work,independent
210,92430,add recursive filter search functionality,20518,id like hook,independent
211,3208,patch provides flexibility,79534,multiple thing adjust ldap configur,independent
212,18838,usage icon insead xrn,33387,searching net finally,independent
213,89244,create service send broadcast message fr,79342,nginx site recipe look datab,independent
214,19345,would great hook function,23139,link access restricted page set,independent
215,40414,provide new request engine based curl w,35706,id like virtual browser class allow,independent
216,1956,mailform support defining specific po,14369,installed php mssql ii win,independent
217,9774,follow fromrn,56910,hi allrnrnthe arcavias extension mak,independent
218,19183,rte recieves keyboard focus automatically,34507,tt newsimporter optionally add fe,independent
219,88183,fluid template path defined gl,28495,proposed http request,independent
220,88380,custom pagecontenterrorhandler,35209,feature provided included,independent
221,40729,different mode displaying constant,42169,right replace placedholders tra,independent
222,8992,currently missing count viewhelper,6381,see subject,independent
223,50610,two way build data table map,16035,make easier write xdb code might b,independent
224,21872,useful stdwrap properti,57653,please add typoscript option define dif,independent
225,12813,hy guysrni extend brower hook fo,53621,hellornrnfirst big thanks th,independent
226,10078,english locallangfiles shipped,14599,firefox something wrong wid,independent
227,19151,import export module currently,69602,avoid complex typoscript integrator,independent
228,87300,allows use multiple session per user,37908,hirnrni created skin jqueryui w,independent
229,53783,currently formbuilder load every form wi,60143,notype prevents link single view,independent
230,13898,current bugday banner outdated,1005,currently htmlarea plugin flexform,independent
231,15778,hellornrnwhat think consta,9956,would nice possible update,independent
232,28791,extbase throw exception render er,3062,prefatal error call undefined method tx,independent
233,75335,hirnrnwhat pngquant,36813,similar thisoutput thisoutputli,independent
234,69980,news post marked via class icon,50115,configuration manager method loadpo,independent
235,9070,hellornrnunfortunately possibility,46369,system extension config option,independent
236,77305,hi francoisrnrnit would nice ha,91941,extension development would helpful,independent
237,30232,decided enough make one,2807,thought somethingrnrnthere,independent
238,33851,link pdf download get property,21204,first following tryrni,independent
239,14501,applying inline style doesnt,67766,press feature would great,independent
240,14562,indexed search also four sql statement,90678,please add sortable system category,independent
241,267,use initializeaction initializat,29755,tweet template adjustable extco,independent
242,2289,extension experimental moment,46398,would great radius search could,independent
243,8289,frontend plugin existing user,22000,attached patch introduces api,independent
244,32084,certain situation setup behind,19852,allow assign lang attribute elementsn,independent
245,89100,adding signal tell refeferenceindex,49535,cm fal field getting converted old da,independent
246,52695,allow creation group scheduler,22401,attached patch reorganizes rte image,independent
247,33132,prefix forced using,25091,remove extension configuration variable tr,independent
248,6478,cb indexedsearch autocomplete supprt th,88684,rnwhen using static info table together wit,independent
249,1906,actually id formelement mailform,20187,possibility check click enla,independent
250,14974,secureformmail feature make,16383,hirnit would nice would,independent
251,34343,issue caching stdwrap introd,55870,currently datetime field handling bit,independent
252,70982,default style removed default typosc,713,recently possible add,independent
253,67150,hirnrnit would nice one edit th,38060,prern rn webkitboxsizing border,independent
254,49096,currently coordinate location,34816,possible encrypt decrypt l,independent
255,79846,update support lts v,23553,writing textarea field th,independent
256,7814,would nice rnprernplugintx,51879,mode register edit p,independent
257,66366,add new viewhelper used new renderi,46111,need allow delete comment aut,independent
258,17615,currently possible override field prop,4745,idea correct spanish go,independent
259,35825,currently stage area lts,5930,external file requested ever,independent
260,9070,hellornrnunfortunately possibility,93063,flash message natively stored arra,independent
261,37251,use fal file extension filter tca,52382,hirnrncurrently new patchset,independent
262,52963,hellornrni came across small problem wi,16994,make tcaentry select group,independent
263,4128,hellornrni noticed news fee,14383,webtemplavoilamodule deleting con,independent
264,74531,hi problem clear cache,8785,think would cool could convince,independent
265,70443,sysext form input textarea field,17651,would like see backend checkbox en,independent
266,4052,cannot edit fe group subgroup field,11150,functionality intended extension,independent
267,10017,hellornrnit nice could make,19113,sometimes user object need become user int,independent
268,82712,useful editor see proport,43009,please add federal state croatia th,independent
269,79877,hey guysrnrni using drawitemhooks,10052,login feusers able fetch,independent
270,88894,since ext tablessql sim,23600,special usermanagement run un,independent
271,52134,would like add keyboard shortcut,18845,mentioned label ist hardcoded space bet,independent
272,15484,extension provides inform,9754,implement workspace list tab,independent
273,30548,write documentation wiki complete fluid,18226,might useful user po,independent
274,48355,would nice possible assign,28831,would great controller,independent
275,38149,using tx,65397,uploading file filelist module ha,independent
276,85323,version create file,37682,violation cgl rule func,independent
277,79235,cleaning sys log tedious taskrni,88894,since ext tablessql sim,independent
278,34081,indexer optionally tag indexed,52137,upcoming cm tt content tabl,independent
279,10,guide component name,43250,would great extension would,independent
280,19598,attached patch add following feat,19091,current option comma semicolon p,independent
281,2424,filetree visible tab,19340,button context menu item active,independent
282,15747,one deletes ce image also remove c,65228,simple get sys category,independent
283,16047,would nice possible limit,692,clone functionality irre backend,independent
284,8347,patch version,77790,need indexphp script,independent
285,16728,additionalparams link available,21257,several new security,independent
286,6696,configure sorting order result,20255,div helper function,independent
287,57439,created dce want left,23445,currently option collapseall,independent
288,59123,moment dependency locked st,21997,get content foreign server throu,independent
289,33767,php function parse url allows split u,34232,selectviewhelper offer translation,independent
290,49757,would like use package,50727,missing field page class within p,independent
291,85137,would really nice fluid template co,16199,use phpvalidation serversided instead,independent
292,72177,currently tmenu example doesnt use,50219,workspace module onyl extended,independent
293,153,feature photo need replaced real photo,11640,currently one language supported,independent
294,14776,extension manger would like assig,11640,currently one language supported,independent
295,51353,user validates form empty f,14383,webtemplavoilamodule deleting con,independent
296,32840,attachment would easier handle,91941,extension development would helpful,independent
297,54717,useful get relation chat,41953,check quota email account,independent
298,77790,need indexphp script,82855,add online medium file youtube vi,independent
299,31261,possible declare interface,3664,hi rnrnin setup module thing ar,independent
300,66606,hirnrncurrently define pre,44258,calling packagemanagercreatepackage,independent
301,90203,current workspace accessible,23267,currently core load one cs file,independent
302,29196,might convenient able use cu,81527,mystagern extensionsstage,independent
303,14428,access key combination added,61106,hirnrnis way auto insert metad,independent
304,18473,page browser hidden enoug,6250,role would nice select def,independent
305,48676,oliver hader requested via otrsrnrn hi,14831,would nice able drag drop,independent
306,24301,stylingpurposes would fine,1665,currently way adjust tab wi,independent
307,35195,moment following allowedrnr,36077,ides like phpstorm get confused code comp,independent
308,30941,hellorni think useful search,25259,list available medium content provide,independent
309,62335,backend app focussed managing backend user,10224,browser enable integration,independent
310,26950,accessdeniedexeption caused po,7505,process may require clean,independent
311,5998,currently option set subpack,77157,list view az listrnit would nice,independent
312,33646,cal bugtracker issue ancien,7201,add constant enabledisable noconflict mode,independent
313,51376,several configuration option,51219,currently conv method c utils,independent
314,4874,suggestion maybe find,28652,command able define exit code,independent
315,16403,would great way write,46462,currently writing uniquenessvalidator,independent
316,7812,add field plugin specific t configurati,72169,extension fluid includes jquery librarie,independent
317,16974,feature request,15474,possible use abbrsomething,independent
318,17956,want use mm relation product,1169,would nice hace listview table f,independent
319,4154,adding svn context menu extension,19298,colour defined rtecolors configured f,independent
320,38557,hirnrnthat extension could nice one,23898,one part current typoscript tuning proc,independent
321,55638,would nice form extension also u,49805,displaycond directive allows disableen,independent
322,54981,ability resize image browsing th,2389,hirnrni would like use extension,independent
323,19543,problemrnthe admin panel currently tied,13250,somebody want use captcha fontfi,independent
324,9005,want implement wizard like tool,64698,menu install clickable text,independent
325,21806,feature add three pagetsconfig option,25590,following property updatedrnr,independent
326,68523,someone add keyboard combination crtl,37748,list open document,independent
327,4482,extension rscliem cli c,6781,app need mailer swift mailer,independent
328,22515,attached patch add preprocesshook,61885,currently problem using,independent
329,88766,tca behaviour allowlanguagesynchronizatio,40681,asynchronous suggest wizard tce form l,independent
330,19604,upgrade prototypejs latest release,80270,possibility switch partial folder according,independent
331,8335,setting create multiple choice se,36171,caption image default max,independent
332,5087,layout list extended marker,69572,page content inherited different,independent
333,1545,currently flexform field pm info inc,49749,several module use extbase fluid,independent
334,45763,file name timestamp avoid cli,1164,first step done see screenshotrnrnmag,independent
335,30523,helpful deadline,13957,needed following syntaxrnrn cat,independent
336,27803,patch add divgetfileabsfi,64446,link open backend adminpane,independent
337,85789,hirnrni instance,46634,extension set se,independent
338,66371,use renderingregistry introduces,80092,current problemrnrncontinually enhan,independent
339,49446,hate scrolling bottom whole frame,6736,currently unhandy chain multiple,independent
340,1026,describe newbie could add page small,49448,new version jquery feature,independent
341,2713,attached patch allows specify altern,30509,please support pasting content element,independent
342,85371,provide way make t constant available,1811,field required automatica,independent
343,33372,completes restructuring legacy ht,43858,hi juergenrnrnit would useful whe,independent
344,1078,user doesnt access page,40497,add button docheader directly route,independent
345,31262,working positional argument construct,23921,one part current typoscript tuning proc,independent
346,51843,fluid backporter compatibl,13157,use inheriet value default va,independent
347,36229,performance best practice google sugge,18078,htmlarea rte text direction currently,independent
348,12004,data type xml po,27160,hello coreteamrnrni see wa,independent
349,79531,add multiselect inspector editor,16336,page table database rec,independent
350,29198,sql query part rendered general stdwra,63012,importing data xml structure,independent
351,13036,structure standard subscription tem,15090,undohistory feature isnt nice,independent
352,58991,moment returnpath sendet mail,14447,extension manager make clear rnthe,independent
353,92022,week number missing datetimepicker,21145,using following condition userfunc use,independent
354,82809,extension us function addi,63563,like llxmltranslate lfeditor track cha,independent
355,38954,allow grouping log record belonging,31480,hi would great location fie,independent
356,21407,lack general encryption supportrnthi,72317,search usernames user admin,independent
357,561,requested jens hoffmann,6594,fe would nice,independent
358,22035,hi rnrnthere feature related w,47647,slightly modifying source sphinx,independent
359,83589,hi guysrnrnis possible get curr,8499,enable manual sorting role inside,independent
360,15076,dropdownmenue visible editin,5736,hirnsine templavoila native drag,independent
361,8415,project content edited v,66796,might convenient able manipulat,independent
362,1301,show active picture,2554,hellornrnit would great could del,independent
363,47829,selection allowed excludefields,24255,hirnrncambodia flag missing opt,independent
364,12884,sysfolder folder field contai,67975,get value recursive current value empt,independent
365,91810,introduce javascript templating engine simil,11443,rn ig,independent
366,24041,inline relational record editing irre par,47948,always suitable download impo,independent
367,9617,html template,16645,short description extension bzb newlogi,independent
368,4406,currently yaml configuration file par,26678,hi everyonernwe need set central st,independent
369,22427,extjize browser identificationnnnnnissu,15747,one deletes ce image also remove c,independent
370,16731,struggling prevent friend ie fr,42401,figure best way render categori,independent
371,52083,please add option get file recursive,85678,lot way setting title tag,independent
372,88725,result split page link,61106,hirnrnis way auto insert metad,independent
373,14362,ive converted searching word,25590,following property updatedrnr,independent
374,19000,would allow extension notably dam,6868,enforce concept immutable value ob,independent
375,81844,conditional comment outlook remov,31016,translation indexed search,independent
376,50641,simple deployment description,25580,would handy code completion,independent
377,6376,calculating number available place,5224,would great wiki enabled,independent
378,43347,since issue configuration global,6091,run compatibility problem,independent
379,22241,attached patch rewrite rte character,83198,hi j cs file compress tool fine,independent
380,9709,using findall findby order,46445,templavoila got used copypaste,independent
381,2596,hi dmitryrnrnyour tt news importer work,20556,typoscript setting configadmpanel,independent
382,33299,retrieving logger factory,2230,implement overloading namespacesrnrnn,independent
383,4380,analog ifaccess view helper ifrole,3093,make validate annotation work mod,independent
384,22003,create possibility show extension,45627,name change bulgaria palestine,independent
385,25836,measuring peak memory usage comparing w,59197,add viewhelper render access flex,independent
386,87469,acceptance test creatin,2154,mapping configuration checked fo,independent
387,46744,add page open resubmission resid,81451,support full group,independent
388,31167,currently ajax widget store widgetcon,4052,cannot edit fe group subgroup field,independent
389,23267,currently core load one cs file,16460,introducing new constant eg stylescontent,independent
390,2729,ive created group called customer withi,80542,there already asyncrn,independent
391,18100,divcalluserfunction return false wh,12340,tx linkvalidator linktypes interface curre,independent
392,21921,would usefull could log al,34114,htmlarea rte set custom attribute external,independent
393,55429,recently ran problem solr,56711,tail currently rest client new c,independent
394,39526,support responsive design added vers,25358,clear cache function clear exter,independent
395,8274,href classlightwindow needed get wt l,15762,feature asked creation multiple pageco,independent
396,14216,extension manager doesnt export empty dir,15075,would great adapt two different,independent
397,10453,need clean template element,1469,treeview handy selecting instance g,independent
398,39228,possibility like wellknown exte,17466,want create gmenu useing typoscrip,independent
399,47948,always suitable download impo,42065,hellornan useful feature could filter,independent
400,7800,rnwhen someone click date archi,1016,make possible define list often u,independent
401,3793,form view helper automatically add c,78518,prernlibpbsocial userrnlibpbsocial,independent
402,33900,since jochen rau merged backport fl,28622,add basicservice install tool,independent
403,92193,create new task scheduler,44154,hi allrnrnas probably know strive,independent
404,21948,ive added new doktype want replicate,36217,using create rest controller,independent
405,10344,hellornrni like caretaker much,72449,functional test need test extbase co,independent
406,2911,add feature select custom date using jqu,16707,stupid behaviour oracle treat emptry,independent
407,22140,core script rte old wellst,90639,sometimes miss information cur,independent
408,31909,routing explorable cli,1306,make news subheader news image,independent
409,3616,need general concept store user,7800,rnwhen someone click date archi,independent
410,18195,several website project,6093,possible exclude field f,independent
411,17080,autoincrement field dont work properly ad,33509,option show crdate,independent
412,2284,reflection service cache reflecti,19212,dam em setting htmlarea rte integratio,independent
413,1713,im sure making shell f,28492,include captcha check validation,independent
414,79392,please remove inline javascriptrnrnex,11046,hirnrnif want use beuser setting l,independent
415,76183,hi rnrnit would great could ad,23896,one part current typoscript tuning proc,independent
416,88684,rnwhen using static info table together wit,45127,label mail address namedrn,independent
417,2297,object builder setter autowiring,73650,oddly field missing contact record,independent
418,14618,search letter result,31484,would nice way modi,independent
419,45683,try reuse single medium element plugin,18902,useful many people change def,independent
420,4460,provide view helper allows iterate,29147,extension updated via extension,independent
421,27361,cache page cleared,49010,need ask myopenid usern,independent
422,21565,need generate many thousand,59129,rncurrently placeholder value field,independent
423,60598,applicant able add attachment,83734,using t property configcache,independent
424,31007,label type shown frontend curr,90774,installation use sys news q,independent
425,31115,standard use share font,90639,sometimes miss information cur,independent
426,27458,eurnrn umsatzsteueridentifikationsnumm,36612,stumbled pluginrnrnredmine,independent
427,8992,currently missing count viewhelper,31945,hook customizing output would gre,independent
428,34495,filteroptions providing automated tagging,45103,resourcepublisher metho,independent
429,81863,certain condition upgrade offere,78459,noticed widgetlinkviewhelper,independent
430,6137,aop framework part flow,24421,extend list following file,independent
431,6651,dear stanislasrnrni created little,19091,current option comma semicolon p,independent
432,18083,defining class link rtecl,31765,widget controller indexac,independent
433,15421,mainitems styled wayrnone table c,6250,role would nice select def,independent
434,83912,adding redirect finisher form crea,16204,would great ability insert link,independent
435,35132,hirnrnit would great make automatic,17650,special requirement needed something l,independent
436,14617,ext xinit twocolumns doesnt show cont,85949,hey addressrnr,independent
437,19635,current rendering content element crea,5019,issue displayed table follo,independent
438,82260,styling result indexed search,37152,extension update table like hash,independent
439,36398,result security enhancement pas,30178,latest project long filename,independent
440,6763,would great would option,17901,currentlly function morewherecla,independent
441,69891,interface unintuitive see,46257,case need print character,independent
442,53783,currently formbuilder load every form wi,14834,patch enable clipboard paste firefox,independent
