Unnamed: 0,Unnamed: 0.1,id1,req1,id2,req2,Type of dependency,Label
1360,1360,19188,add an api method\r\n\r\n template addrecords,19190,add an api method\r\n\r\n template addtcareco,relates,1
1524,1524,16786,because there are some plugins enabled to let,18238,because there are some plugins enabled to let,relates,1
332,332,69973,the form wizard has to support the input,50539,please add the input types,relates,1
8062,8062,36509,maybe add to the documentation that uri redire,34381,this is feature request for having the possibi,independent,0
1370,1370,19586,using latest firefox after the auto logout th,19152,as part of implemented this idea \r\npa,relates,1
7287,7287,27803,here is patch to add div getfileabsfi,6913,because uses many nested objects debugg,independent,0
4536,4536,82019,there are various locations in tca which requi,37156,at the moment insecure extensions are only ma,independent,0
522,522,57691,the documentation editor should allow files to,55193,it would be useful to add drag and drop to the,relates,1
2407,2407,49151,move flowplayer files to contrib to resolve,23979,currently when the mouse moves over an emotic,independent,0
1751,1751,5111,the overview module should have an overview of,4895,the statistic informations should be available,relates,1
9329,9329,18854,there exists no css class for the edit icons,21565,when needs to generate many thousands of,independent,0
3430,3430,69359,having the following snippet as example \r\n\r,52586,hi \r\n\r\ni write patch about listing exten,independent,0
1765,1765,8114,after changing quantity of cart items or delet,69199,for caching purposes it would be great to use,independent,0
6374,6374,9677,it is sometimes very difficult to read the jou,85865,it should be possible to control the default,independent,0
775,775,43134,now that drag drop for content elements in,46437,hi \r\n\r\nit would be great if like in the,relates,1
8748,8748,14270,in function typolink in class tslib content ph,24108,it seems that it is not possible to set typo,independent,0
913,913,35723,in some proy environments is only the environm,39016,to modify or evaluate the returned values for,relates,1
7227,7227,7718,it would be great if there were the possibili,50564,the rendering of the categories heading is har,independent,0
506,506,58829,currently when using viewhelpers from part,53059,one major source of errors when working with,relates,1
3473,3473,47375,add jquery \r\n\r\nalert the support for,11340,hi again \r\n\r\ni added some configuration to,independent,0
1476,1476,17463,when using the select type instead of inlin,17268,the default behaviour for inline records creat,relates,1
6107,6107,2575,being able to set the sorting field for record,29995,add new options from pending documentation,independent,0
5745,5745,2441,currently method ishashupdateneeded returns,9140,at the moment there is just the initial kickst,independent,0
1049,1049,16484,the configuration of the rte has numerous prop,28325,problem configuring the rte in page ts config,relates,1
952,952,33556,in indexed search/pi/class tx indexedsearch ph,23156,when displaying search results slash is hard–,relates,1
3180,3180,9917,hi guys \r\ni need random list of fe users,11785,hook for handle the list and single result in,independent,0
121,121,23899,sometimes you wish to give control instruction,86220,the debug function at src,relates,1
1356,1356,19185,the current marker templating system collected,19190,add an api method\r\n\r\n template addtcareco,relates,1
9150,9150,29566,die ja immer als erstes angezeigte übersicht,45681,will allow to remove all code related to non,independent,0
5109,5109,6920,m using yafi as general feed import librar,13917,initially reported at,independent,0
1081,1081,27391,would need to allow uploading more than one ve,27390,no flash on the ipad,relates,1
398,398,66111,now fluidtemplate supports layoutrootpaths and,38732,hi \r\n\r\nlets start to modernize content,relates,1
1608,1608,15082,hi \r\nit would be very useful if one can defi,14967,sometimes we need to have file mount eg al,relates,1
5829,5829,58059,original issue created by,39767,it seems that fluidtemplate misses feature,independent,0
224,224,79387,the nonrelationtables and nonrelationfields,65460,the patch,relates,1
263,263,75858,hello\r\n\r\ni would suggest option which en,28382,instead of evaluating google analytics code ri,relates,1
728,728,16158,when want to open popup link it should als,60056,hi all\r\n\r\nwe ve tried to create new dist,independent,0
148,148,84493,noticed that only pages and language tab,84244,tried to use the new way to handle restric,relates,1
209,209,80125,while currently validator for emails exist,80127,the field validator range should set the attri,relates,1
914,914,35807,following security best practices user shou,35627,following security best practices user shou,relates,1
9589,9589,1754,here a couple non bug things regarding tinym,45421,hello kurt \r\nfirst at all did you make ver,independent,0
820,820,39441,what is your opinion about introducing,50132,extracted from issue conte,relates,1
7987,7987,13612,it would be nice to have checkbox and/or ts,72177,currently tmenu for example doesn use and,independent,0
1214,1214,22387,in relation to feature which is currentl,22376,included css and js files is cached by the bro,relates,1
9923,9923,4135,possible focus \r\n generation of pretty down,32891,when changing user settings the backend should,independent,0
8683,8683,3681,to enable this feature thre changes are requir,77576,to replicate similar behavior as in the modu,independent,0
560,560,57692,after being able to move and rename files cre,55193,it would be useful to add drag and drop to the,relates,1
139,139,84704,problem\r\n\r\ncurrently the links are di,84990,problem\r\n\r\ncurrently rtehtmlparser,relates,1
384,384,1301,show the active pictures only if they are in,2554,hello \r\n\r\nit would be great if could del,independent,0
831,831,16362,next to the sent to stage buttons new,50180,when enabled the indentation of the code an,independent,0
8198,8198,14564,it would be nice to have also hooks in,8468,in we have f debug / viewhelper to dump,independent,0
178,178,81593,are there any plans or is it already possible,84133,variants allow you to change properties of f,relates,1
984,984,53817,common widget in our backend are table,6507,it would be nice to have real good ssl certi,independent,0
981,981,2405,before inserting new record in the database,86354,summary \r\nthe function notify me by emai,independent,0
4748,4748,49757,would like to use this package but have no,21918,cli processes that require backend user are,independent,0
9608,9608,27339,above the content are few links to add recor,8842,the translator class will be used for message,independent,0
1110,1110,90136,the standalone admin tool currently does not,58491,assume following scenario \r\n have translate,independent,0
602,602,62101,the system status update tests the cli environ,52283,please add the feature to skip tests in the re,relates,1
6806,6806,1762,refactor to class,60183,to reduce the load of js would like to have,independent,0
1673,1673,11603,if you re presenting different kinds of data,39108,currently it is not possible to configure the,independent,0
441,441,63703,when scheduler task is marked as running th,31073,this would be nice feature it would allow,relates,1
6809,6809,3931,add page browser to the various view modes\r,8468,in we have f debug / viewhelper to dump,independent,0
547,547,56343,hello team \r\n\r\ndbal allows to map ta,56258,hello team \r\n\r\noracle db has ch,relates,1
146,146,84517,it would be nice if could change the delimit,54075,it would be nice if could change the delimit,relates,1
1953,1953,83315,if you ve scrolled down long list of tables,46732,pre \r\n jsfile = extmgm siterelpath,independent,0
3347,3347,23888,one part of the current typoscript tuning proc,36605,implement fields for defining on which device,independent,0
3230,3230,34827,packages which are usually not touched during,17729,the problem which think may be solved is des,independent,0
165,165,83461,currently it is really hard to get to the actu,92283,in the backend forms the fieldnames are displ,relates,1
450,450,46437,hi \r\n\r\nit would be great if like in the,63315,it should be nice if you can use drag and drop,relates,1
7406,7406,82019,there are various locations in tca which requi,63089,is it possible to make rss feed for jobfair,independent,0
7242,7242,18226,it might be useful to users if they had the po,19055,in function filelist it would be great to ha,independent,0
5727,5727,36398,as result of security enhancements the pass,85865,it should be possible to control the default,independent,0
254,254,88908,\r\nwhen you modify the ctype of content ele,76925,when create new tt content entry using the,relates,1
259,259,76796,like media categories etc,76433,hi \r\n\r\nhaving enabled categories tab in ba,relates,1
5470,5470,88,add forwarding support to mvc controller,24076,the project has been introduced at the develop,independent,0
8486,8486,15609,this new method provides the ability to use re,40067,m developing and debugging custom indexer,independent,0
8431,8431,23600,we have special usermanagement which runs un,33686,it would be nice to configure the extension wr,independent,0
354,354,68166,it time to protect the tca password fields,25204,while rsaauth encrypts the passwords entered,relates,1
1248,1248,21659,currently there is no way to configure minim,59073,flag for user that the password neeeds to,relates,1
6357,6357,12739,in list views the table may be sorted by hitti,1137,wie im forum beschrieben ein link der die ad,independent,0
4305,4305,59834,hello have the version and the de fie,77665,the arrow in select wizard can be confusing,independent,0
9196,9196,1527,deselect category list,10413,the catmenu should be easaly configurable by,independent,0
5393,5393,61503,if you would like to deploy one application on,52514,allow high res backend logos by,independent,0
504,504,88954,would like to be able to tell the image,59067,when rendering an image places it,relates,1
779,779,42457,hello \r\n\r\ni dont know if this big has alre,25113,while working with records listings in the lis,relates,1
959,959,33587,currently you have to delete unused resources,33469,currently all resources need database becau,relates,1
301,301,72049,my suggestion for,71697,is repeatedly referred to as enterpric,relates,1
1023,1023,59502,hello \r\n\r\nwe are still sitting on but,29342,having system with thousands of pages makes,relates,1
3567,3567,2509,example there is customer domain object,7407,motivation \r\nthis should give some backgrou,independent,0
9454,9454,48439,currently it is possible to filter for upcomin,5498,new question type added radio button with,independent,0
1768,1768,83338,serializing is not clean at all and can potent,4387,it be useful to have way to automatically,relates,1
1031,1031,70056,add guzzle as depencency and deprecate httpreq,28626,after introducing we can,relates,1
78,78,90374,creating new file reference in frontend cont,88833,related to,relates,1
527,527,69863,as complicated as it is easy to say hollow ou,57446,tried to add rendering of partials from othe,relates,1
806,806,15055,the extension manager does not let you install,52693,there a local variable requestedid in,independent,0
5983,5983,23830,just cleanup some js code generation code \n\n,82485,currently if you want to install sphinx via,independent,0
143,143,84584,settings influencing page rendering should,22564,previewing of group limited content only works,relates,1
2233,2233,81436,as part of replacing the caching framework wit,91744,siteconfiguration creates config yaml files an,independent,0
7681,7681,2542,was struggling how to make multilanguage web,63101,this issue has been created so that the exten,independent,0
8084,8084,33590,the logo as seen on,63089,is it possible to make rss feed for jobfair,independent,0
230,230,78931,actually ajax is used for hide/unhide or delet,72908,whenever one is going to activate buttone,relates,1
7480,7480,57900,hi \r\n\r\nby adding \r\n pre langdatabaseove,28372,currently all subscribtions are managed in,independent,0
4043,4043,19201,it should be possible to create mountpoints an,51473,make it possible that extensions use composer,independent,0
1113,1113,25338,this bug entry serves as an umbrella for sched,25339,admin tools db check provides task to mana,relates,1
405,405,79387,the nonrelationtables and nonrelationfields,65461,the patch,relates,1
1540,1540,15619,if want to edit for number of nested level,16446,with more complicated permissions and owner,relates,1
1538,1538,16477,how about being able to display the navigation,16984,in class treeview php the returned title,relates,1
3667,3667,23906,to be able to change the col position list bef,24063,one part of the current typoscript tuning proc,independent,0
1920,1920,8717,the patch\r\n\r\nallows width height,26358,as soon as session is initialized cookie,independent,0
1114,1114,25338,this bug entry serves as an umbrella for sched,25339,admin tools db check provides task to mana,relates,1
1594,1594,15736,with the rte htmlarea link popup doing an,15269,the additionalparams behaviour should be als,relates,1
516,516,57927,related somehow to non technical users,57926,given the tool can be used by non technical us,relates,1
1092,1092,29476,it would be nice if could calculate the,26986,think that should have debug toolbar,relates,1
3649,3649,5497,evaluation with content elements on the final,29417,the uncompressed html content of multiple test,independent,0
85,85,88147,hey \r\n\r\ncan you maybe set configurable pat,92364,in the sitemap of sysext seo the stylesheets,relates,1
1064,1064,31492,it would be nice to have the possibility to us,15302,hi \r\nthis is working draft for an update,independent,0
7221,7221,68538,add format implode viewhelper is needed i,12716,modify the following defaults for incerased re,independent,0
240,240,78036,if you rename folder in the filelist and hav,79366,observed with editor can,relates,1
934,934,39939,an alternative to regularly executing the sche,34227,an alternative to executing the scheduler via,relates,1
140,140,84656,it might be useful to set the target language,90825,this is kind of follow up of ticket,relates,1
4817,4817,22211,there no way to determine the version of an,48167,in order to see what accounts and roles are kn,independent,0
378,378,66840,at the moment there is no way to duplicate an,66862,copyreferencefields\r\n\r\n key datatyp,relates,1
1004,1004,9522,it will be fine to add page browser in singl,25285,normal setup redirects g after successful,independent,0
153,153,82211,currently it possible to override form defin,84133,variants allow you to change properties of f,relates,1
697,697,46734,it would be more safe when all class names get,46735,it is difficult to eliminate unwanted br tag,relates,1
152,152,41358,currently only raw plain php constants can,24052,one part of the current typoscript tuning proc,independent,0
1353,1353,19192,requirements and ideas for autoloading in typo,19180,problem \r\ncaching is way to speed up rende,relates,1
57,57,89524,currently it not possible to search for loca,46017,for multi language sites it is not really conv,relates,1
55,55,10821,it seems that there no way to output the fla,76133,want to suggest extending the clearcache,independent,0
8207,8207,20446,if you change records somewhere in sysfolder,29242,hallo \r\nich hatte das zuvor im forge,independent,0
781,781,42403,d like new session implementation which\r\,42366,today there no possibility to get flow worki,relates,1
2599,2599,40406,hi \r\n\r\nwith this feature am not really,16035,to make it easier to write xdb code it might,independent,0
114,114,86937,situation \r\n\r\n did fresh install,86496,when updating an url segment from /parent pag,relates,1
782,782,33487,this could be considered as discussion and,42176,currently the resolution of view class and,relates,1
7592,7592,9143,security ifauthenticated and security ifha,14974,the secureformmail feature makes,independent,0
771,771,30508,it would be nice to have an filter to see onl,43177,local extension \r\n only active/inactive/upd,relates,1
6120,6120,46158,if you update an extension that is installed,56953,using custom locallang xml with any extensio,independent,0
9113,9113,39671,the header image should have the new claim th,6131,the import rule should be supported in the op,independent,0
8019,8019,45497,when file is used several times during req,30639,currently all texts exists just in german,independent,0
9460,9460,19298,colours defined in rte colors and configured,1543,/ \r\n entity\r\n /\r\nclass site \r\n\r\,independent,0
6794,6794,91148,when flexform change is performed within w,10374,it would be great to be able to retrieve the,independent,0
6913,6913,35292,use preg replace in place of str replace,48412,as far as can see it not possible to have,independent,0
6683,6683,41989,the datetime typeconverter cannot transform in,39773,please change all fields in be from tinyint to,independent,0
8088,8088,36125,the plugin will display message in frontend,33827,remove excessive spacer before content \r\nrem,independent,0
8528,8528,27618,enable paging in the data grid so that only,62353,refactor the module menu to be based on navbar,independent,0
1076,1076,27417,it should be possible to submit date through,5660,now finally the property mapper needs to suppo,relates,1
8126,8126,51238,would be nice to have hook similar to,10817,there should be some kind of flashmessage whic,independent,0
131,131,85054,to replace the various viewhelpers throughout,84983,the core features two dedicated editrecordlink,relates,1
6015,6015,70379,files,4643,yes/no/maybe support\r\nwe would need thre,independent,0
1220,1220,16237,as in issue the task center is not av,22363,the taskcenter is redone completly to make it,relates,1
915,915,62766,when adding new images or files most authors,36230,css styled content needs hooks to allow thir,independent,0
1774,1774,4146,following up on validation should make,3933,when domain model contains an array member,relates,1
4727,4727,76429,new functionality\r\n \r\nweb,82641,for the upcoming org relaunch the follo,independent,0
4617,4617,3683,currently moving does not work correctly if hi,27344,currently blocks parameter is of the form\r\n\,independent,0
20,20,92009,to ease using the backend to newcomers of typo,92008,the livesearch the search in the topbar coul,relates,1
1934,1934,33874,d like to propose the backport of autoloadin,34,dependency injection should also be possible,independent,0
822,822,39430,update the caching framework to version,32398,certain caches are static once they ve been fi,relates,1
8303,8303,25549,have got suggestion for the formatting of,14832,d like the ability for visitor to click an,independent,0
8584,8584,29358,the error and exception handler does g,91295,hi \r\n\r\nusing different background colors,independent,0
6828,6828,79472,redis needs to be installed on all webservers,7800,\r\nwhen someone clicks on date in the archi,independent,0
392,392,64764,hi \r\n\r\nthe current system to browse record,66464,listing files in the file selection popup is,relates,1
865,865,37561,the older implementation is fairly limited to,10680,there is now use case for content negotiatio,relates,1
6802,6802,45693,we need new default format for the business,18702,discovered that tcemain does always check/up,independent,0
8710,8710,16252,it would be nice if the visibility of templ,10736,changing pagetree depth should not trigger ref,independent,0
1802,1802,1835,imagine the following structure of deleted pag,1834,imagine record is still available in the dat,relates,1
125,125,34495,for filter options providing automated tagging,22013,hello \r\n\r\nimho the search function,independent,0
200,200,67750,suggestion for i don know if som,80477,based on the work from,relates,1
1253,1253,21423,when you log into the install tool the passwo,22245,as we have an rsaauth library now and servic,relates,1
913,913,19953,default hotkey ctrl is not currently confi,66187,implementation of possibility to move/copy,independent,0
542,542,56556,the way how you currently check for existence,56529,the way how you currently check for existence,relates,1
624,624,80793,admins should be able to define password pol,51479,show somehow which user passwords are treatend,relates,1
6,6,92297,this is one of several possible solution to ig,92822,as already mentioned the problem of false pos,relates,1
1281,1281,16340,the rte configuraion or is this an issue for,20555,only say parsefunc as m not sure where thi,relates,1
1118,1118,21144,the use of ext autoload php files was once sup,25337,as we target php for core shoul,relates,1
5810,5810,40063,wanted to be able to use additional myvars,27993,there should be project for the review syste,independent,0
1349,1349,19320,it would be very nice to be able to replace,19347,with stdwrap it not possible yet to do orde,relates,1
6195,6195,87823,the staticrouteresolver can handle statictext,15194,if you insert contentelement menu/sitemap,independent,0
543,543,56556,the way how you currently check for existence,56529,the way how you currently check for existence,relates,1
875,875,35243,in order to cleanly separate between the domai,37212,having framework that supports esi would giv,relates,1
1694,1694,8774,while discussing widget concept we,6609,one possibility for join implementation coul,relates,1
1413,1413,16786,because there are some plugins enabled to let,18238,because there are some plugins enabled to let,relates,1
25,25,91081,follow up for \r\n\r\nthe site settin,91080,in older versions it is possible to defi,relates,1
489,489,60181,it would be nice to have have way to tell fl,3291,we need concept for cacheable viewhelpers,relates,1
4722,4722,6868,to enforce the concept of immutable value ob,26936,discussion in the mailing list resulted,independent,0
1193,1193,23151,does not generate sprites on its own,23150,there is no sprite generator shipped with typo,relates,1
7212,7212,31609,the current scenario of putting an icon is mor,18100,div calluserfunction returns false wh,independent,0
114,114,63018,hey \r\n\r\nit would be great if you could add,37457,nicola lombardini suggests via mail to use co,independent,0
3059,3059,3663,hey \r\n\r\na nice addition would be if we cou,5930,external files are requested for each and ever,independent,0
1124,1124,29105,above the pagetree there are icons for inserti,25183,this feature request is result from ge,relates,1
900,900,36071,the pagetree filter could be improved by addin,36075,in the original concept for the new page tree\,relates,1
8526,8526,17149,when managing content in fces with large num,46896,the slider plugin should have more options \r\,independent,0
1186,1186,4951,ve realized that translating the headers dis,13900,in the backend there should be an option,independent,0
8071,8071,12885,please find attached patch for complete du,6308,at the moment there is no way to have sundays,independent,0
9026,9026,2265,would be cool if simple dragging with the mous,14198,think there should be curifsub to make the,independent,0
1254,1254,21423,when you log into the install tool the passwo,50613,to enhanced the security change install tool,relates,1
675,675,15112,have ideas for improving relations part \r,48933,all versions since ages \r\n\r\nhi \r\n,relates,1
1208,1208,22482,currently the breakwidth property of gifbuilde,24090,there are lots of parameters in gifbuilder tha,relates,1
9109,9109,28414,it would be very nice to see the free places,1685,bilder sollten eingefügt werden können zusätz,independent,0
1910,1910,48547,adapt to namespacing directory,47,currently there is no pointcut filter for matc,independent,0
5410,5410,60185,please add sorting field to the table tx nn,25509,this is known feature from many offline edi,independent,0
1657,1657,13517,modes = notify someone current,13095,in the only thing an editor could do here,relates,1
1754,1754,25745,running on windows with,63021,since more and more records can use sys cate,independent,0
1182,1182,23878,the extension manger shall not give always an,23396,the em always shows developer relevant code wa,relates,1
4742,4742,5105,currently the only way to see which data is in,2183,st,independent,0
3719,3719,16104,via ts it not possible to dynamically select,64429,it should be possible to hide the version numb,independent,0
7067,7067,14617,the ext xinit twocolumns doesn´t show any cont,68371,title of links in rte links are prefilled with,independent,0
805,805,39947,since the backend comes with hardcoded,37868,the backend should always have the typo,relates,1
128,128,89457,there are several use cases where it is necess,85127,sometimes there may be problems with external,relates,1
1360,1360,85177,in order to streamline the localization mode,23493,in extension pi class there are the lines\r,independent,0
8734,8734,70982,default styles are removed from default typosc,14582,it annoying to get the last query only when,independent,0
1478,1478,11420,hi alex \r\n\r\nit would be nice to disable th,33150,let users define hostname to react on,independent,0
1291,1291,20441,fluid and extbase are now ready to be included,20436,propose to have method to register new,relates,1
370,370,67455,the video tag has the possibility to add,37073,hi \r\n\r\ni was playing around with the new,relates,1
1783,1783,5849,we need to monitor the settings or probably,3306,if class containing route part handler is,relates,1
1238,1238,28258,curl allows \r\ncurlopt proxytype \teither cur,21775,please add the following options for the curl,relates,1
564,564,54651,currently backend can only provide get for,54652,backends would be queried in order for exampl,relates,1
137,137,89381,vimeo allows to omit cookies by adding get,84843,ask users for consent before loading youtube,relates,1
1105,1105,61799,currently cms has no easy/working way fo,25718,currently only swf is supported,relates,1
9569,9569,72841,we use the svconnect extensions for own develo,63063,currently only an error is thrown but we migh,independent,0
179,179,81379,hi \r\n\r\nit would be nice to have possibil,17406,initial situation \r\ni have menu point in,relates,1
1236,1236,3135,there are lots of javascript written inline,90639,sometimes miss the information about the cur,independent,0
2148,2148,44888,we had two problems with approval mails \r\n,22314,some scripts are not used any more by the quic,independent,0
1565,1565,17225,here is the diff that creates same functionali,15818,have you ever consider to add \r\nexpand/colla,relates,1
910,910,33591,the logo of québec\r\n\r\n,60936,this issue has been created so that the exten,independent,0
1526,1526,16218,the following patch introduces the new page ts,16771,hello \r\n\r\nit would be nice if the size of,relates,1
859,859,37765,if you are trying to build link in fluid,30777,developers having hard time figuring out wha,relates,1
737,737,54600,when building rest service that uses the pat,45293,parsing of body arguments g xml json cur,relates,1
7860,7860,8506,add contextual help for all fields,55870,currently datetime field handling is bit of,independent,0
1602,1602,15112,have ideas for improving relations part \r,54075,it would be nice if could change the delimit,relates,1
1266,1266,22004,adds some new possibilities to upload mu,20736,would be nice to have an implementation of the,relates,1
1591,1591,15422,the login error or session timed out page,19152,as part of implemented this idea \r\npa,relates,1
1039,1039,28627,everyday we need to put description between in,28388,integrate trunk of form project into trunk as,relates,1
1202,1202,22858,little usability improvement would be if you,22859,as reported in issue \r\n\r\na typical,relates,1
2543,2543,9616,in all html templates,45923,from time to time it useful to have an extra,independent,0
1636,1636,14669,it is not possible to make fields at edit pag,55976,some of the tca config can not be overridden,relates,1
1115,1115,25338,this bug entry serves as an umbrella for sched,25341,according to some recent discussion dmitry su,relates,1
1404,1404,19244,it is not possible to use stdwrap with baseurl,18498,the config baseurl setting should be processed,relates,1
1587,1587,15459,filter the workspaces changes that only the,16858,like filtering based on language user pages,relates,1
1246,1246,21661,add an option to blacklist ips for configura,75987,our current brute force protection is non exis,relates,1
1329,1329,19586,using latest firefox after the auto logout th,19152,as part of implemented this idea \r\npa,relates,1
1037,1037,24110,actually the listquery method is based on,87798,hey guys \r\n\r\ni working on project with,independent,0
4390,4390,87191,there is no acceptance test for new template,7832,hi there \r\ngreat ext thank to you guys dev,independent,0
7691,7691,27124,in the list module there is small icon on,59244,in order to be able to publish e page and,independent,0
3991,3991,15474,it should be possible to use abbr= something,75289,dear fluid team \r\n\r\nwhen was working on,independent,0
106,106,87341,it would be really nice to have possibility,86937,situation \r\n\r\n did fresh install,relates,1
1465,1465,17638,perhaps we should start with an example before,17630,uses the gr list which indicates the,relates,1
8383,8383,32457,it should be possible to add content with temp,68489,\r\n pre \r\n foo = array \r\n\t\t exclu,independent,0
8003,8003,57762,sphinx console allowed links to be checked th,25636,at the moment there are some actions in the ba,independent,0
3161,3161,57368,png,10003,thanks to aoelinkhandler it is possible to mak,independent,0
570,570,30418,it would be nice if packages are bootstrapped,54151,hi \r\n\r\nfor cms reimplemented the,relates,1
780,780,42403,d like new session implementation which\r\,42366,today there no possibility to get flow worki,relates,1
625,625,45633,subject says it all,51432,hello \r\n\r\ni think there should be some sor,relates,1
7203,7203,55870,currently datetime field handling is bit of,78082,hello \r\n\r\ni have some news which should no,independent,0
1021,1021,29476,it would be nice if could calculate the,26986,think that should have debug toolbar,relates,1
4028,4028,86310,to simplify the management of crop variants,13858,there should be kind of an album browser for,independent,0
5227,5227,16281,the indexed search only looks for tags wit,35005,it would be great if an editor just hast to,independent,0
778,778,43165,clear the first available cache for administr,42966,it would be amazing to have keyboard shortcuts,relates,1
1201,1201,22858,little usability improvement would be if you,22859,as reported in issue \r\n\r\na typical,relates,1
555,555,14669,it is not possible to make fields at edit pag,55976,some of the tca config can not be overridden,relates,1
723,723,45877,afaik you currently have to do something like,52640,sometimes the ifviewhelper syntax is quite ver,relates,1
553,553,66514,currently with fal there is no possibility to,56133,actually use with dam because of,relates,1
3003,3003,2542,was struggling how to make multilanguage web,14874,added little feature which lets you choose,independent,0
8354,8354,9755,implement modal window in extjs take existi,45153,currently the action menu preselects an option,independent,0
497,497,60835,dealing with lots of images in be is quite pai,59341,this applies to all fal capable media fields,relates,1
7646,7646,35129,purpose \r\n to change datetime format from,1995,search engine make and search added in fle,independent,0
5354,5354,52083,please add an option to get files recursive in,9478,had some experience with this ext try to use,independent,0
7238,7238,17792,when using any rte there is no way to prevent,15550,missed the option flag to show the content,independent,0
1003,1003,37765,if you are trying to build link in fluid,30777,developers having hard time figuring out wha,relates,1
