,id1,Description1,id2,Description2,Type of dependency
103,16101,in feature,16412,procto returns fileline instead of,relates
104,16381,this is followup to,16476,it seems like the blocking syscall done by so,relates
105,15553,currently we use timeout in nethttp and oth,16381,this is followup to,relates
106,16381,this is followup to,17134,add resolve timeout to tcpsocketnewrnit ma,relates
107,16381,this is followup to,17187,add connect timeout to tcpsocketnew in the sa,relates
108,16253,what about using thisrnrnrubyrn def,16378,think this is very important otherwise,relates
109,16378,think this is very important otherwise,16891,based on feedback from railscore matz has de,relates
110,16378,think this is very important otherwise,16463,ruby is outrnit aims to warn for ever,relates
111,16377,the following scriptrnrnrubyrndef mu,8948,beginrni see that frozen string was accepte,duplicates
112,16355,currently single line pattern matchingexpr,16370,wrote this codernrn rubyrnn,relates
113,16363,the did you mean gem has been bundled gem,16431,just have opened pr which allows ruby t,relates
114,14145,the idea when investigating in example scrip,16356,current behavior includes rnis th,relates
115,15865,how about adding syntax for oneline pattern,16355,currently single line pattern matchingexpr,relates
116,16355,currently single line pattern matchingexpr,16370,wrote this codernrn rubyrnn,relates
117,16355,currently single line pattern matchingexpr,17371,how about reintroducing expr in pat as akr,relates
118,16289,problemrnrncurrently the interpreter e,16345,we propose that ruby doesnt emit deprecation,relates
119,16018,since we have moduledeprecate consta,16345,we propose that ruby doesnt emit deprecation,relates
120,16345,we propose that ruby doesnt emit deprecation,17000,matz has decided to disable deprecation warnin,relates
121,16253,what about using thisrnrnrubyrn def,16296,in we settled on syntax where the rem,relates
122,16289,problemrnrncurrently the interpreter e,16345,we propose that ruby doesnt emit deprecation,relates
123,16276,private or protected declarations in ruby clas,7019,like to indent my private methods one level,duplicates
124,12125,hellornrnthe operator lets one pass a,16275,objmethod is introduced at by,relates
125,13581,some another programming languages even java,16275,objmethod is introduced at by,relates
126,4539,inspired by haskells zipwith function ha,16261,upd after discussion in comments method,relates
127,5044,is there any reason that zip doesnt return r,16261,upd after discussion in comments method,relates
128,16253,what about using thisrnrnrubyrn def,16296,in we settled on syntax where the rem,relates
129,16253,what about using thisrnrnrubyrn def,16378,think this is very important otherwise,relates
130,14344,rely on refinements lot but dont want to,16241,the original discussion is here,relates
131,17336,problemrnwhen we need monkey patch whic,16241,the original discussion is here,duplicates
132,16240,rnas work with objects some of them are n,4818,some objects can not be marshaled maybe there,duplicates
133,15865,how about adding syntax for oneline pattern,16182,in new syntax expr in pattern,relates
134,5481,beginrnrnuptodate summary of this propo,16170,im working to extract standard libraries to r,relates
135,16150,much of the time when user calls to they,16153,freezing strings can give us nice performanc,relates
136,16150,much of the time when user calls to they,16153,freezing strings can give us nice performanc,relates
137,15998,patch,16131,ruby had taint checking which is originally in,relates
138,8468,yesterday at github tokyo drinkup thanks gi,16131,ruby had taint checking which is originally in,relates
139,16123,problemrnrnthere is an inconsistency be,11297,ruby does not allow private method to be calle,duplicates
140,16122,value object is useful concept introduc,16769,backgroundrnweve discussed interface to,relates
141,14145,the idea when investigating in example scrip,16101,in feature,relates
142,16101,in feature,16412,procto returns fileline instead of,relates
143,11105,why not support hash literals,16095,common usern rubyrnclass arn de,relates
144,16038,know objectspaceweakmap isnt really sup,16471,id like to request two features for weakref,relates
145,16029,as discussed with tenderlove here,13381,,duplicates
146,16018,since we have moduledeprecate consta,16345,we propose that ruby doesnt emit deprecation,relates
147,12447,sometimes want to extract digits of placeva,16011,ruby seems to have no way to format number w,relates
148,16006,in nonproportional font multibyte characters,14618,abstractrnrnunicode has display width d,duplicates
149,15998,patch,16131,ruby had taint checking which is originally in,relates
150,15931,rubyとjavaのブリッジを開発していて文字列の変換処理で困っていますrn現象,15995,as discussed in issue encoding convers,relates
151,12046,now we should write an accessor method of bo,15991,hirnrni thought such an issue wouldve al,relates
152,5781,pretty sure this has come up before but id l,15991,hirnrni thought such an issue wouldve al,relates
153,15976,this is semantically equivalent to ar,15198,frequently find myself needing to determine,duplicates
154,12957,currently to create lambda proc one has to u,15973,when kernellambda receives proc that is not,relates
155,7314,have code where need to convert proc to,15973,when kernellambda receives proc that is not,relates
156,9777,currently different block objects such as la,15973,when kernellambda receives proc that is not,relates
157,8693,def yield end def,15973,when kernellambda receives proc that is not,relates
158,15973,when kernellambda receives proc that is not,16499,from,relates
159,15973,when kernellambda receives proc that is not,17361,in newsrnrnrn kernellambda,relates
160,15752,believe we should introduce module for exp,15966,feel frustrated with some recent experimenta,relates
161,15958,when matz changed timeto format in fr,16470,ruby added nanosecond representation to th,relates
162,5958,propose the method threadgroupjoinrnca,15954,現在いるスレッド以外の全てのスレッドを現在のスレッドに合流させたいときは多いと思いますr,relates
163,15931,rubyとjavaのブリッジを開発していて文字列の変換処理で困っていますrn現象,15995,as discussed in issue encoding convers,relates
164,15799,implemented the pipeline operator topi,15921,from,relates
165,14912,propose new pattern matching syntaxrnrn,15918,currently set does not respond to deconstr,relates
166,15230,id like feature to know what will be loaded,15903,rubyvm contains mostly mrispecific features b,relates
167,15752,believe we should introduce module for exp,15903,rubyvm contains mostly mrispecific features b,relates
168,14912,propose new pattern matching syntaxrnrn,15881,rubyrnclass arn def deconstructrn,relates
169,14912,propose new pattern matching syntaxrnrn,15865,how about adding syntax for oneline pattern,relates
170,15865,how about adding syntax for oneline pattern,16182,in new syntax expr in pattern,relates
171,15865,how about adding syntax for oneline pattern,16355,currently single line pattern matchingexpr,relates
172,15865,how about adding syntax for oneline pattern,17371,how about reintroducing expr in pat as akr,relates
173,8499,according to my experiences the following two,15863,add hashslicernrnin,relates
174,14035,reproducernrnexecute urifileetc,15861,recently ruby has getting better at parsing ur,relates
175,14912,propose new pattern matching syntaxrnrn,15824,rubyに追加されそうなパターンマッチの機能についてrninterger arr,relates
176,13563,hirnrni propose hashchoice methodrnr,15822,according to hashslice would like to add,relates
177,15822,according to hashslice would like to add,8499,according to my experiences the following two,duplicates
178,15814,in ruby when casewhen statement is written,14912,propose new pattern matching syntaxrnrn,duplicates
179,10425,method near like the following would be u,15811,backgroundrnrnequal comparison method be,relates
180,15799,implemented the pipeline operator topi,15921,from,relates
181,14392,would like to see implemented in ruby pipe,15799,implemented the pipeline operator topi,relates
182,15799,implemented the pipeline operator topi,17353,since ruby already moving in that directionfu,relates
183,15743,my understanding is that rubyvm is supposed,15752,believe we should introduce module for exp,relates
184,15752,believe we should introduce module for exp,15903,rubyvm contains mostly mrispecific features b,relates
185,15752,believe we should introduce module for exp,15966,feel frustrated with some recent experimenta,relates
186,14844,hi thanks for all your great work on the ruby,15752,believe we should introduce module for exp,relates
187,15752,believe we should introduce module for exp,17500,rubyvm is traprn users will think from,relates
188,15751,similar to nameerrorreceiver this returns,16419,other exception classes with receiver accept r,relates
189,15743,my understanding is that rubyvm is supposed,15752,believe we should introduce module for exp,relates
190,15743,my understanding is that rubyvm is supposed,17500,rubyvm is traprn users will think from,relates
191,15195,as most people in japan should know by now,15742,reproduce,relates
192,12240,often improvements about implicit block argume,15741,numbered parameters have been introduced into,relates
193,12648,would like to pass an optional argument to,15725,hellornrni would like to propose four new,relates
194,14759,not everybody benefits from jemalloc and the e,15667,per honglis excellent article it looks like m,relates
195,5481,beginrnrnuptodate summary of this propo,15657,the maintenance of webrick is hard for the rub,relates
196,15657,the maintenance of webrick is hard for the rub,17303,propose to move webrick to bundled gems or r,relates
197,15628,hirnrnthis is not really bug but more of,17525,,relates
198,5653,hirn rntoday talked with nahi about en,15592,how about feature to switch autoload behav,relates
199,15563,ruby introduced dig for array has,12282,new feature for your consideration dig wh,duplicates
200,15563,ruby introduced dig for array has,14602,currently if have hash like thisrnrn,duplicates
201,13807,frequently see code that uses some value if,15557,often see code like thisrnrn rubyr,relates
202,10499,procnew and kernelproc have little known f,15554,abstractrnrnwarn or raise an argumenterr,copied_to
203,14430,instead of using tcpsocketopen wrapped in ti,15553,currently we use timeout in nethttp and oth,relates
204,15553,currently we use timeout in nethttp and oth,16381,this is followup to,relates
205,17133,kerneliterator was mildly deprecate sicne,15547,block given has been added since and,duplicates
206,15504,abstractrnrnrange is currently nonfroze,17195,now all ranges are frozen,relates
207,15393,hirnrni would like to add vm compilation,16600,contextrnrna somewhat common pattern w,relates
208,15357,the current implementation of procparameters,16499,from,relates
209,8468,yesterday at github tokyo drinkup thanks gi,15344,would like to start discussion relating to,relates
210,12460,currently the unicode version used in speci,15341,the emoji version is different from the unicod,relates
211,15341,the emoji version is different from the unicod,15182,reported by naruse yui naruse at,blocks
212,5663,it is pretty common to want to map over an en,15323,this is proposal for combined filter,relates
213,14802,unicode version will be published somet,15321,unicode version will be published in,blocks
214,15321,unicode version will be published in,15195,as most people in japan should know by now,blocks
215,15317,,14802,unicode version will be published somet,blocks
216,15301,in one reddit discussion ive got stuck with t,12115,am great fan of the symbolto proc short,duplicates
217,15236,pr in github,15286,this is suggestion for hash shorthandrn,relates
218,15236,pr in github,15286,this is suggestion for hash shorthandrn,relates
219,15236,pr in github,11105,why not support hash literals,duplicates
220,15230,id like feature to know what will be loaded,15903,rubyvm contains mostly mrispecific features b,relates
221,11925,propose to make struct subclass constructors w,15222,with ruby struct subclasses can have dif,relates
222,15215,current behavior and problemrnat the mo,5180,通常 nethttp を使う時はnethttpstartrubylango,duplicates
223,15198,frequently find myself needing to determine,16928,hirnrnthe ruby array class is currently m,relates
224,15976,this is semantically equivalent to ar,15198,frequently find myself needing to determine,duplicates
225,15195,as most people in japan should know by now,15742,reproduce,relates
226,15321,unicode version will be published in,15195,as most people in japan should know by now,blocks
227,12820,hellornrnthe patternrnrnrubyrnc,15192,motivationrnrnintroduce new syntax for,relates
228,15192,motivationrnrnintroduce new syntax for,5825,im very excited about this feature in coffees,duplicates
229,15182,reported by naruse yui naruse at,14802,unicode version will be published somet,blocks
230,15341,the emoji version is different from the unicod,15182,reported by naruse yui naruse at,blocks
231,15143,often we call arrayto to the result of,10208,now that we can convert list of key value,duplicates
232,14609,abstractrnrnkernelpobj prints obj,15112,sometimes write stderrputs objinspect to,relates
233,15092,rni would like to propose making changes to,13904,at,duplicates
234,11925,propose to make struct subclass constructors w,15076,when struct is used to instantiate object with,relates
235,14022,after joining the elements of an array into,15024,think it could be handy to have block suppor,relates
236,14830,this ticket is picking only mjitpause from ht,14954,problemrnto measure an mjitgenerated cod,relates
237,10797,moduleconst defined takes an optional argu,14944,module has many introspection methods for meth,duplicates
238,14915,this method is system and implementation depen,14940,related to this adds bcrypt password h,relates
239,14869,概要rnrnhash を追加する提案になりますrnrn,14916,概要rnrnarray を追加する提案になりますrn基本的な,relates
240,14913,this proposal is part of the search for how pa,14916,概要rnrnarray を追加する提案になりますrn基本的な,relates
241,14915,this method is system and implementation depen,14940,related to this adds bcrypt password h,relates
242,14913,this proposal is part of the search for how pa,14916,概要rnrnarray を追加する提案になりますrn基本的な,relates
243,14709,on rubykaigi there was presentation,14912,propose new pattern matching syntaxrnrn,relates
244,14912,propose new pattern matching syntaxrnrn,15865,how about adding syntax for oneline pattern,relates
245,14912,propose new pattern matching syntaxrnrn,15918,currently set does not respond to deconstr,relates
246,14912,propose new pattern matching syntaxrnrn,15881,rubyrnclass arn def deconstructrn,relates
247,14912,propose new pattern matching syntaxrnrn,15824,rubyに追加されそうなパターンマッチの機能についてrninterger arr,relates
248,14912,propose new pattern matching syntaxrnrn,17260,propose to promote pattern matching to offic,relates
249,15814,in ruby when casewhen statement is written,14912,propose new pattern matching syntaxrnrn,duplicates
250,14869,概要rnrnhash を追加する提案になりますrnrn,14916,概要rnrnarray を追加する提案になりますrn基本的な,relates
251,14844,hi thanks for all your great work on the ruby,15752,believe we should introduce module for exp,relates
252,14839,this is request for feedback in particular,14802,unicode version will be published somet,blocks
253,14830,this ticket is picking only mjitpause from ht,14954,problemrnto measure an mjitgenerated cod,relates
254,14491,issuernrndoing careful analysis of mji,14830,this ticket is picking only mjitpause from ht,precedes
255,13685,unicode was published about week ago,14802,unicode version will be published somet,relates
256,14839,this is request for feedback in particular,14802,unicode version will be published somet,blocks
257,15182,reported by naruse yui naruse at,14802,unicode version will be published somet,blocks
258,15317,,14802,unicode version will be published somet,blocks
259,14802,unicode version will be published somet,15321,unicode version will be published in,blocks
260,7003,lets make it sure therell be no mvm in,14792,this is an old problem maybe running multip,relates
261,12092,this allows creating modified clones of frozen,14778,id like to use objectdup with block whi,relates
262,14759,not everybody benefits from jemalloc and the e,15667,per honglis excellent article it looks like m,relates
263,13618,rnauto fiber schedule for rb wait for sin,14736,ruby concurrency can be greatly enhanced by co,relates
264,14736,ruby concurrency can be greatly enhanced by co,16786,abstractrnrnwe propose to introduce li,relates
265,13767,in order for ruby to be used in more scientifi,14722,is there way to implement or even copy pyth,relates
266,14709,on rubykaigi there was presentation,14912,propose new pattern matching syntaxrnrn,relates
267,14706,ruby does not any threadsafe way to implement,12607,this one was derived from bug,duplicates
268,12912,why dont you allow range without end like,14697,in enumeratorarithmeticsequence ha,relates
269,14696,so original dst is defined atrn,6394,in linux so original dst provides the origina,duplicates
270,13241,this is currently an exploratory proposalr,14618,abstractrnrnunicode has display width d,relates
271,16006,in nonproportional font multibyte characters,14618,abstractrnrnunicode has display width d,duplicates
272,14609,abstractrnrnkernelpobj prints obj,15112,sometimes write stderrputs objinspect to,relates
273,14602,currently if have hash like thisrnrn,12282,new feature for your consideration dig wh,duplicates
274,15563,ruby introduced dig for array has,14602,currently if have hash like thisrnrn,duplicates
275,11105,why not support hash literals,14579,how about to allow value omission in hash lite,relates
276,17292,set literal vs javascript object punningr,14579,how about to allow value omission in hash lite,duplicates
277,12996,the proposal is that range optimize by red,14575,this is conscious duplicate of the bug,relates
278,14575,this is conscious duplicate of the bug,12612,currently range is an alias of includ,duplicates
279,11741,git to svnrnrnconverting ruby wholesale,14551,know migrating to git get asked at least eve,relates
280,4910,suggest to add these two to class classr,14498,hellornrni was creating list of class i,relates
281,14489,currently on discourse boot notice few min,14492,rn and not in rubygem like yomikomu,relates
282,14491,issuernrndoing careful analysis of mji,14830,this ticket is picking only mjitpause from ht,precedes
283,14489,currently on discourse boot notice few min,14492,rn and not in rubygem like yomikomu,relates
284,7639,when we chain methods with the period at the e,14463,coming from other languages find it extre,relates
285,8158,use lightweight structure for loaded features,14460,hirnrnive attached patch that speeds u,relates
286,14443,when gsub takes hash as the second ar,13016,background wanted to drop nkf dependency of,duplicates
287,14430,instead of using tcpsocketopen wrapped in ti,15553,currently we use timeout in nethttp and oth,relates
288,11541,since ruby def returns symbol with th,14397,matsudasan suggested me that public prote,relates
289,14396,matsudasan suggested me that public prote,14397,matsudasan suggested me that public prote,duplicates
290,14396,matsudasan suggested me that public prote,14397,matsudasan suggested me that public prote,duplicates
291,14392,would like to see implemented in ruby pipe,15799,implemented the pipeline operator topi,relates
292,14344,rely on refinements lot but dont want to,16241,the original discussion is here,relates
293,14045,backgroundrnrnif we need to pass given b,14267,the following script consistently prints proc,relates
294,14250,safe is removed from ruby and there,14256,see,relates
295,14250,safe is removed from ruby and there,14256,see,relates
296,14138,there are many good reasons to simply define a,14240,think the four special variables for separat,relates
297,5977,hellornrnas mentioned at rubyconf wo,14240,think the four special variables for separat,relates
298,12589,hello id like to start big mri project,14235,backgroundrnrnin,relates
299,14197,all any none and one accept,11286,proposalrnit is proposed that enumerable,relates
300,14158,the racc parser that is included in mri ruby c,9456,as you can see,relates
301,14111,日本人じゃないですが日本語を勉強してますから日本語でレポートしてみましたrn日本語,14145,the idea when investigating in example scrip,relates
302,14145,the idea when investigating in example scrip,16101,in feature,relates
303,14145,the idea when investigating in example scrip,16356,current behavior includes rnis th,relates
304,14138,there are many good reasons to simply define a,14240,think the four special variables for separat,relates
305,14138,there are many good reasons to simply define a,16963,englishrb is no longer maintained by ruby cor,relates
306,14133,modules and classes can be reopened and change,14132,modules and classes can be reopened and change,relates
307,14133,modules and classes can be reopened and change,6539,feel there are inconsistencies in which meth,relates
308,14132,modules and classes can be reopened and change,6539,feel there are inconsistencies in which meth,relates
309,14133,modules and classes can be reopened and change,14132,modules and classes can be reopened and change,relates
310,14111,日本人じゃないですが日本語を勉強してますから日本語でレポートしてみましたrn日本語,14145,the idea when investigating in example scrip,relates
311,14097,currently there is concat method in ruby whi,14105,not sure if should also add feautures for th,relates
312,14097,currently there is concat method in ruby whi,14105,not sure if should also add feautures for th,relates
313,14055,the following string and symbol methods are cu,12786,descriptionrnrni would find stringcasecmp,relates
314,11256,since capturing block into proc is slow f,14045,backgroundrnrnif we need to pass given b,relates
315,14045,backgroundrnrnif we need to pass given b,14267,the following script consistently prints proc,relates
316,14044,as described in numonarray and pycal,13904,at,relates
317,3714,beginrn given an enumerator there is no wa,14044,as described in numonarray and pycal,relates
318,9049,for nmatrix weve implemented range shortha,14044,as described in numonarray and pycal,relates
319,14042,hi rnrnive attached patch to make iop,9323,propose addition of iowritevrnit enables,relates
320,14042,hi rnrnive attached patch to make iop,9420,since we added use of writev in we sho,duplicates
321,14035,reproducernrnexecute urifileetc,15861,recently ruby has getting better at parsing ur,relates
322,14022,after joining the elements of an array into,15024,think it could be handy to have block suppor,relates
323,14007,propose and attach patch to add mode,11258,just saw which containsrnrnbut,duplicates
324,13984,currently bigdecimal instances are not frozen,13985,since truefalsenilintegerfloat jus,relates
325,13985,since truefalsenilintegerfloat jus,12979,this is proposal resulting from discussion,relates
326,13985,since truefalsenilintegerfloat jus,13983,since they basically are value typesrnthey,relates
327,13984,currently bigdecimal instances are not frozen,13985,since truefalsenilintegerfloat jus,relates
328,13985,since truefalsenilintegerfloat jus,13983,since they basically are value typesrnthey,relates
329,13969,dir has class method pairs direntries d,11302,direntries returns an array of its content wi,relates
330,12010,direach and dirread including direntr,13969,dir has class method pairs direntries d,relates
331,14044,as described in numonarray and pycal,13904,at,relates
332,13904,at,3714,beginrn given an enumerator there is no wa,duplicates
333,15092,rni would like to propose making changes to,13904,at,duplicates
334,9508,since the coverage extension was introduced in,13901,plan to add branch coverage and method c,relates
335,12698,there is frequent need to delete substring f,13890,currently stringcount only accepts strings,relates
336,13847,if you try to use some default gems with fix,10320,when requiring library global namespace alw,relates
337,13807,frequently see code that uses some value if,15557,often see code like thisrnrn rubyr,relates
338,13109,when using refinements in one file the using,13805,refinements are currently lexically scoped wh,relates
339,13789,if having new direntries dirchidren wo,11302,direntries returns an array of its content wi,relates
340,13784,ruby has full set of functional tools in the,5663,it is pretty common to want to map over an en,relates
341,13767,in order for ruby to be used in more scientifi,14722,is there way to implement or even copy pyth,relates
342,13765,proc has curry,6817,know that what propose here is significa,relates
343,13765,proc has curry,7939,beginrni really like the new assuming,relates
344,13731,でwindowsでのinodeの代用としてby handle file inf,13726,at present believe windows builds have inte,relates
345,13731,でwindowsでのinodeの代用としてby handle file inf,13726,at present believe windows builds have inte,relates
346,3388,beginrn abcdefghijstar,13712,stringstart with should receive regexprn,relates
347,13694,today june is tau day to honor the t,4897,firstly please read the tau manifesto at,relates
348,13685,unicode was published about week ago,12513,unicode was just published yesterday see,relates
349,13685,unicode was published about week ago,14802,unicode version will be published somet,relates
350,13645,proposalrnrnwhile it works and makes sen,11813,now we have the safe navigation operator,duplicates
351,13618,rnauto fiber schedule for rb wait for sin,14736,ruby concurrency can be greatly enhanced by co,relates
352,13613,backgroundrnrn,5980,currently encountering too many open file hand,relates
353,13600,one of the main use cases that would make yie,6284,it would be nice to be able to compose procs l,relates
354,13588,when implementing an iolike object id like,11094,was originally defined with codespace,relates
355,13581,some another programming languages even java,16275,objmethod is introduced at by,relates
356,13581,some another programming languages even java,12125,hellornrnthe operator lets one pass a,duplicates
357,13577,first argument is file,13568,by using filetmpfile tmpfile allows us t,relates
358,13577,first argument is file,13568,by using filetmpfile tmpfile allows us t,relates
359,13563,hirnrni propose hashchoice methodrnr,8499,according to my experiences the following two,relates
360,13563,hirnrni propose hashchoice methodrnr,15822,according to hashslice would like to add,relates
361,11541,since ruby def returns symbol with th,13560,hirnrnim suggesting all moduleattr,relates
