,id1,Description1,id2,Description2,Type of dependency
45,12026,this adds simple way to filter warnings from,17122,deprecation warnings and other warnings in rub,relates
46,12299,this is another attempt to provide the same ty,17122,deprecation warnings and other warnings in rub,relates
47,17100,ractor proposal for new concurrent abst,17145,id like to propose objectdeep freezern,relates
48,17055,these two verbose mode warnings are both fairl,17143,support was recently added for warningwarn to,relates
49,16345,we propose that ruby doesnt emit deprecation,17000,matz has decided to disable deprecation warnin,relates
50,16989,am opening series of feature requests on,16995,this is quite minor but set should be r,relates
51,16989,am opening series of feature requests on,16994,would like shorthand syntax for frozen se,relates
52,16989,am opening series of feature requests on,16993,to create set from hash keys currently impli,relates
53,16989,am opening series of feature requests on,16992,officially set elements have uncertain order,relates
54,16989,am opening series of feature requests on,16991,id like to add join to setrnrnru,relates
55,16989,am opening series of feature requests on,16990,we currently have set operator array work,relates
56,16989,am opening series of feature requests on,16990,we currently have set operator array work,relates
57,16989,am opening series of feature requests on,16991,id like to add join to setrnrnru,relates
58,16989,am opening series of feature requests on,16992,officially set elements have uncertain order,relates
59,16989,am opening series of feature requests on,16993,to create set from hash keys currently impli,relates
60,16989,am opening series of feature requests on,16994,would like shorthand syntax for frozen se,relates
61,16989,am opening series of feature requests on,16995,this is quite minor but set should be r,relates
62,16987,enumerations are designed to be greedy immedi,17312,the offspring of which was too vague,relates
63,14138,there are many good reasons to simply define a,16963,englishrb is no longer maintained by ruby cor,relates
64,16945,would like to propose to create some way to,12543,how about introducing new syntax for tail ca,duplicates
65,15198,frequently find myself needing to determine,16928,hirnrnthe ruby array class is currently m,relates
66,16463,ruby is outrnit aims to warn for ever,16897,rubyrnrequire benchmarkipsrnrnmodu,relates
67,16378,think this is very important otherwise,16891,based on feedback from railscore matz has de,relates
68,11925,propose to make struct subclass constructors w,16806,proposalrnrnrbrnpost structnew,relates
69,16794,while reading rassign and re,17353,since ruby already moving in that directionfu,relates
70,16786,abstractrnrnwe propose to introduce li,16792,currently mutex in cruby is held per thread,relates
71,16786,abstractrnrnwe propose to introduce li,16792,currently mutex in cruby is held per thread,relates
72,14736,ruby concurrency can be greatly enhanced by co,16786,abstractrnrnwe propose to introduce li,relates
73,16122,value object is useful concept introduc,16769,backgroundrnweve discussed interface to,relates
74,16752,defining private constant should not require,17171,rubyrnclass foorn def call mern,relates
75,5054,though as matz said at ruby is a,16746,ruby syntax is full of ends im paranoid t,relates
76,5065,ive noticed issue subjecting an endal,16746,ruby syntax is full of ends im paranoid t,relates
77,12241,this is refinement of feature,16746,ruby syntax is full of ends im paranoid t,relates
78,8661,currently the way ruby prints backtrace is th,16684,the mostrecentcalllast order of backtrace i,relates
79,13488,currently encodingdefault external is set to,16604,this issue is related to,relates
80,12650,windows environment variables supports unicode,16604,this issue is related to,relates
81,15393,hirnrni would like to add vm compilation,16600,contextrnrna somewhat common pattern w,relates
82,16463,ruby is outrnit aims to warn for ever,16511,as an alternative to and id lik,relates
83,10637,encountered this issue while bringing up v,16482,right now nethttp forces the user to use cl,relates
84,16381,this is followup to,16476,it seems like the blocking syscall done by so,relates
85,16476,it seems like the blocking syscall done by so,17134,add resolve timeout to tcpsocketnewrnit ma,relates
86,16038,know objectspaceweakmap isnt really sup,16471,id like to request two features for weakref,relates
87,15958,when matz changed timeto format in fr,16470,ruby added nanosecond representation to th,relates
88,16463,ruby is outrnit aims to warn for ever,16511,as an alternative to and id lik,relates
89,16378,think this is very important otherwise,16463,ruby is outrnit aims to warn for ever,relates
90,16463,ruby is outrnit aims to warn for ever,16897,rubyrnrequire benchmarkipsrnrnmodu,relates
91,12086,currently refinements can be activated only in,16461,overviewrni propose procusing to support,relates
92,16441,the method is just like take while but als,16446,led me to think about the issue more ge,relates
93,16441,the method is just like take while but als,16446,led me to think about the issue more ge,relates
94,16363,the did you mean gem has been bundled gem,16431,just have opened pr which allows ruby t,relates
95,16430,im not sure if this is intentional in which,6810,is this the expected behavior to me it is ra,duplicates
96,15751,similar to nameerrorreceiver this returns,16419,other exception classes with receiver accept r,relates
97,16101,in feature,16412,procto returns fileline instead of,relates
98,16381,this is followup to,16476,it seems like the blocking syscall done by so,relates
99,15553,currently we use timeout in nethttp and oth,16381,this is followup to,relates
100,16381,this is followup to,17134,add resolve timeout to tcpsocketnewrnit ma,relates
101,16381,this is followup to,17187,add connect timeout to tcpsocketnew in the sa,relates
102,16253,what about using thisrnrnrubyrn def,16378,think this is very important otherwise,relates
103,16378,think this is very important otherwise,16891,based on feedback from railscore matz has de,relates
104,16378,think this is very important otherwise,16463,ruby is outrnit aims to warn for ever,relates
105,16377,the following scriptrnrnrubyrndef mu,8948,beginrni see that frozen string was accepte,duplicates
106,16355,currently single line pattern matchingexpr,16370,wrote this codernrn rubyrnn,relates
107,16363,the did you mean gem has been bundled gem,16431,just have opened pr which allows ruby t,relates
108,14145,the idea when investigating in example scrip,16356,current behavior includes rnis th,relates
109,15865,how about adding syntax for oneline pattern,16355,currently single line pattern matchingexpr,relates
110,16355,currently single line pattern matchingexpr,16370,wrote this codernrn rubyrnn,relates
111,16355,currently single line pattern matchingexpr,17371,how about reintroducing expr in pat as akr,relates
112,16289,problemrnrncurrently the interpreter e,16345,we propose that ruby doesnt emit deprecation,relates
113,16018,since we have moduledeprecate consta,16345,we propose that ruby doesnt emit deprecation,relates
114,16345,we propose that ruby doesnt emit deprecation,17000,matz has decided to disable deprecation warnin,relates
115,16253,what about using thisrnrnrubyrn def,16296,in we settled on syntax where the rem,relates
116,16289,problemrnrncurrently the interpreter e,16345,we propose that ruby doesnt emit deprecation,relates
117,16276,private or protected declarations in ruby clas,7019,like to indent my private methods one level,duplicates
118,12125,hellornrnthe operator lets one pass a,16275,objmethod is introduced at by,relates
119,13581,some another programming languages even java,16275,objmethod is introduced at by,relates
120,4539,inspired by haskells zipwith function ha,16261,upd after discussion in comments method,relates
121,5044,is there any reason that zip doesnt return r,16261,upd after discussion in comments method,relates
122,16253,what about using thisrnrnrubyrn def,16296,in we settled on syntax where the rem,relates
123,16253,what about using thisrnrnrubyrn def,16378,think this is very important otherwise,relates
124,14344,rely on refinements lot but dont want to,16241,the original discussion is here,relates
125,17336,problemrnwhen we need monkey patch whic,16241,the original discussion is here,duplicates
126,16240,rnas work with objects some of them are n,4818,some objects can not be marshaled maybe there,duplicates
127,15865,how about adding syntax for oneline pattern,16182,in new syntax expr in pattern,relates
128,5481,beginrnrnuptodate summary of this propo,16170,im working to extract standard libraries to r,relates
129,16150,much of the time when user calls to they,16153,freezing strings can give us nice performanc,relates
130,16150,much of the time when user calls to they,16153,freezing strings can give us nice performanc,relates
131,8468,yesterday at github tokyo drinkup thanks gi,16131,ruby had taint checking which is originally in,relates
132,16123,problemrnrnthere is an inconsistency be,11297,ruby does not allow private method to be calle,duplicates
133,16122,value object is useful concept introduc,16769,backgroundrnweve discussed interface to,relates
134,14145,the idea when investigating in example scrip,16101,in feature,relates
135,16101,in feature,16412,procto returns fileline instead of,relates
136,11105,why not support hash literals,16095,common usern rubyrnclass arn de,relates
137,16038,know objectspaceweakmap isnt really sup,16471,id like to request two features for weakref,relates
138,16018,since we have moduledeprecate consta,16345,we propose that ruby doesnt emit deprecation,relates
139,12447,sometimes want to extract digits of placeva,16011,ruby seems to have no way to format number w,relates
140,16006,in nonproportional font multibyte characters,14618,abstractrnrnunicode has display width d,duplicates
141,12046,now we should write an accessor method of bo,15991,hirnrni thought such an issue wouldve al,relates
142,5781,pretty sure this has come up before but id l,15991,hirnrni thought such an issue wouldve al,relates
143,15976,this is semantically equivalent to ar,15198,frequently find myself needing to determine,duplicates
144,12957,currently to create lambda proc one has to u,15973,when kernellambda receives proc that is not,relates
145,7314,have code where need to convert proc to,15973,when kernellambda receives proc that is not,relates
146,9777,currently different block objects such as la,15973,when kernellambda receives proc that is not,relates
147,8693,def yield end def,15973,when kernellambda receives proc that is not,relates
148,15973,when kernellambda receives proc that is not,17361,in newsrnrnrn kernellambda,relates
149,15752,believe we should introduce module for exp,15966,feel frustrated with some recent experimenta,relates
150,15958,when matz changed timeto format in fr,16470,ruby added nanosecond representation to th,relates
151,14912,propose new pattern matching syntaxrnrn,15918,currently set does not respond to deconstr,relates
152,15230,id like feature to know what will be loaded,15903,rubyvm contains mostly mrispecific features b,relates
153,15752,believe we should introduce module for exp,15903,rubyvm contains mostly mrispecific features b,relates
154,14912,propose new pattern matching syntaxrnrn,15881,rubyrnclass arn def deconstructrn,relates
155,14912,propose new pattern matching syntaxrnrn,15865,how about adding syntax for oneline pattern,relates
156,15865,how about adding syntax for oneline pattern,16182,in new syntax expr in pattern,relates
157,15865,how about adding syntax for oneline pattern,16355,currently single line pattern matchingexpr,relates
158,15865,how about adding syntax for oneline pattern,17371,how about reintroducing expr in pat as akr,relates
159,8499,according to my experiences the following two,15863,add hashslicernrnin,relates
160,14035,reproducernrnexecute urifileetc,15861,recently ruby has getting better at parsing ur,relates
161,13563,hirnrni propose hashchoice methodrnr,15822,according to hashslice would like to add,relates
162,15822,according to hashslice would like to add,8499,according to my experiences the following two,duplicates
163,15814,in ruby when casewhen statement is written,14912,propose new pattern matching syntaxrnrn,duplicates
164,10425,method near like the following would be u,15811,backgroundrnrnequal comparison method be,relates
165,14392,would like to see implemented in ruby pipe,15799,implemented the pipeline operator topi,relates
166,15799,implemented the pipeline operator topi,17353,since ruby already moving in that directionfu,relates
167,15743,my understanding is that rubyvm is supposed,15752,believe we should introduce module for exp,relates
168,15752,believe we should introduce module for exp,15903,rubyvm contains mostly mrispecific features b,relates
169,15752,believe we should introduce module for exp,15966,feel frustrated with some recent experimenta,relates
170,14844,hi thanks for all your great work on the ruby,15752,believe we should introduce module for exp,relates
171,15752,believe we should introduce module for exp,17500,rubyvm is traprn users will think from,relates
172,15751,similar to nameerrorreceiver this returns,16419,other exception classes with receiver accept r,relates
173,15743,my understanding is that rubyvm is supposed,15752,believe we should introduce module for exp,relates
174,15743,my understanding is that rubyvm is supposed,17500,rubyvm is traprn users will think from,relates
175,12240,often improvements about implicit block argume,15741,numbered parameters have been introduced into,relates
176,12648,would like to pass an optional argument to,15725,hellornrni would like to propose four new,relates
177,14759,not everybody benefits from jemalloc and the e,15667,per honglis excellent article it looks like m,relates
178,5481,beginrnrnuptodate summary of this propo,15657,the maintenance of webrick is hard for the rub,relates
179,15657,the maintenance of webrick is hard for the rub,17303,propose to move webrick to bundled gems or r,relates
180,5653,hirn rntoday talked with nahi about en,15592,how about feature to switch autoload behav,relates
181,15563,ruby introduced dig for array has,12282,new feature for your consideration dig wh,duplicates
182,15563,ruby introduced dig for array has,14602,currently if have hash like thisrnrn,duplicates
183,13807,frequently see code that uses some value if,15557,often see code like thisrnrn rubyr,relates
184,10499,procnew and kernelproc have little known f,15554,abstractrnrnwarn or raise an argumenterr,copied_to
185,14430,instead of using tcpsocketopen wrapped in ti,15553,currently we use timeout in nethttp and oth,relates
186,15553,currently we use timeout in nethttp and oth,16381,this is followup to,relates
187,17133,kerneliterator was mildly deprecate sicne,15547,block given has been added since and,duplicates
188,15504,abstractrnrnrange is currently nonfroze,17195,now all ranges are frozen,relates
189,15393,hirnrni would like to add vm compilation,16600,contextrnrna somewhat common pattern w,relates
190,8468,yesterday at github tokyo drinkup thanks gi,15344,would like to start discussion relating to,relates
191,12460,currently the unicode version used in speci,15341,the emoji version is different from the unicod,relates
192,15341,the emoji version is different from the unicod,15182,reported by naruse yui naruse at,blocks
193,5663,it is pretty common to want to map over an en,15323,this is proposal for combined filter,relates
194,14802,unicode version will be published somet,15321,unicode version will be published in,blocks
195,15321,unicode version will be published in,15195,as most people in japan should know by now,blocks
196,15301,in one reddit discussion ive got stuck with t,12115,am great fan of the symbolto proc short,duplicates
197,15236,pr in github,15286,this is suggestion for hash shorthandrn,relates
198,15236,pr in github,15286,this is suggestion for hash shorthandrn,relates
199,15236,pr in github,11105,why not support hash literals,duplicates
200,15230,id like feature to know what will be loaded,15903,rubyvm contains mostly mrispecific features b,relates
201,11925,propose to make struct subclass constructors w,15222,with ruby struct subclasses can have dif,relates
202,15198,frequently find myself needing to determine,16928,hirnrnthe ruby array class is currently m,relates
203,15976,this is semantically equivalent to ar,15198,frequently find myself needing to determine,duplicates
204,15321,unicode version will be published in,15195,as most people in japan should know by now,blocks
205,12820,hellornrnthe patternrnrnrubyrnc,15192,motivationrnrnintroduce new syntax for,relates
206,15192,motivationrnrnintroduce new syntax for,5825,im very excited about this feature in coffees,duplicates
207,15182,reported by naruse yui naruse at,14802,unicode version will be published somet,blocks
208,15341,the emoji version is different from the unicod,15182,reported by naruse yui naruse at,blocks
209,15143,often we call arrayto to the result of,10208,now that we can convert list of key value,duplicates
210,14609,abstractrnrnkernelpobj prints obj,15112,sometimes write stderrputs objinspect to,relates
211,11925,propose to make struct subclass constructors w,15076,when struct is used to instantiate object with,relates
212,14022,after joining the elements of an array into,15024,think it could be handy to have block suppor,relates
213,14830,this ticket is picking only mjitpause from ht,14954,problemrnto measure an mjitgenerated cod,relates
214,10797,moduleconst defined takes an optional argu,14944,module has many introspection methods for meth,duplicates
215,14915,this method is system and implementation depen,14940,related to this adds bcrypt password h,relates
216,14915,this method is system and implementation depen,14940,related to this adds bcrypt password h,relates
217,14709,on rubykaigi there was presentation,14912,propose new pattern matching syntaxrnrn,relates
218,14912,propose new pattern matching syntaxrnrn,15865,how about adding syntax for oneline pattern,relates
219,14912,propose new pattern matching syntaxrnrn,15918,currently set does not respond to deconstr,relates
220,14912,propose new pattern matching syntaxrnrn,15881,rubyrnclass arn def deconstructrn,relates
221,14912,propose new pattern matching syntaxrnrn,17260,propose to promote pattern matching to offic,relates
222,15814,in ruby when casewhen statement is written,14912,propose new pattern matching syntaxrnrn,duplicates
223,14844,hi thanks for all your great work on the ruby,15752,believe we should introduce module for exp,relates
224,14839,this is request for feedback in particular,14802,unicode version will be published somet,blocks
225,14830,this ticket is picking only mjitpause from ht,14954,problemrnto measure an mjitgenerated cod,relates
226,14491,issuernrndoing careful analysis of mji,14830,this ticket is picking only mjitpause from ht,precedes
227,13685,unicode was published about week ago,14802,unicode version will be published somet,relates
228,14839,this is request for feedback in particular,14802,unicode version will be published somet,blocks
229,15182,reported by naruse yui naruse at,14802,unicode version will be published somet,blocks
230,14802,unicode version will be published somet,15321,unicode version will be published in,blocks
231,7003,lets make it sure therell be no mvm in,14792,this is an old problem maybe running multip,relates
232,12092,this allows creating modified clones of frozen,14778,id like to use objectdup with block whi,relates
233,14759,not everybody benefits from jemalloc and the e,15667,per honglis excellent article it looks like m,relates
234,13618,rnauto fiber schedule for rb wait for sin,14736,ruby concurrency can be greatly enhanced by co,relates
235,14736,ruby concurrency can be greatly enhanced by co,16786,abstractrnrnwe propose to introduce li,relates
236,13767,in order for ruby to be used in more scientifi,14722,is there way to implement or even copy pyth,relates
237,14709,on rubykaigi there was presentation,14912,propose new pattern matching syntaxrnrn,relates
238,14706,ruby does not any threadsafe way to implement,12607,this one was derived from bug,duplicates
239,12912,why dont you allow range without end like,14697,in enumeratorarithmeticsequence ha,relates
240,14696,so original dst is defined atrn,6394,in linux so original dst provides the origina,duplicates
241,13241,this is currently an exploratory proposalr,14618,abstractrnrnunicode has display width d,relates
242,16006,in nonproportional font multibyte characters,14618,abstractrnrnunicode has display width d,duplicates
243,14609,abstractrnrnkernelpobj prints obj,15112,sometimes write stderrputs objinspect to,relates
244,14602,currently if have hash like thisrnrn,12282,new feature for your consideration dig wh,duplicates
245,15563,ruby introduced dig for array has,14602,currently if have hash like thisrnrn,duplicates
246,11105,why not support hash literals,14579,how about to allow value omission in hash lite,relates
247,17292,set literal vs javascript object punningr,14579,how about to allow value omission in hash lite,duplicates
248,12996,the proposal is that range optimize by red,14575,this is conscious duplicate of the bug,relates
249,14575,this is conscious duplicate of the bug,12612,currently range is an alias of includ,duplicates
250,11741,git to svnrnrnconverting ruby wholesale,14551,know migrating to git get asked at least eve,relates
251,4910,suggest to add these two to class classr,14498,hellornrni was creating list of class i,relates
252,14489,currently on discourse boot notice few min,14492,rn and not in rubygem like yomikomu,relates
253,14491,issuernrndoing careful analysis of mji,14830,this ticket is picking only mjitpause from ht,precedes
254,14489,currently on discourse boot notice few min,14492,rn and not in rubygem like yomikomu,relates
255,7639,when we chain methods with the period at the e,14463,coming from other languages find it extre,relates
256,8158,use lightweight structure for loaded features,14460,hirnrnive attached patch that speeds u,relates
257,14443,when gsub takes hash as the second ar,13016,background wanted to drop nkf dependency of,duplicates
258,14430,instead of using tcpsocketopen wrapped in ti,15553,currently we use timeout in nethttp and oth,relates
259,11541,since ruby def returns symbol with th,14397,matsudasan suggested me that public prote,relates
260,14396,matsudasan suggested me that public prote,14397,matsudasan suggested me that public prote,duplicates
261,14396,matsudasan suggested me that public prote,14397,matsudasan suggested me that public prote,duplicates
262,14392,would like to see implemented in ruby pipe,15799,implemented the pipeline operator topi,relates
263,14344,rely on refinements lot but dont want to,16241,the original discussion is here,relates
264,14045,backgroundrnrnif we need to pass given b,14267,the following script consistently prints proc,relates
265,14138,there are many good reasons to simply define a,14240,think the four special variables for separat,relates
266,5977,hellornrnas mentioned at rubyconf wo,14240,think the four special variables for separat,relates
267,14197,all any none and one accept,11286,proposalrnit is proposed that enumerable,relates
268,14158,the racc parser that is included in mri ruby c,9456,as you can see,relates
269,14145,the idea when investigating in example scrip,16101,in feature,relates
270,14145,the idea when investigating in example scrip,16356,current behavior includes rnis th,relates
271,14138,there are many good reasons to simply define a,14240,think the four special variables for separat,relates
272,14138,there are many good reasons to simply define a,16963,englishrb is no longer maintained by ruby cor,relates
273,14133,modules and classes can be reopened and change,14132,modules and classes can be reopened and change,relates
274,14133,modules and classes can be reopened and change,6539,feel there are inconsistencies in which meth,relates
275,14132,modules and classes can be reopened and change,6539,feel there are inconsistencies in which meth,relates
276,14133,modules and classes can be reopened and change,14132,modules and classes can be reopened and change,relates
277,14097,currently there is concat method in ruby whi,14105,not sure if should also add feautures for th,relates
278,14097,currently there is concat method in ruby whi,14105,not sure if should also add feautures for th,relates
279,14055,the following string and symbol methods are cu,12786,descriptionrnrni would find stringcasecmp,relates
280,11256,since capturing block into proc is slow f,14045,backgroundrnrnif we need to pass given b,relates
281,14045,backgroundrnrnif we need to pass given b,14267,the following script consistently prints proc,relates
282,3714,beginrn given an enumerator there is no wa,14044,as described in numonarray and pycal,relates
283,9049,for nmatrix weve implemented range shortha,14044,as described in numonarray and pycal,relates
284,14042,hi rnrnive attached patch to make iop,9323,propose addition of iowritevrnit enables,relates
285,14042,hi rnrnive attached patch to make iop,9420,since we added use of writev in we sho,duplicates
286,14035,reproducernrnexecute urifileetc,15861,recently ruby has getting better at parsing ur,relates
287,14022,after joining the elements of an array into,15024,think it could be handy to have block suppor,relates
288,14007,propose and attach patch to add mode,11258,just saw which containsrnrnbut,duplicates
289,13984,currently bigdecimal instances are not frozen,13985,since truefalsenilintegerfloat jus,relates
290,13985,since truefalsenilintegerfloat jus,12979,this is proposal resulting from discussion,relates
291,13985,since truefalsenilintegerfloat jus,13983,since they basically are value typesrnthey,relates
292,13984,currently bigdecimal instances are not frozen,13985,since truefalsenilintegerfloat jus,relates
293,13985,since truefalsenilintegerfloat jus,13983,since they basically are value typesrnthey,relates
294,13969,dir has class method pairs direntries d,11302,direntries returns an array of its content wi,relates
295,12010,direach and dirread including direntr,13969,dir has class method pairs direntries d,relates
296,9508,since the coverage extension was introduced in,13901,plan to add branch coverage and method c,relates
297,12698,there is frequent need to delete substring f,13890,currently stringcount only accepts strings,relates
298,13847,if you try to use some default gems with fix,10320,when requiring library global namespace alw,relates
299,13807,frequently see code that uses some value if,15557,often see code like thisrnrn rubyr,relates
300,13109,when using refinements in one file the using,13805,refinements are currently lexically scoped wh,relates
301,13789,if having new direntries dirchidren wo,11302,direntries returns an array of its content wi,relates
302,13784,ruby has full set of functional tools in the,5663,it is pretty common to want to map over an en,relates
303,13767,in order for ruby to be used in more scientifi,14722,is there way to implement or even copy pyth,relates
304,13765,proc has curry,6817,know that what propose here is significa,relates
305,13765,proc has curry,7939,beginrni really like the new assuming,relates
306,3388,beginrn abcdefghijstar,13712,stringstart with should receive regexprn,relates
307,13694,today june is tau day to honor the t,4897,firstly please read the tau manifesto at,relates
308,13685,unicode was published about week ago,12513,unicode was just published yesterday see,relates
309,13685,unicode was published about week ago,14802,unicode version will be published somet,relates
310,13645,proposalrnrnwhile it works and makes sen,11813,now we have the safe navigation operator,duplicates
311,13618,rnauto fiber schedule for rb wait for sin,14736,ruby concurrency can be greatly enhanced by co,relates
312,13600,one of the main use cases that would make yie,6284,it would be nice to be able to compose procs l,relates
313,13588,when implementing an iolike object id like,11094,was originally defined with codespace,relates
314,13581,some another programming languages even java,16275,objmethod is introduced at by,relates
315,13581,some another programming languages even java,12125,hellornrnthe operator lets one pass a,duplicates
316,13577,first argument is file,13568,by using filetmpfile tmpfile allows us t,relates
317,13577,first argument is file,13568,by using filetmpfile tmpfile allows us t,relates
318,13563,hirnrni propose hashchoice methodrnr,8499,according to my experiences the following two,relates
319,13563,hirnrni propose hashchoice methodrnr,15822,according to hashslice would like to add,relates
320,11541,since ruby def returns symbol with th,13560,hirnrnim suggesting all moduleattr,relates
321,13560,hirnrnim suggesting all moduleattr,9453,with ruby returning symbol from def an,duplicates
322,13559,hirnrnplease reconsider implementation of,12760,thats an another attempt to choose good metap,duplicates
323,13488,currently encodingdefault external is set to,16604,this issue is related to,relates
324,13395,there does not seem to be method in ruby to,12075,sometimes write following codernrnru,relates
325,13335,mathn is deprecated feature from ye,10169,englishrnrnas mentioned in,relates
326,13334,mathncomplex and mathnrational is deprec,10169,englishrnrnas mentioned in,relates
327,13334,mathncomplex and mathnrational is deprec,17281,as mathn is deprecated canonicalization for,relates
328,13272,when we define subclass of struct it take a,11925,propose to make struct subclass constructors w,duplicates
329,13261,this issue is tracking for gem release of sdbm,5481,beginrnrnuptodate summary of this propo,relates
330,13248,this issue is tracking for gem release of gdbm,5481,beginrnrnuptodate summary of this propo,relates
331,13201,this issue is tracking for gem release of dbm,13248,this issue is tracking for gem release of gdbm,relates
332,13244,id like to suggestrnto enhance the interfac,12224,when use logger class very often or mayb,duplicates
333,13241,this is currently an exploratory proposalr,13240,for unicode property checks eg phiragan,relates
334,13241,this is currently an exploratory proposalr,14618,abstractrnrnunicode has display width d,relates
335,13241,this is currently an exploratory proposalr,13240,for unicode property checks eg phiragan,relates
336,13213,this issue is tracking for gem release of scan,5481,beginrnrnuptodate summary of this propo,relates
337,12906,when you want to rescue in block you must d,13212,blocks are ubiquitous in ruby world theres a,duplicates
338,13201,this issue is tracking for gem release of dbm,5481,beginrnrnuptodate summary of this propo,relates
339,13201,this issue is tracking for gem release of dbm,13248,this issue is tracking for gem release of gdbm,relates
340,13199,this issue is tracking for gem release of stri,5481,beginrnrnuptodate summary of this propo,relates
341,13197,this issue is tracking for gem release of file,5481,beginrnrnuptodate summary of this propo,relates
342,13186,this issue is tracking for gem release of zlib,5481,beginrnrnuptodate summary of this propo,relates
343,13183,this issue is tracking for gem release of date,5481,beginrnrnuptodate summary of this propo,relates
344,13182,this issue is tracking for gem release of cmat,5481,beginrnrnuptodate summary of this propo,relates
345,13179,came across scenario where needed the ab,11747,in matzs recent rubyconf talk he used this e,duplicates
346,13177,this issue is tracking for gem release of csv,5481,beginrnrnuptodate summary of this propo,relates
347,13173,this issue is tracking for gem release of webr,5481,beginrnrnuptodate summary of this propo,relates
348,13172,hi everyonernrntheres tap method t,10095,weve had so many times of feature requests fo,duplicates
349,13172,hi everyonernrntheres tap method t,11717,objecttrap can be thought as useful counter,duplicates
350,13172,hi everyonernrntheres tap method t,12760,thats an another attempt to choose good metap,duplicates
351,13137,the update to javascript added object shor,11105,why not support hash literals,relates
352,13109,when using refinements in one file the using,13805,refinements are currently lexically scoped wh,relates
353,17147,object deserializer like json messagepack i,13077,introduce stringfstring methodrnrnthis ex,duplicates
354,13067,propose to make trueclass falseclass to,11286,proposalrnit is proposed that enumerable,relates
355,13056,proposal of base option to dirglob meth,7360,currently there is only pathnameglob method,blocks
356,14443,when gsub takes hash as the second ar,13016,background wanted to drop nkf dependency of,duplicates
